,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
80,,,,,,,CE,positiv,16247,CATMA_7199691A-35E4-4A83-BB35-D53F02EB0DFC,10,Emotionen der Zuneigung,positiv,16202,Verehrung,"Wir jauchtzen in Städten / es lebe der Held!
","['Wir', 'jauchtzen', 'in', 'Städten', '/', 'es', 'lebe', 'der', 'Held', '!']"
81,,,,,,,CE,positiv,16247,CATMA_B54D42AF-1109-4A8E-AB80-9C64AFE95F6F,10,Emotionen der Freude,positiv,16202,Freude,"Wir jauchtzen in Städten / es lebe der Held!
","['Wir', 'jauchtzen', 'in', 'Städten', '/', 'es', 'lebe', 'der', 'Held', '!']"
82,,schäfer,,,,,CE,positiv,16295,CATMA_5DB73031-9D98-4398-A712-67A1737CE5F4,9,Emotionen der Zuneigung,positiv,16256,Verehrung,"Es lebe der Fürste so singet die Welt.
","['Es', 'lebe', 'der', 'Fürste', 'so', 'singet', 'die', 'Welt', '.']"
83,,bauern,,,,,CE,positiv,16346,CATMA_4B4E1DF8-01FC-4F53-8D6F-A70A2529A459,8,Emotionen der Zuneigung,positiv,16303,Verehrung,"Der Fürste der Bürgern und Bauern gefällt.
","['Der', 'Fürste', 'der', 'Bürgern', 'und', 'Bauern', 'gefällt', '.']"
84,,,,,,,CE,positiv,16421,CATMA_8E59C13F-5202-447B-A5B8-E037F69834ED,15,Emotionen der Freude,positiv,16353,Freude,"Last uns wünschen / last uns lachen / Denn der Himmel ist uns hold.
","['Last', 'uns', 'wünschen', '/', 'last', 'uns', 'lachen', '/', 'Denn', 'der', 'Himmel', 'ist', 'uns', 'hold', '.']"
85,,,,,,,CE,positiv,16493,CATMA_8D1A40BD-A89B-409A-8797-D1D8F310D42B,12,Emotionen der Freude,positiv,16430,Freude,"Last uns schlaffen oder wachen / Unser Schatz ist lauter Gold.
","['Last', 'uns', 'schlaffen', 'oder', 'wachen', '/', 'Unser', 'Schatz', 'ist', 'lauter', 'Gold', '.']"
86,,,,Zustand,,,CE,positiv,16569,CATMA_4E084883-D7BD-4663-8503-5363B2A5A044,14,Emotionen der Freude,positiv,16501,Freude,"Und ihr Bauern greifft zum Sachen / Tantzt im Felde wenn ihr wollt.
","['Und', 'ihr', 'Bauern', 'greifft', 'zum', 'Sachen', '/', 'Tantzt', 'im', 'Felde', 'wenn', 'ihr', 'wollt', '.']"
87,römer,,,,,,CE,positiv,16765,CATMA_05434B56-9B5A-4B08-9F64-D24B63265FC2,3,Emotionen der Freude,positiv,16744,Freude,Die Bürger bekleiben ,"['Die', 'Bürger', 'bekleiben']"
88,schäfer,,,,,,CE,positiv,16797,CATMA_09CAAADB-A0EA-4AF2-A4DA-52FBCB3874C7,3,Emotionen der Freude,positiv,16776,Freude,Die Schaffe gelingen ,"['Die', 'Schaffe', 'gelingen']"
89,bauern,,,,,,CE,positiv,16826,CATMA_5A327F2A-7C2B-4811-9D04-3654C85D7A4F,3,Emotionen der Freude,positiv,16807,Freude,Die Saaten bekommen,"['Die', 'Saaten', 'bekommen']"
90,,,,Zustand,,,CE,positiv,16862,CATMA_FCC486EB-9098-4B78-B124-8FBF81093C4B,5,Emotionen der Freude,positiv,16840,Freude,"So lernen wir singen.
","['So', 'lernen', 'wir', 'singen', '.']"
91,,,,,,,CE,negativ,17530,CATMA_8BF21ADE-3224-4F5B-88EB-329EC5D9836F,23,Emotionen der Ablehnung,negativ,17428,Ärger,Ihr Herren redt wie ihr wolt / wie mir hinte von euch träumte / so wäret ihr nicht so böse wie itzund.,"['Ihr', 'Herren', 'redt', 'wie', 'ihr', 'wolt', '/', 'wie', 'mir', 'hinte', 'von', 'euch', 'träumte', '/', 'so', 'wäret', 'ihr', 'nicht', 'so', 'böse', 'wie', 'itzund', '.']"
92,,,,,,,CE,Emotionale Bewegtheit,17734,CATMA_AD293E8C-9CA1-4DF5-A611-EB988493A950,14,Emotionale Bewegtheit,Emotionale Bewegtheit,17661,Emotionale Bewegtheit,"Was ich mein Lebtage nicht vergessen kan / davon will ich doch erzehlen.
","['Was', 'ich', 'mein', 'Lebtage', 'nicht', 'vergessen', 'kan', '/', 'davon', 'will', 'ich', 'doch', 'erzehlen', '.']"
93,,,,,,,CE,positiv,18670,CATMA_ABB26459-1640-437B-98E4-1B1979906A2E,36,Emotionen der Freude,positiv,18496,Freude,"Da seht ihrs / daß arme Leute auch was befehlen können / will mich der Fürste nicht zu Gaste bitten / so laß ich mirs träumen / und setze mich wieder seinen Willen am Tisch.
","['Da', 'seht', 'ihrs', '/', 'daß', 'arme', 'Leute', 'auch', 'was', 'befehlen', 'können', '/', 'will', 'mich', 'der', 'Fürste', 'nicht', 'zu', 'Gaste', 'bitten', '/', 'so', 'laß', 'ich', 'mirs', 'träumen', '/', 'und', 'setze', 'mich', 'wieder', 'seinen', 'Willen', 'am', 'Tisch', '.']"
94,,,,Ereignis,,,CE,positiv,18920,CATMA_2EA9D513-9574-43BD-A9B3-7A1A8C11BA22,22,Emotionen der Freude,positiv,18809,Freude,"Es ist gut / wenn ich einmahl ein Schelmstücke werde gethan haben / so will ich mir wieder was träumen lassen.
","['Es', 'ist', 'gut', '/', 'wenn', 'ich', 'einmahl', 'ein', 'Schelmstücke', 'werde', 'gethan', 'haben', '/', 'so', 'will', 'ich', 'mir', 'wieder', 'was', 'träumen', 'lassen', '.']"
95,philippus,,,,,,CE,Emotionale Bewegtheit,19331,CATMA_36E5A361-446C-4DC9-8280-19ECF09D5669,25,Emotionale Bewegtheit,Emotionale Bewegtheit,19210,Emotionale Bewegtheit,"Das war ein hartes Wort / ein Fürste muß dem Bauer gehorsam seyn / wenn er sich im Schlaffe will von ihm träumen lassen.
","['Das', 'war', 'ein', 'hartes', 'Wort', '/', 'ein', 'Fürste', 'muß', 'dem', 'Bauer', 'gehorsam', 'seyn', '/', 'wenn', 'er', 'sich', 'im', 'Schlaffe', 'will', 'von', 'ihm', 'träumen', 'lassen', '.']"
96,,philippus,,Ereignis,,,CE,positiv,19549,CATMA_73CF3539-F154-4FD3-BD14-4ECED8A18FDA,13,Emotionen der Freude,positiv,19487,Freude,"Doch kan er sich vergnügen / als wenn er nicht betrogen wäre.
","['Doch', 'kan', 'er', 'sich', 'vergnügen', '/', 'als', 'wenn', 'er', 'nicht', 'betrogen', 'wäre', '.']"
97,"['egmund', 'heinrich', 'leo', 'philippus', 'robert', 'wilhelm']",,,,,,CE,positiv,20141,CATMA_D2991398-03E8-41BB-BCFC-4B8BAACA9EB8,5,Emotionen der Freude,positiv,20115,Schadenfreude,"doch werd ich ausgelacht.
","['doch', 'werd', 'ich', 'ausgelacht', '.']"
98,philippus,,,,,,CE,positiv,20200,CATMA_F928589B-013D-4331-8673-EE8A3785F99D,10,Emotionen der Freude,positiv,20152,Schadenfreude,Wer Traume meiden will / der meide nur den Wein ,"['Wer', 'Traume', 'meiden', 'will', '/', 'der', 'meide', 'nur', 'den', 'Wein']"
99,egmund,,mierten,,,,CE,positiv,20262,CATMA_1AB14C74-FD57-4EC8-84CE-CD43A0D130B7,9,Emotionen der Freude,positiv,20210,Schadenfreude,"Und lasse seinen Schlaff nicht allzu sichtbar seyn.
","['Und', 'lasse', 'seinen', 'Schlaff', 'nicht', 'allzu', 'sichtbar', 'seyn', '.']"
100,robert,,mierten,,,,CE,positiv,20299,CATMA_E0689847-D136-416A-886D-73548F8F1FBB,5,Emotionen der Freude,positiv,20270,Schadenfreude,Der Trunck bezwingt den Kopff,"['Der', 'Trunck', 'bezwingt', 'den', 'Kopff']"
101,wilhelm,,mierten,,,,CE,positiv,20342,CATMA_84253F8E-B670-49D1-B570-A90640C24449,6,Emotionen der Freude,positiv,20311,Schadenfreude,"Der Schlaff den gantzen Geist.
","['Der', 'Schlaff', 'den', 'gantzen', 'Geist', '.']"
102,heinrich,,,,,,CE,positiv,20405,CATMA_5A1BDB4F-2727-4A43-B34C-6F5D18B9E5D1,12,Emotionen der Freude,positiv,20352,Schadenfreude,Man thut nicht was man will / Ja was ein ander heist ,"['Man', 'thut', 'nicht', 'was', 'man', 'will', '/', 'Ja', 'was', 'ein', 'ander', 'heist']"
103,,,,,,,CE,negativ,22193,CATMA_489DC4B2-D6E4-4BE9-8939-53B632A1D898,20,Emotionen der Ablehnung,negativ,22080,Ärger,"Aber die Nachtigallen die ich heute habe singen hören / die mochte ich nahe bey meinem quartier nicht wündschen.
","['Aber', 'die', 'Nachtigallen', 'die', 'ich', 'heute', 'habe', 'singen', 'hören', '/', 'die', 'mochte', 'ich', 'nahe', 'bey', 'meinem', 'quartier', 'nicht', 'wündschen', '.']"
104,,,,,,,CE,negativ,22337,CATMA_7414BB24-F670-49FF-A89E-7DE6CD2198DE,23,Emotionen des Leids,negativ,22204,Leid,Ich habe das allemahl am meisten beklaget / daß ein Gastwirth meines gleichen die Leute ohne Unterscheid bey ihren Willen lassen muß.,"['Ich', 'habe', 'das', 'allemahl', 'am', 'meisten', 'beklaget', '/', 'daß', 'ein', 'Gastwirth', 'meines', 'gleichen', 'die', 'Leute', 'ohne', 'Unterscheid', 'bey', 'ihren', 'Willen', 'lassen', 'muß', '.']"
105,,,,,,,CE,negativ,22833,CATMA_5DFDE10A-E363-4459-A4AF-51365893BEB6,27,Emotionen der Ablehnung,negativ,22697,Ärger,"Nun das wäre gnung von Schreyen geredt / ich weiß doch wohl / daß mir die Ohren drey Vierthel Jahr nach einander davon weh thun werden.
","['Nun', 'das', 'wäre', 'gnung', 'von', 'Schreyen', 'geredt', '/', 'ich', 'weiß', 'doch', 'wohl', '/', 'daß', 'mir', 'die', 'Ohren', 'drey', 'Vierthel', 'Jahr', 'nach', 'einander', 'davon', 'weh', 'thun', 'werden', '.']"
106,ebbe,,,,,,CE,negativ,24557,CATMA_8C8751B2-F3AA-4B33-81C4-312BC8A28A0E,38,Emotionen der Ablehnung,negativ,24372,Ärger,"Was haben wir nun davon / daß wir zwey Stunden in der Stadt rum lauffen? und wenn wir nichts werden gefunden haben / so wirds heissen / gieb zwey Groschel daß du zur Pforte naus kanst.
","['Was', 'haben', 'wir', 'nun', 'davon', '/', 'daß', 'wir', 'zwey', 'Stunden', 'in', 'der', 'Stadt', 'rum', 'lauffen', '?', 'und', 'wenn', 'wir', 'nichts', 'werden', 'gefunden', 'haben', '/', 'so', 'wirds', 'heissen', '/', 'gieb', 'zwey', 'Groschel', 'daß', 'du', 'zur', 'Pforte', 'naus', 'kanst', '.']"
107,puse,,,,,,CE,negativ,24717,CATMA_2C52A7F7-B71D-48DE-B418-F7603B77D889,28,Emotionen der Ablehnung,negativ,24564,Ärger,"Der Hencker hat die Sauff-Hauser in der Stadt gemacht / wenn der Weitze einmahl was giebt / so gehts in den Schand-Hausern auf einmahl durch die Gurgel.
","['Der', 'Hencker', 'hat', 'die', 'Sauff-Hauser', 'in', 'der', 'Stadt', 'gemacht', '/', 'wenn', 'der', 'Weitze', 'einmahl', 'was', 'giebt', '/', 'so', 'gehts', 'in', 'den', 'Schand-Hausern', 'auf', 'einmahl', 'durch', 'die', 'Gurgel', '.']"
108,,,,,,,CE,negativ,24967,CATMA_8F0F7183-6693-4E22-B107-1A7B0BC8CE9C,41,Emotionen der Ablehnung,negativ,24785,Ärger,"Wäre nur eins dar / daß ich wüste / wo ich meinen Mann kriegen solte / ich wolte / ich wolte ihn bald die Freude verbieten / aber was mach ich mit dem Kerlen / wenn er nicht da ist.
","['Wäre', 'nur', 'eins', 'dar', '/', 'daß', 'ich', 'wüste', '/', 'wo', 'ich', 'meinen', 'Mann', 'kriegen', 'solte', '/', 'ich', 'wolte', '/', 'ich', 'wolte', 'ihn', 'bald', 'die', 'Freude', 'verbieten', '/', 'aber', 'was', 'mach', 'ich', 'mit', 'dem', 'Kerlen', '/', 'wenn', 'er', 'nicht', 'da', 'ist', '.']"
109,,,,,,,CE,negativ,25315,CATMA_C9E4B22C-B4E0-4AE8-982A-CBD6D0A87D08,34,Emotionen der Ablehnung,negativ,25149,Ärger,"Daß dich Sanct VELTen / wie stoß ich mich da an meinen Fuß / wir Bauers-Leute seyn der harten Steine nicht gewohnt / wir gehen lieber auff dem Lande da es weich ist.
","['Daß', 'dich', 'Sanct', 'VELTen', '/', 'wie', 'stoß', 'ich', 'mich', 'da', 'an', 'meinen', 'Fuß', '/', 'wir', 'Bauers-Leute', 'seyn', 'der', 'harten', 'Steine', 'nicht', 'gewohnt', '/', 'wir', 'gehen', 'lieber', 'auff', 'dem', 'Lande', 'da', 'es', 'weich', 'ist', '.']"
110,,,,,,,CE,negativ,25466,CATMA_4921CD8C-EACA-451B-8CB3-61F02D567DEA,27,Emotionen der Ablehnung,negativ,25322,Ärger,"Wo ich mich stosse / so darff mir mein Mann hinte nicht nahe kommen / sonst wird meine Hand und sein Kopff schrecklich mit einander Barstutzen.
","['Wo', 'ich', 'mich', 'stosse', '/', 'so', 'darff', 'mir', 'mein', 'Mann', 'hinte', 'nicht', 'nahe', 'kommen', '/', 'sonst', 'wird', 'meine', 'Hand', 'und', 'sein', 'Kopff', 'schrecklich', 'mit', 'einander', 'Barstutzen', '.']"
111,puse,,,,,,CE,negativ,25608,CATMA_882EF660-310D-4DA2-A1C2-C3510E6847DE,27,Emotionen der Ablehnung,negativ,25473,Ärger,"O was wolt ihr machen / wo die Narren voll seyn / so verstehen sie keine vExiRERey / sie dencken flugs / sie sollen wieder zuschlagen.
","['O', 'was', 'wolt', 'ihr', 'machen', '/', 'wo', 'die', 'Narren', 'voll', 'seyn', '/', 'so', 'verstehen', 'sie', 'keine', 'vExiRERey', '/', 'sie', 'dencken', 'flugs', '/', 'sie', 'sollen', 'wieder', 'zuschlagen', '.']"
112,lars,,ebbe,,,,CE,negativ,26808,CATMA_23FFAFB9-D04A-45D3-8E2B-74B4237E4B0A,18,Emotionen der Ablehnung,negativ,26726,Ärger,"Ey was hudeln wir uns um deinen guten Abend / ein andermahl komm / wenns Tag ist.
","['Ey', 'was', 'hudeln', 'wir', 'uns', 'um', 'deinen', 'guten', 'Abend', '/', 'ein', 'andermahl', 'komm', '/', 'wenns', 'Tag', 'ist', '.']"
113,lars,,ebbe,,,,CE,negativ,26958,CATMA_97C64077-D4BB-4852-B90A-C7EF63308C70,19,Emotionen der Ablehnung,negativ,26858,Ärger,"Seyd doch gebeten und bleibt draussen / die Gaste die wir gerne sehen / die müssen zeitlich kommen.
","['Seyd', 'doch', 'gebeten', 'und', 'bleibt', 'draussen', '/', 'die', 'Gaste', 'die', 'wir', 'gerne', 'sehen', '/', 'die', 'müssen', 'zeitlich', 'kommen', '.']"
114,,,,,,,CE,negativ,27105,CATMA_23832D71-40C9-4834-96A5-ABF263F92A44,15,Emotionen der Ablehnung,negativ,27029,Ärger,"Ich habe wohl eine Kunst davor / daß dir das Klopffen soll verboten werden.
","['Ich', 'habe', 'wohl', 'eine', 'Kunst', 'davor', '/', 'daß', 'dir', 'das', 'Klopffen', 'soll', 'verboten', 'werden', '.']"
115,lars,,,,,,CE,negativ,27449,CATMA_7B739B65-EB64-4517-BEED-9458D24A38A4,6,Emotionen der Ablehnung,negativ,27423,Ärger,"Wer kommt denn nu wieder?
","['Wer', 'kommt', 'denn', 'nu', 'wieder', '?']"
116,,,,,,,CE,positiv,27729,CATMA_58647862-3939-4A12-8999-374F89538D07,24,Emotionen der Zuneigung,positiv,27607,Liebe,"er weiß gewiß nicht /was ehliche Liebe vor Gewalt hat / wäre mein Mann nicht drinne / ich wolte nicht viel Wesens machen.
","['er', 'weiß', 'gewiß', 'nicht', '/was', 'ehliche', 'Liebe', 'vor', 'Gewalt', 'hat', '/', 'wäre', 'mein', 'Mann', 'nicht', 'drinne', '/', 'ich', 'wolte', 'nicht', 'viel', 'Wesens', 'machen', '.']"
117,,,,,,,CE,negativ,27858,CATMA_DB7792F6-F5D1-4DCD-944F-6146E82D4893,17,Emotionen der Ablehnung,negativ,27780,Ärger,"So muß ich gleichwohl sehen / wer mir das Hauß sturmen will. Wer hat gepocht?
","['So', 'muß', 'ich', 'gleichwohl', 'sehen', '/', 'wer', 'mir', 'das', 'Hauß', 'sturmen', 'will', '.', 'Wer', 'hat', 'gepocht', '?']"
118,lars,,,,,,CE,negativ,28078,CATMA_D24574EE-AD33-4FEC-8A13-AD0DE5E38DC2,20,Emotionen der Ablehnung,negativ,27966,Ärger,"Ihr vollen Bestien / habt ihr euch anderswo einen Rausch gesoffen / so last euch auch das Nacht-Quartier geben.
","['Ihr', 'vollen', 'Bestien', '/', 'habt', 'ihr', 'euch', 'anderswo', 'einen', 'Rausch', 'gesoffen', '/', 'so', 'last', 'euch', 'auch', 'das', 'Nacht-Quartier', 'geben', '.']"
119,,,,,,,CE,negativ,28380,CATMA_89D799BE-44EA-4B6B-956D-5110C2FFD235,44,Emotionen der Ablehnung,negativ,28175,Ärger,"O ich kenne viel Raabenaßer / die sich einen Rausch trincken / der 8. Tage nach einander wahrt / drum packet euch fort / ehe ich böse werde / wenn mir die Lauß über die Leber laufft / so werd ich grimmig.
","['O', 'ich', 'kenne', 'viel', 'Raabenaßer', '/', 'die', 'sich', 'einen', 'Rausch', 'trincken', '/', 'der', '8', '.', 'Tage', 'nach', 'einander', 'wahrt', '/', 'drum', 'packet', 'euch', 'fort', '/', 'ehe', 'ich', 'böse', 'werde', '/', 'wenn', 'mir', 'die', 'Lauß', 'über', 'die', 'Leber', 'laufft', '/', 'so', 'werd', 'ich', 'grimmig', '.']"
120,,,,,,,CE,negativ,28461,CATMA_10AE2B06-AB88-4784-B3FB-C2E8180C107B,15,Emotionen der Angst,negativ,28387,Angst,Und wenn mir ein Floch in die Hertzgrube hopffet / so wird mir ängstlich. ,"['Und', 'wenn', 'mir', 'ein', 'Floch', 'in', 'die', 'Hertzgrube', 'hopffet', '/', 'so', 'wird', 'mir', 'ängstlich', '.']"
121,,,,,,,CE,negativ,28771,CATMA_824463B8-84D3-4752-B76C-373D78F419CE,28,Emotionen der Ablehnung,negativ,28644,Ärger,"Ich kan nicht da stehen / und meine Sachen versäumen / da geht in die Gasse dort nüber / da redet so lange biß ihr satt habet.
","['Ich', 'kan', 'nicht', 'da', 'stehen', '/', 'und', 'meine', 'Sachen', 'versäumen', '/', 'da', 'geht', 'in', 'die', 'Gasse', 'dort', 'nüber', '/', 'da', 'redet', 'so', 'lange', 'biß', 'ihr', 'satt', 'habet', '.']"
122,,,,,,,CE,negativ,30085,CATMA_555E6D8E-8B69-4E01-880A-450C5976EB82,16,Emotionen der Ablehnung,negativ,30010,Ärger,"Ich halte es schlagt mich jemand / wer bistu / eh ich dich wieder schlage?
","['Ich', 'halte', 'es', 'schlagt', 'mich', 'jemand', '/', 'wer', 'bistu', '/', 'eh', 'ich', 'dich', 'wieder', 'schlage', '?']"
123,ebbe,,,,,,CE,negativ,30198,CATMA_0C285F4B-96AD-4B2F-84BD-649F30B0E503,20,Emotionen der Ablehnung,negativ,30092,Ärger,"O du Raaben-Mann / hastu dein Lebtage keine Maultasche von der Frau kriegt? Daß dirs so frembde vorkommt?
","['O', 'du', 'Raaben-Mann', '/', 'hastu', 'dein', 'Lebtage', 'keine', 'Maultasche', 'von', 'der', 'Frau', 'kriegt', '?', 'Daß', 'dirs', 'so', 'frembde', 'vorkommt', '?']"
124,krix,,,,,,CE,Emotionale Bewegtheit,30233,CATMA_84928096-19EA-47D3-973B-6B1C781C3461,9,Emotionale Bewegtheit,Emotionale Bewegtheit,30205,Emotionale Bewegtheit,"Je / so / so / Frau bistus?
","['Je', '/', 'so', '/', 'so', '/', 'Frau', 'bistus', '?']"
125,,,,,,,CE,negativ,30409,CATMA_F5C61CEF-F6C9-41A0-A420-0B727897D8B1,35,Emotionen der Ablehnung,negativ,30240,Ärger,"Und du verlauffner Schelme bistus? Hab ich das an unsern Weitze zum besten / daß ich biß in die sinckende Nacht rümlauffen muß / ehe ich weiß / wo ich dich finden soll?
","['Und', 'du', 'verlauffner', 'Schelme', 'bistus', '?', 'Hab', 'ich', 'das', 'an', 'unsern', 'Weitze', 'zum', 'besten', '/', 'daß', 'ich', 'biß', 'in', 'die', 'sinckende', 'Nacht', 'rümlauffen', 'muß', '/', 'ehe', 'ich', 'weiß', '/', 'wo', 'ich', 'dich', 'finden', 'soll', '?']"
126,,,,,,,CE,negativ,30618,CATMA_68CB9A60-0DF7-435F-9DB3-D3ACB5C261E7,43,Emotionen der Ablehnung,negativ,30416,Ärger,"Frau / es ist dein Glücke / daß ich die letzte Kanne habe vor mir stehen lassen / warte nur biß ich nein gehe / und noch einmahl trincke / da solstu sehn / wie ein voller Mann seine Frau züchtigen kan.
","['Frau', '/', 'es', 'ist', 'dein', 'Glücke', '/', 'daß', 'ich', 'die', 'letzte', 'Kanne', 'habe', 'vor', 'mir', 'stehen', 'lassen', '/', 'warte', 'nur', 'biß', 'ich', 'nein', 'gehe', '/', 'und', 'noch', 'einmahl', 'trincke', '/', 'da', 'solstu', 'sehn', '/', 'wie', 'ein', 'voller', 'Mann', 'seine', 'Frau', 'züchtigen', 'kan', '.']"
127,gosch,,,,,,CE,negativ,31645,CATMA_BE21419A-B0D6-44C7-835C-700AAB16EC8E,29,Emotionen der Ablehnung,negativ,31496,Ärger,"iHr Elementschen Leute / wüst ihr nicht / daß wir Wein getruncken haben / wo sich jemand an unsern Gespahn vergreifft / so brechen wir ihm den Halß.
","['iHr', 'Elementschen', 'Leute', '/', 'wüst', 'ihr', 'nicht', '/', 'daß', 'wir', 'Wein', 'getruncken', 'haben', '/', 'wo', 'sich', 'jemand', 'an', 'unsern', 'Gespahn', 'vergreifft', '/', 'so', 'brechen', 'wir', 'ihm', 'den', 'Halß', '.']"
128,puse,,,,,,CE,negativ,32015,CATMA_EE5FA32E-AC08-4265-8F16-F3FCC82F1BC5,22,Emotionen der Ablehnung,negativ,31903,Ärger,"Ey höre doch / die Arbeit ist einen Schelmen verdingt / wer heist dich biß in die sinckende Nacht Wein sauffen?
","['Ey', 'höre', 'doch', '/', 'die', 'Arbeit', 'ist', 'einen', 'Schelmen', 'verdingt', '/', 'wer', 'heist', 'dich', 'biß', 'in', 'die', 'sinckende', 'Nacht', 'Wein', 'sauffen', '?']"
129,gosch,,,,,,CE,Emotionale Bewegtheit,32139,CATMA_C23FAEC7-373E-4B31-AE6F-6F9B77897EF5,24,Emotionale Bewegtheit,Emotionale Bewegtheit,32023,Emotionale Bewegtheit,"Nachbar Clas / es ist ein Wunder-Zeichen / es geht ein Gespenste auff der Gasse rüm / das sieht aus wie meine Frau.
","['Nachbar', 'Clas', '/', 'es', 'ist', 'ein', 'Wunder-Zeichen', '/', 'es', 'geht', 'ein', 'Gespenste', 'auff', 'der', 'Gasse', 'rüm', '/', 'das', 'sieht', 'aus', 'wie', 'meine', 'Frau', '.']"
130,,,,,,,CE,Emotionale Bewegtheit,32261,CATMA_2446B5FA-AA62-448F-9639-6C51A9F93C90,25,Emotionale Bewegtheit,Emotionale Bewegtheit,32146,Emotionale Bewegtheit,"Ich halte wo ich zu tieff ins Wesen komme / so krieg ich auch ein Gespenste zu sehn / das meiner Frau ähnlich ist.
","['Ich', 'halte', 'wo', 'ich', 'zu', 'tieff', 'ins', 'Wesen', 'komme', '/', 'so', 'krieg', 'ich', 'auch', 'ein', 'Gespenste', 'zu', 'sehn', '/', 'das', 'meiner', 'Frau', 'ähnlich', 'ist', '.']"
131,brütte,,,,,,CE,negativ,32330,CATMA_A5C03374-5555-4CE2-A7AF-1FBBB6785FC1,16,Emotionen der Ablehnung,negativ,32270,Ärger,"Ja / ja / du solsts zu sehen kriegen; He! was denckstu nun?
","['Ja', '/', 'ja', '/', 'du', 'solsts', 'zu', 'sehen', 'kriegen', ';', 'He', '!', 'was', 'denckstu', 'nun', '?']"
132,brütte,,,,,,CE,negativ,32547,CATMA_BFBE2037-2C4B-4F53-8D05-7938E08AE16D,18,Emotionen der Ablehnung,negativ,32455,Ärger,"Und hattestu dich am Tage nicht versteckt / so dürffte dich die Frau am Abend nicht suchen.
","['Und', 'hattestu', 'dich', 'am', 'Tage', 'nicht', 'versteckt', '/', 'so', 'dürffte', 'dich', 'die', 'Frau', 'am', 'Abend', 'nicht', 'suchen', '.']"
133,,,,,,,CE,negativ,32788,CATMA_5C5EAE44-3683-4C8F-B937-8929FA7D1117,44,Emotionen der Ablehnung,negativ,32555,Ärger,"Es ist doch nicht recht / daß einen die Weiber ins Wein-Hauß nachkommen / wir haben bey einander gesessen / als ehrliche Leute / und was haben wir von unser Arbeit / wenn wir nicht einmahl den Staub aus der Gurgel schweiffen sollen.
","['Es', 'ist', 'doch', 'nicht', 'recht', '/', 'daß', 'einen', 'die', 'Weiber', 'ins', 'Wein-Hauß', 'nachkommen', '/', 'wir', 'haben', 'bey', 'einander', 'gesessen', '/', 'als', 'ehrliche', 'Leute', '/', 'und', 'was', 'haben', 'wir', 'von', 'unser', 'Arbeit', '/', 'wenn', 'wir', 'nicht', 'einmahl', 'den', 'Staub', 'aus', 'der', 'Gurgel', 'schweiffen', 'sollen', '.']"
134,,,,,,,CE,negativ,33387,CATMA_134C7151-02A1-4A36-8A5D-4FBDEF5EA55E,20,Emotionen der Ablehnung,negativ,33291,Ärger,"Ey / was soll mich die Frau hofemeistern / was ich versauffe / das ist mein Blut sauer Schweiß.
","['Ey', '/', 'was', 'soll', 'mich', 'die', 'Frau', 'hofemeistern', '/', 'was', 'ich', 'versauffe', '/', 'das', 'ist', 'mein', 'Blut', 'sauer', 'Schweiß', '.']"
135,,,brütte,,,,CE,negativ,33492,CATMA_BBC2D52D-96B9-4C3D-9C4C-5ECDC0958276,20,Emotionen der Ablehnung,negativ,33394,Ärger,"Und was ich versauffe / das geht von den Meinigen / ich soll noch den ersten Heller dazu stehlen.
","['Und', 'was', 'ich', 'versauffe', '/', 'das', 'geht', 'von', 'den', 'Meinigen', '/', 'ich', 'soll', 'noch', 'den', 'ersten', 'Heller', 'dazu', 'stehlen', '.']"
136,,,,,,,CE,positiv,33715,CATMA_8BC7021D-3A95-47FC-B5DB-F19B8A3739AC,16,Emotionen der Zuneigung,positiv,33636,Liebe,Höre mein Eh-Schatz / du bist mir doch mit Leib und Seele ans Hertze gewachsen.,"['Höre', 'mein', 'Eh-Schatz', '/', 'du', 'bist', 'mir', 'doch', 'mit', 'Leib', 'und', 'Seele', 'ans', 'Hertze', 'gewachsen', '.']"
137,ebbe,,,,,,CE,positiv,33855,CATMA_EB60AB8D-8333-48A7-A022-5C56B13B908A,18,Emotionen der Freude,positiv,33776,Schadenfreude,Ja ja / komm nur komm / du solst morgen dein Fleisch und Blut im Kopffe fühlen.,"['Ja', 'ja', '/', 'komm', 'nur', 'komm', '/', 'du', 'solst', 'morgen', 'dein', 'Fleisch', 'und', 'Blut', 'im', 'Kopffe', 'fühlen', '.']"
138,puse,,gosch,,,,CE,negativ,34060,CATMA_4DD9C9E9-9B0E-40EE-BE72-579AE4A00C26,12,Emotionen der Ablehnung,negativ,34005,Ärger,"Von der Sünde wollen wir reden / wenn wir heim kommen.
","['Von', 'der', 'Sünde', 'wollen', 'wir', 'reden', '/', 'wenn', 'wir', 'heim', 'kommen', '.']"
139,,,,,,,CE,negativ,34213,CATMA_8DA42DA6-F8A1-4B4F-BB0D-85B47A3E1E97,17,Emotionen der Ablehnung,negativ,34132,Ärger,"wer weiß was mich vor ein freundlicher Narr sticht / daß du mir wieder gut bist.
","['wer', 'weiß', 'was', 'mich', 'vor', 'ein', 'freundlicher', 'Narr', 'sticht', '/', 'daß', 'du', 'mir', 'wieder', 'gut', 'bist', '.']"
