,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Emotionsbezug_falls_nötig
280,AMBRE,,AMBRE,,,,NK,negativ,143587,CATMA_497548ED-698F-41BF-ABB8-D5819FD2C5E5_6,12,Emotionen des Leids,negativ,143533,Leid,"Den ich / doch ohne Schuld / mit meinem Blutte färbe.
","['Den', 'ich', '/', 'doch', 'ohne', 'Schuld', '/', 'mit', 'meinem', 'Blutte', 'färbe', '.']",
281,AMBRE,,AMBRE,,,,NK,negativ,141302,CATMA_A57814BE-3417-4E59-ABCF-4985A0215338_0,19,Emotionen der Ablehnung,negativ,141205,Abscheu,"Des Himmels rechte Rach und eure Hülfe gönne:
Daß an dem Blutthund ich mich bald gerochen schau!
","['Des', 'Himmels', 'rechte', 'Rach', 'und', 'eure', 'Hülfe', 'gönne', ':', 'Daß', 'an', 'dem', 'Blutthund', 'ich', 'mich', 'bald', 'gerochen', 'schau', '!']",
282,AMBRE,,AMBRE,,,,NK,negativ,143127,CATMA_A57814BE-3417-4E59-ABCF-4985A0215338_1,9,Emotionen der Ablehnung,negativ,143080,Abscheu,"Die grosse Schandthat läßt
Euch reine Rache zu.","['Die', 'grosse', 'Schandthat', 'läßt', 'Euch', 'reine', 'Rache', 'zu', '.']",
283,AMBRE,,AMBRE,,,,NK,negativ,141568,CATMA_AFCC796B-89CA-4BD1-B659-B2DEFB12C166_0,30,Emotionen der Angst,negativ,141398,Verzweiflung,"Kan iede Tugend gleich sonst den Verlust erwerben /
So hilfft kein Aufstehn doch nicht nach der Keuschheit Fall /
Und Kunst hat keine Kunst / die ein erschellt Chrystall
","['Kan', 'iede', 'Tugend', 'gleich', 'sonst', 'den', 'Verlust', 'erwerben', '/', 'So', 'hilfft', 'kein', 'Aufstehn', 'doch', 'nicht', 'nach', 'der', 'Keuschheit', 'Fall', '/', 'Und', 'Kunst', 'hat', 'keine', 'Kunst', '/', 'die', 'ein', 'erschellt', 'Chrystall']",
284,AMBRE,,AMBRE,,,,NK,negativ,143641,CATMA_AFCC796B-89CA-4BD1-B659-B2DEFB12C166_1,12,Emotionen der Angst,negativ,143587,Verzweiflung,"Für Helden ists genung! Zu gutter Nacht / ich sterbe!
","['Für', 'Helden', 'ists', 'genung', '!', 'Zu', 'gutter', 'Nacht', '/', 'ich', 'sterbe', '!']",
285,,AMBRE,IBRAHIM,,,,NK,positiv,142498,CATMA_691A9A16-E27A-421E-B5AB-A1BA7E4822C4,7,Emotionen der Zuneigung,positiv,142454,Verehrung,"Der dich begierig war fußfällig anzubethen.
","['Der', 'dich', 'begierig', 'war', 'fußfällig', 'anzubethen', '.']",
286,AMBRE,,AMBRE,,,,NK,negativ,143533,CATMA_5DDBF925-2475-4D9D-B476-85C0887D0E4F,82,Emotionen der Ablehnung,negativ,143128,Abscheu,"Das Band der Treue höret

Bey Unterthanen auf / so bald ein Fürst versehret /
Durch Laster / Ehr und Zucht. So tilgt denn durch sein Blutt
Die Schmach ab / die der Hund euch auch in mir anthut!
Denn ich bin so befleckt: Daß auch mit seiner Aschen
Der Schandfleck sich nicht läßt von meinem Leibe waschen;
Den Fäul und Tod nur kan im Grabe machen rein.
Taucht diesen edlen Dolch ins Blutthunds Adern ein /
","['Das', 'Band', 'der', 'Treue', 'höret', 'Bey', 'Unterthanen', 'auf', '/', 'so', 'bald', 'ein', 'Fürst', 'versehret', '/', 'Durch', 'Laster', '/', 'Ehr', 'und', 'Zucht', '.', 'So', 'tilgt', 'denn', 'durch', 'sein', 'Blutt', 'Die', 'Schmach', 'ab', '/', 'die', 'der', 'Hund', 'euch', 'auch', 'in', 'mir', 'anthut', '!', 'Denn', 'ich', 'bin', 'so', 'befleckt', ':', 'Daß', 'auch', 'mit', 'seiner', 'Aschen', 'Der', 'Schandfleck', 'sich', 'nicht', 'läßt', 'von', 'meinem', 'Leibe', 'waschen', ';', 'Den', 'Fäul', 'und', 'Tod', 'nur', 'kan', 'im', 'Grabe', 'machen', 'rein', '.', 'Taucht', 'diesen', 'edlen', 'Dolch', 'ins', 'Blutthunds', 'Adern', 'ein', '/']",
287,MUFTI,,MUFTI,,,,NK,negativ,143707,CATMA_D7A69973-9418-4E54-A834-92897AD32005,14,Emotionen des Leids,negativ,143650,Mitleid,"Hilf Himmel! Ach mein Kind! mein Engel / und mein Trost;
","['Hilf', 'Himmel', '!', 'Ach', 'mein', 'Kind', '!', 'mein', 'Engel', '/', 'und', 'mein', 'Trost', ';']",
288,MUFTI,,MUFTI,,,,NK,negativ,144226,CATMA_911D2190-50D8-448B-8F36-7FA2721078B5,116,Emotionen der Angst,negativ,143650,Verzweiflung,"Hilf Himmel! Ach mein Kind! mein Engel / und mein Trost;
Hat das Verhängnüß sich so gar auf mich erboßt;
Daß mir mein Ancker muß zur Schiffbruchs-Klippe werden?
Scharrt mit der Todten mich lebendig in die Erden;
Weil mir das Leben doch nur einen Tod gibt ab /
Und ieder Athem lächst nach Freyheit in das Grab.
Gewiß der Sultan läßt mich nur zur Marter leben /
Auß Gunst und Sanftmuth nicht. Die Ertz-Tyrannen heben
Durch Aufschub unsers Tods uns doch zu langer Kwal
Und strenger Marter auf. Nimm diesen heilgen Stahl /
Und stoß ihn / Mufti / dir nun auch in Brunn des Lebens.
","['Hilf', 'Himmel', '!', 'Ach', 'mein', 'Kind', '!', 'mein', 'Engel', '/', 'und', 'mein', 'Trost', ';', 'Hat', 'das', 'Verhängnüß', 'sich', 'so', 'gar', 'auf', 'mich', 'erboßt', ';', 'Daß', 'mir', 'mein', 'Ancker', 'muß', 'zur', 'Schiffbruchs-Klippe', 'werden', '?', 'Scharrt', 'mit', 'der', 'Todten', 'mich', 'lebendig', 'in', 'die', 'Erden', ';', 'Weil', 'mir', 'das', 'Leben', 'doch', 'nur', 'einen', 'Tod', 'gibt', 'ab', '/', 'Und', 'ieder', 'Athem', 'lächst', 'nach', 'Freyheit', 'in', 'das', 'Grab', '.', 'Gewiß', 'der', 'Sultan', 'läßt', 'mich', 'nur', 'zur', 'Marter', 'leben', '/', 'Auß', 'Gunst', 'und', 'Sanftmuth', 'nicht', '.', 'Die', 'Ertz-Tyrannen', 'heben', 'Durch', 'Aufschub', 'unsers', 'Tods', 'uns', 'doch', 'zu', 'langer', 'Kwal', 'Und', 'strenger', 'Marter', 'auf', '.', 'Nimm', 'diesen', 'heilgen', 'Stahl', '/', 'Und', 'stoß', 'ihn', '/', 'Mufti', '/', 'dir', 'nun', 'auch', 'in', 'Brunn', 'des', 'Lebens', '.']",
289,MUFTI,,MUFTI,,,,NK,negativ,144350,CATMA_11DDDF98-0365-49D8-A3E0-2C264B40B5CD,13,Emotionen der Angst,negativ,144270,Verzweiflung,"Ihr wehret dem vergebens
Das Sterben / dessen Tod selbst das Verhängnüß schleust","['Ihr', 'wehret', 'dem', 'vergebens', 'Das', 'Sterben', '/', 'dessen', 'Tod', 'selbst', 'das', 'Verhängnüß', 'schleust']",
290,KIUPERLI,,KIUPERLI,,,,NK,negativ,144628,CATMA_4E574D30-E698-45BE-8365-4F4857E432D5,51,Emotionen der Ablehnung,negativ,144364,Abscheu,"Der steckt voll Aberwitz / der Gall und Leid außgeust
Auf seinen eignen Halß / und Feind und Hencker schonet.
Mit Dolch und Stricke sol das Unthier seyn belohnet /
Das dieses Leid uns schafft. Weil er durch diese That
An deiner Tochter nur den Halß verwürget hat.
","['Der', 'steckt', 'voll', 'Aberwitz', '/', 'der', 'Gall', 'und', 'Leid', 'außgeust', 'Auf', 'seinen', 'eignen', 'Halß', '/', 'und', 'Feind', 'und', 'Hencker', 'schonet', '.', 'Mit', 'Dolch', 'und', 'Stricke', 'sol', 'das', 'Unthier', 'seyn', 'belohnet', '/', 'Das', 'dieses', 'Leid', 'uns', 'schafft', '.', 'Weil', 'er', 'durch', 'diese', 'That', 'An', 'deiner', 'Tochter', 'nur', 'den', 'Halß', 'verwürget', 'hat', '.']",
291,MEHEMET,,MEHEMET,,,,NK,negativ,145176,CATMA_3BDDA7B0-FFB3-4527-A2C9-203D91DA67A4_0,97,Emotionen der Ablehnung,negativ,144639,Abscheu,"Mein Rath ist auch: daß man das Messer auf ihn wetze /
Fürst Mahumed hat schon versiegelt diß Gesetze
Durch seines Sohnes Blutt; als Mustafa verdient
Den Geist am Strang außbließ /130

 nachdem er sich erkühnt /
Des Bassen Achmets Weib auß toller Brunst zu schänden.
Und der sol ungestrafft ans Mufti Tochter enden
Den Muthwilln seiner Brunst / die Büssung seiner Lust?
Ja ihm sein Müthlein kühln / wenn er so reine Brust
Mit seiner Schandthat schwärtzt. Sich kützeln in Gedancken:
Daß er die Tugend siht in Angst-erfüllten Schrancken /
","['Mein', 'Rath', 'ist', 'auch', ':', 'daß', 'man', 'das', 'Messer', 'auf', 'ihn', 'wetze', '/', 'Fürst', 'Mahumed', 'hat', 'schon', 'versiegelt', 'diß', 'Gesetze', 'Durch', 'seines', 'Sohnes', 'Blutt', ';', 'als', 'Mustafa', 'verdient', 'Den', 'Geist', 'am', 'Strang', 'außbließ', '/130', 'nachdem', 'er', 'sich', 'erkühnt', '/', 'Des', 'Bassen', 'Achmets', 'Weib', 'auß', 'toller', 'Brunst', 'zu', 'schänden', '.', 'Und', 'der', 'sol', 'ungestrafft', 'ans', 'Mufti', 'Tochter', 'enden', 'Den', 'Muthwilln', 'seiner', 'Brunst', '/', 'die', 'Büssung', 'seiner', 'Lust', '?', 'Ja', 'ihm', 'sein', 'Müthlein', 'kühln', '/', 'wenn', 'er', 'so', 'reine', 'Brust', 'Mit', 'seiner', 'Schandthat', 'schwärtzt', '.', 'Sich', 'kützeln', 'in', 'Gedancken', ':', 'Daß', 'er', 'die', 'Tugend', 'siht', 'in', 'Angst-erfüllten', 'Schrancken', '/']",
292,MEHEMET,,MEHEMET,,,,NK,negativ,145226,CATMA_3BDDA7B0-FFB3-4527-A2C9-203D91DA67A4_1,11,Emotionen der Ablehnung,negativ,145177,Abscheu,"Die Boßheit in der Blüth und auf den Rosen gehn?
","['Die', 'Boßheit', 'in', 'der', 'Blüth', 'und', 'auf', 'den', 'Rosen', 'gehn', '?']",
293,MEHEMET,,MEHEMET,,,,NK,negativ,145834,CATMA_3BDDA7B0-FFB3-4527-A2C9-203D91DA67A4_2,64,Emotionen der Ablehnung,negativ,145493,Abscheu,"Den itzt der Schmertz verwirrt / nach erstem Sturme lehren:
Daß: da wir die Gewalt des Unglücks gleich verstören /
Durch eigenhändgen Tod / der Tyranney entflihn /
Wir bösen Nachruhm doch uns in das Grab nachzihn /
Dem Himmel für die Gunst des Lebens Undanck geben;
Ja daß der / welcher nicht kan unglückseelig leben /
Nur unglückselig sey.
","['Den', 'itzt', 'der', 'Schmertz', 'verwirrt', '/', 'nach', 'erstem', 'Sturme', 'lehren', ':', 'Daß', ':', 'da', 'wir', 'die', 'Gewalt', 'des', 'Unglücks', 'gleich', 'verstören', '/', 'Durch', 'eigenhändgen', 'Tod', '/', 'der', 'Tyranney', 'entflihn', '/', 'Wir', 'bösen', 'Nachruhm', 'doch', 'uns', 'in', 'das', 'Grab', 'nachzihn', '/', 'Dem', 'Himmel', 'für', 'die', 'Gunst', 'des', 'Lebens', 'Undanck', 'geben', ';', 'Ja', 'daß', 'der', '/', 'welcher', 'nicht', 'kan', 'unglückseelig', 'leben', '/', 'Nur', 'unglückselig', 'sey', '.']",
294,MUFTI,,MUFTI,,,,NK,negativ,146139,CATMA_8AC86932-6386-48C1-8B35-DDC2394C2CDB,38,Emotionen der Angst,negativ,145951,Verzweiflung,"Doch / wie bald kan der fehlen /
Der seine Menge nicht des Elends weiß zu zehlen?
Ein Amboß-hartes Hertz wird weich und krumm bewegt /
Auf das so oft und sehr des Unglücks Hammer schlägt.
","['Doch', '/', 'wie', 'bald', 'kan', 'der', 'fehlen', '/', 'Der', 'seine', 'Menge', 'nicht', 'des', 'Elends', 'weiß', 'zu', 'zehlen', '?', 'Ein', 'Amboß-hartes', 'Hertz', 'wird', 'weich', 'und', 'krumm', 'bewegt', '/', 'Auf', 'das', 'so', 'oft', 'und', 'sehr', 'des', 'Unglücks', 'Hammer', 'schlägt', '.']",
295,,BECTAS,IBRAHIM,,,,NK,positiv,146438,CATMA_9A59ED38-ECE1-4036-97E2-05C9C461A46E,17,Emotionen der Zuneigung,positiv,146334,Lust,"Nimms Merckmal seiner Lust
Das Gold-gestückte Tuch / das er zum Liebes-Zeichen
Der Aermsten schickte zu.","['Nimms', 'Merckmal', 'seiner', 'Lust', 'Das', 'Gold-gestückte', 'Tuch', '/', 'das', 'er', 'zum', 'Liebes-Zeichen', 'Der', 'Aermsten', 'schickte', 'zu', '.']",
296,BECTAS,,BECTAS,,,,NK,negativ,146518,CATMA_AC9A8FD0-6F9F-4687-B048-D8AF716F0C6C,18,Emotionen der Ablehnung,negativ,146439,Abscheu,"An dem sol er erbleichen!
Ich schwer es! wo kein Fall das Leben mir verkürtzt.
","['An', 'dem', 'sol', 'er', 'erbleichen', '!', 'Ich', 'schwer', 'es', '!', 'wo', 'kein', 'Fall', 'das', 'Leben', 'mir', 'verkürtzt', '.']",
297,,MUFTI,KIOSEM,,,,NK,negativ,147449,CATMA_76573041-05CC-4BF2-811F-6F616147ADC8,67,Emotionen der Ablehnung,negativ,147092,Abscheu,"Glaubt: daß die Mütter mehr / als Schlang und Spinnen / hassen /

Die die Verletzung reitzt. Sie kehrn in Gall und Gift
Die süsse Mutter-Milch. Ihr Eyver übertrifft
Im Munde Natter-Zähn / in den ergrimmten Augen
Der Basilißken Blitz. Die ärgsten Drachen taugen
So wohl zur Rache nicht in unversöhnbarn Rath /
Als wenn sich eine Taub' erboost entrüstet hat.
","['Glaubt', ':', 'daß', 'die', 'Mütter', 'mehr', '/', 'als', 'Schlang', 'und', 'Spinnen', '/', 'hassen', '/', 'Die', 'die', 'Verletzung', 'reitzt', '.', 'Sie', 'kehrn', 'in', 'Gall', 'und', 'Gift', 'Die', 'süsse', 'Mutter-Milch', '.', 'Ihr', 'Eyver', 'übertrifft', 'Im', 'Munde', 'Natter-Zähn', '/', 'in', 'den', 'ergrimmten', 'Augen', 'Der', 'Basilißken', 'Blitz', '.', 'Die', 'ärgsten', 'Drachen', 'taugen', 'So', 'wohl', 'zur', 'Rache', 'nicht', 'in', 'unversöhnbarn', 'Rath', '/', 'Als', 'wenn', 'sich', 'eine', 'Taub', ""'"", 'erboost', 'entrüstet', 'hat', '.']",
298,unbekannt,,unbekannt,,,,NK,negativ,149299,CATMA_7EC98305-65F6-4CB3-8E87-989DCC6C7A28,46,Emotionen des Leids,negativ,149064,Leid,"Ich selbst muß in der Gruft bestürtzt erfahren:
Daß Affen grimmiger als edle Löwen sind;
Daß wenn Gewalt und Aberwitz sich paaren;
Ihr Grimm mehr Mord / als klugen Eyfer spinnt.
Es kränckt mich Todten noch / und meinen Schatten reuet:
","['Ich', 'selbst', 'muß', 'in', 'der', 'Gruft', 'bestürtzt', 'erfahren', ':', 'Daß', 'Affen', 'grimmiger', 'als', 'edle', 'Löwen', 'sind', ';', 'Daß', 'wenn', 'Gewalt', 'und', 'Aberwitz', 'sich', 'paaren', ';', 'Ihr', 'Grimm', 'mehr', 'Mord', '/', 'als', 'klugen', 'Eyfer', 'spinnt', '.', 'Es', 'kränckt', 'mich', 'Todten', 'noch', '/', 'und', 'meinen', 'Schatten', 'reuet', ':']",
299,,unbekannt,IBRAHIM,,,,NK,positiv,151568,CATMA_A56E4551-BEEC-4459-BCD9-72000B518BE8,16,Emotionen der Zuneigung,positiv,151482,Liebe,"Dein Wolthun heckt in seinem Hertzen Rache /
Weil alles Oel der Liebe längst verzehrt.","['Dein', 'Wolthun', 'heckt', 'in', 'seinem', 'Hertzen', 'Rache', '/', 'Weil', 'alles', 'Oel', 'der', 'Liebe', 'längst', 'verzehrt', '.']",
300,unbekannt,,unbekannt,,,,NK,negativ,151686,CATMA_153D5DAD-5B31-467B-990F-8A244F7A2C07,22,Emotionen der Angst,negativ,151569,Angst,"Fleuch! Mutter / fleuch! eh du des Sohnes Schwerdt must färben.
Denn Vorsicht schaffet Ruh / die Sicherheit Verderben","['Fleuch', '!', 'Mutter', '/', 'fleuch', '!', 'eh', 'du', 'des', 'Sohnes', 'Schwerdt', 'must', 'färben', '.', 'Denn', 'Vorsicht', 'schaffet', 'Ruh', '/', 'die', 'Sicherheit', 'Verderben']",
301,KIOSEM,,KIOSEM,,,,NK,positiv,151722,CATMA_F65523EA-737C-4B45-8E9B-BEB679CE560A,6,Emotionen der Zuneigung,positiv,151698,Liebe,Mein Kind! mein Amurath!,"['Mein', 'Kind', '!', 'mein', 'Amurath', '!']",
302,KIOSEM,,KIOSEM,,,,NK,negativ,153174,CATMA_74AB62D7-2EFA-41B1-9DF5-0CAB97754C44,278,Emotionen des Leids,negativ,151723,Leid,"halt! ach / wo fleuchstu hin?
Halt! ach! was fleuchstu mich? wie? oder wird mein Sinn
Durch einen Traum verrückt und durch Gespenst erschrecket?
Wie / oder hat die Gunst des Himmels mir entdecket
Vorstehende Gefahr? hat mein hertzliebstes Kind /
Umb den noch ieden Tag die Thrän aufs Antlitz rinnt /
Auß Liebe / welche noch in Sarch und Asche glimmet /
Umb was Verhängnüß/ Sohn und Zeit auf mich bestimmet /
Mir zu eröfnen / sich auß seiner Gruft gemacht?
Ach Himmel! kan kein Tag bey Hofe zugebracht
Nicht ohne Zittern seyn? und ohne Furcht verschwinden?
Ist hier kein Rosen-Blat nicht ohne Dorn zu finden?
Muß iede Perle sich in Thränen-Tropfen kehrn?
Ja iede Morgenröth uns eine Nacht gebährn /

Die schwartz von Schrecken ist? Muß unter güldnen Decken
Sich stets der Sorgen-Wurm / die Kummer-Mutte hecken /
Die Seel und Marck außnagt? Ja seit des Glückes Rad
Bald hoch / bald niedrig mich herumbgeweltzet hat;
Hat mein gantz kringlicht Haupt der Wahnwitz gantz verwirret:
Daß es kaum noch versteht dem Vogel / der gekirret
Mit schönen Beeren wird / sey Tod und Strick gestellt.
Der Gunst-Strahl / der auf mich vons Sultans Augen fällt /
Wil mich ein Sterbe-Licht und Todten-Fackel deuchten /
Die mir Lebendigen voran zu Grabe leuchten.
So tieff bin ich gefalln! So gehts; wer in die Luft
Legt Schlösser in den Grund / der baut in tiefster Kluft
Ihm Fall-Brück und Verderb. Ach! Kiosem / itzt lerne:
Der Erde Sonnen sind Irrlichter / keine Sterne.
","['halt', '!', 'ach', '/', 'wo', 'fleuchstu', 'hin', '?', 'Halt', '!', 'ach', '!', 'was', 'fleuchstu', 'mich', '?', 'wie', '?', 'oder', 'wird', 'mein', 'Sinn', 'Durch', 'einen', 'Traum', 'verrückt', 'und', 'durch', 'Gespenst', 'erschrecket', '?', 'Wie', '/', 'oder', 'hat', 'die', 'Gunst', 'des', 'Himmels', 'mir', 'entdecket', 'Vorstehende', 'Gefahr', '?', 'hat', 'mein', 'hertzliebstes', 'Kind', '/', 'Umb', 'den', 'noch', 'ieden', 'Tag', 'die', 'Thrän', 'aufs', 'Antlitz', 'rinnt', '/', 'Auß', 'Liebe', '/', 'welche', 'noch', 'in', 'Sarch', 'und', 'Asche', 'glimmet', '/', 'Umb', 'was', 'Verhängnüß/', 'Sohn', 'und', 'Zeit', 'auf', 'mich', 'bestimmet', '/', 'Mir', 'zu', 'eröfnen', '/', 'sich', 'auß', 'seiner', 'Gruft', 'gemacht', '?', 'Ach', 'Himmel', '!', 'kan', 'kein', 'Tag', 'bey', 'Hofe', 'zugebracht', 'Nicht', 'ohne', 'Zittern', 'seyn', '?', 'und', 'ohne', 'Furcht', 'verschwinden', '?', 'Ist', 'hier', 'kein', 'Rosen-Blat', 'nicht', 'ohne', 'Dorn', 'zu', 'finden', '?', 'Muß', 'iede', 'Perle', 'sich', 'in', 'Thränen-Tropfen', 'kehrn', '?', 'Ja', 'iede', 'Morgenröth', 'uns', 'eine', 'Nacht', 'gebährn', '/', 'Die', 'schwartz', 'von', 'Schrecken', 'ist', '?', 'Muß', 'unter', 'güldnen', 'Decken', 'Sich', 'stets', 'der', 'Sorgen-Wurm', '/', 'die', 'Kummer-Mutte', 'hecken', '/', 'Die', 'Seel', 'und', 'Marck', 'außnagt', '?', 'Ja', 'seit', 'des', 'Glückes', 'Rad', 'Bald', 'hoch', '/', 'bald', 'niedrig', 'mich', 'herumbgeweltzet', 'hat', ';', 'Hat', 'mein', 'gantz', 'kringlicht', 'Haupt', 'der', 'Wahnwitz', 'gantz', 'verwirret', ':', 'Daß', 'es', 'kaum', 'noch', 'versteht', 'dem', 'Vogel', '/', 'der', 'gekirret', 'Mit', 'schönen', 'Beeren', 'wird', '/', 'sey', 'Tod', 'und', 'Strick', 'gestellt', '.', 'Der', 'Gunst-Strahl', '/', 'der', 'auf', 'mich', 'vons', 'Sultans', 'Augen', 'fällt', '/', 'Wil', 'mich', 'ein', 'Sterbe-Licht', 'und', 'Todten-Fackel', 'deuchten', '/', 'Die', 'mir', 'Lebendigen', 'voran', 'zu', 'Grabe', 'leuchten', '.', 'So', 'tieff', 'bin', 'ich', 'gefalln', '!', 'So', 'gehts', ';', 'wer', 'in', 'die', 'Luft', 'Legt', 'Schlösser', 'in', 'den', 'Grund', '/', 'der', 'baut', 'in', 'tiefster', 'Kluft', 'Ihm', 'Fall-Brück', 'und', 'Verderb', '.', 'Ach', '!', 'Kiosem', '/', 'itzt', 'lerne', ':', 'Der', 'Erde', 'Sonnen', 'sind', 'Irrlichter', '/', 'keine', 'Sterne', '.']",
303,,KIOSEM,unbekannt,,,,NK,positiv,152178,CATMA_449CCAEF-A396-4AB8-B320-A3A2E66381EF,47,Emotionen der Zuneigung,positiv,151939,Liebe,"hat mein hertzliebstes Kind /
Umb den noch ieden Tag die Thrän aufs Antlitz rinnt /
Auß Liebe / welche noch in Sarch und Asche glimmet /
Umb was Verhängnüß/ Sohn und Zeit auf mich bestimmet /
Mir zu eröfnen / sich auß seiner Gruft gemacht?","['hat', 'mein', 'hertzliebstes', 'Kind', '/', 'Umb', 'den', 'noch', 'ieden', 'Tag', 'die', 'Thrän', 'aufs', 'Antlitz', 'rinnt', '/', 'Auß', 'Liebe', '/', 'welche', 'noch', 'in', 'Sarch', 'und', 'Asche', 'glimmet', '/', 'Umb', 'was', 'Verhängnüß/', 'Sohn', 'und', 'Zeit', 'auf', 'mich', 'bestimmet', '/', 'Mir', 'zu', 'eröfnen', '/', 'sich', 'auß', 'seiner', 'Gruft', 'gemacht', '?']",
304,KIOSEM,,KIOSEM,,,,NK,negativ,152279,CATMA_ED63A800-4CAE-4D17-ABEB-CB1FAE68EAA3,19,Emotionen der Angst,negativ,152179,Angst,"Ach Himmel! kan kein Tag bey Hofe zugebracht
Nicht ohne Zittern seyn? und ohne Furcht verschwinden?
","['Ach', 'Himmel', '!', 'kan', 'kein', 'Tag', 'bey', 'Hofe', 'zugebracht', 'Nicht', 'ohne', 'Zittern', 'seyn', '?', 'und', 'ohne', 'Furcht', 'verschwinden', '?']",
305,KIOSEM,,KIOSEM,,,,NK,negativ,153174,CATMA_D4CB4CA0-0F05-4E87-B6CD-F9E268E0A137,93,Emotionen der Angst,negativ,152699,Verzweiflung,"Daß es kaum noch versteht dem Vogel / der gekirret
Mit schönen Beeren wird / sey Tod und Strick gestellt.
Der Gunst-Strahl / der auf mich vons Sultans Augen fällt /
Wil mich ein Sterbe-Licht und Todten-Fackel deuchten /
Die mir Lebendigen voran zu Grabe leuchten.
So tieff bin ich gefalln! So gehts; wer in die Luft
Legt Schlösser in den Grund / der baut in tiefster Kluft
Ihm Fall-Brück und Verderb. Ach! Kiosem / itzt lerne:
Der Erde Sonnen sind Irrlichter / keine Sterne.
","['Daß', 'es', 'kaum', 'noch', 'versteht', 'dem', 'Vogel', '/', 'der', 'gekirret', 'Mit', 'schönen', 'Beeren', 'wird', '/', 'sey', 'Tod', 'und', 'Strick', 'gestellt', '.', 'Der', 'Gunst-Strahl', '/', 'der', 'auf', 'mich', 'vons', 'Sultans', 'Augen', 'fällt', '/', 'Wil', 'mich', 'ein', 'Sterbe-Licht', 'und', 'Todten-Fackel', 'deuchten', '/', 'Die', 'mir', 'Lebendigen', 'voran', 'zu', 'Grabe', 'leuchten', '.', 'So', 'tieff', 'bin', 'ich', 'gefalln', '!', 'So', 'gehts', ';', 'wer', 'in', 'die', 'Luft', 'Legt', 'Schlösser', 'in', 'den', 'Grund', '/', 'der', 'baut', 'in', 'tiefster', 'Kluft', 'Ihm', 'Fall-Brück', 'und', 'Verderb', '.', 'Ach', '!', 'Kiosem', '/', 'itzt', 'lerne', ':', 'Der', 'Erde', 'Sonnen', 'sind', 'Irrlichter', '/', 'keine', 'Sterne', '.']",
306,MUFTI,,MUFTI,,,,NK,negativ,153269,CATMA_F09FE029-7B17-4ACF-9015-0F07524ABF06,14,Emotionen des Leids,negativ,153199,Mitleid,"Wie treff ich so bestürtzt die grosse Käyserin
So still und einsam an?","['Wie', 'treff', 'ich', 'so', 'bestürtzt', 'die', 'grosse', 'Käyserin', 'So', 'still', 'und', 'einsam', 'an', '?']",
307,MUFTI,,MUFTI,,,,NK,negativ,153270,CATMA_A776227E-DC38-4E8D-8579-527C1A4E77E4,14,Emotionen des Leids,negativ,153199,Leid,"Wie treff ich so bestürtzt die grosse Käyserin
So still und einsam an?
","['Wie', 'treff', 'ich', 'so', 'bestürtzt', 'die', 'grosse', 'Käyserin', 'So', 'still', 'und', 'einsam', 'an', '?']",
308,KIOSEM,,KIOSEM,,,,NK,negativ,153425,CATMA_22A787D0-6128-4597-9BEF-A2582AEE00AC,33,Emotionen des Leids,negativ,153280,Leid,"Ach! wirf den Tittel hin /
Und dencke: daß diß nur mehr durch das Hertze schneidet /
Wenn / was man war / nicht sey / der Tittel uns bescheidet.
","['Ach', '!', 'wirf', 'den', 'Tittel', 'hin', '/', 'Und', 'dencke', ':', 'daß', 'diß', 'nur', 'mehr', 'durch', 'das', 'Hertze', 'schneidet', '/', 'Wenn', '/', 'was', 'man', 'war', '/', 'nicht', 'sey', '/', 'der', 'Tittel', 'uns', 'bescheidet', '.']",
309,MUFTI,,MUFTI,,,,NK,negativ,153752,CATMA_3B18B6B9-4458-4D01-9874-BB990CA56462,64,Emotionen des Leids,negativ,153434,Leid,"Sie lasse dieses Ach und diese Klage mir /
Den Ibrahim / der doch läßt ieden Sclaven für /
Dem gleich sein Kopf nicht so / wie mir mein Hertze brennet /132


Von seinem Antlitz stößt; mich Hund und Ketzer nennet /
Mir Strick und Mörsel dreut. Doch gibt der Tod der Schmach
Und unser eigen Leid der Kinder Unfall nach.
","['Sie', 'lasse', 'dieses', 'Ach', 'und', 'diese', 'Klage', 'mir', '/', 'Den', 'Ibrahim', '/', 'der', 'doch', 'läßt', 'ieden', 'Sclaven', 'für', '/', 'Dem', 'gleich', 'sein', 'Kopf', 'nicht', 'so', '/', 'wie', 'mir', 'mein', 'Hertze', 'brennet', '/132', 'Von', 'seinem', 'Antlitz', 'stößt', ';', 'mich', 'Hund', 'und', 'Ketzer', 'nennet', '/', 'Mir', 'Strick', 'und', 'Mörsel', 'dreut', '.', 'Doch', 'gibt', 'der', 'Tod', 'der', 'Schmach', 'Und', 'unser', 'eigen', 'Leid', 'der', 'Kinder', 'Unfall', 'nach', '.']",
