,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
410,,,orontes,,,LSch,negativ,59324,CATMA_BB33D1A6-EAD7-41AD-BD08-5CAEF2BF7F91_2,9,Emotionen des Leids,negativ,59291,Leid,"O Schmertzen! O Angst! O Marter!
","['O', 'Schmertzen', '!', 'O', 'Angst', '!', 'O', 'Marter', '!']",
411,,,orontes,,,LSch,negativ,59484,CATMA_BB33D1A6-EAD7-41AD-BD08-5CAEF2BF7F91_3,5,Emotionen des Leids,negativ,59469,Leid,"Ach! Wehe mir!
","['Ach', '!', 'Wehe', 'mir', '!']",
412,,,,,,LSch,Emotionale Bewegtheit,59681,CATMA_3C299185-338B-4DB0-84AA-2F77ADF37231_0,7,Emotionale Bewegtheit,Emotionale Bewegtheit,59658,Emotionale Bewegtheit,O Himmel! Was sehe ich?,"['O', 'Himmel', '!', 'Was', 'sehe', 'ich', '?']",
413,,,,,,LSch,Emotionale Bewegtheit,59764,CATMA_3C299185-338B-4DB0-84AA-2F77ADF37231_1,5,Emotionale Bewegtheit,Emotionale Bewegtheit,59740,Emotionale Bewegtheit,Schlaffe oder wache ich?,"['Schlaffe', 'oder', 'wache', 'ich', '?']",
414,,doris,,,,LSch,Emotionale Bewegtheit,59729,CATMA_6066C86B-C151-4ED4-A42E-3FFC604C18A4,8,Emotionale Bewegtheit,Emotionale Bewegtheit,59690,Emotionale Bewegtheit,"Er erschrickt, was wird hieraus kommen?","['Er', 'erschrickt', ',', 'was', 'wird', 'hieraus', 'kommen', '?']",
415,,,,,,LSch,negativ,59803,CATMA_FC3DAC7C-B566-4782-BC19-EE7D6FA24A23,5,Emotionen des Leids,negativ,59773,Leid,"Beständigkeit, betrübte Doris.","['Beständigkeit', ',', 'betrübte', 'Doris', '.']",
416,orontes,,,,,LSch,Emotionale Bewegtheit,59820,CATMA_CF1F9B8A-75A3-410C-BA05-0339B0A95FA6,2,Emotionale Bewegtheit,Emotionale Bewegtheit,59814,Emotionale Bewegtheit,"Hali!
","['Hali', '!']",
417,orontes,,,,,LSch,negativ,59942,CATMA_6E77DC35-668C-4070-94E9-95AF8418484C,18,Emotionen des Leids,negativ,59855,Leid,"Gehe wieder zu der Arsinoë, und sage ihr, daß meine verletzte Hand nicht schreiben kan,","['Gehe', 'wieder', 'zu', 'der', 'Arsinoë', ',', 'und', 'sage', 'ihr', ',', 'daß', 'meine', 'verletzte', 'Hand', 'nicht', 'schreiben', 'kan', ',']",
418,,,arsinoe,,,LSch,positiv,60020,CATMA_7D0068F4-33B0-4ACB-9250-4E1021EE3399,12,Emotionen der Zuneigung,positiv,59953,Liebe,"daß Orontes an statt der Liebe andere Gedancken in Hertzen führet.
","['daß', 'Orontes', 'an', 'statt', 'der', 'Liebe', 'andere', 'Gedancken', 'in', 'Hertzen', 'führet', '.']",
419,doris,,,Ereignis,,LSch,positiv,60138,CATMA_027BCBAE-D851-4CFA-A909-DEE35908281B,5,Emotionen der Freude,positiv,60110,Freude,"Jetzunder freue dich Glück.
","['Jetzunder', 'freue', 'dich', 'Glück', '.']",
420,,,,,,LSch,negativ,61445,CATMA_5E951790-4AF9-40CF-A58F-647824689146,238,Emotionen des Leids,negativ,60152,Leid,"Ihr Augen, die ihr meine begrabene Liebste beweinet, sehet ihr nicht lebendige Zeugen der Liebe von meiner wieder erstandenen Doris? Wo schwermen meine Gedancken herum! Meine Seele fanget an zu rasen; Diese Kenzeichen ihrer Hand seÿnd gleichwohl meinen Augen genugsam kundig. O ihr himmlische Zeichen, Merckmahle getreuer Liebe, ihr Erweckerinnen einer neuen Hoffnung. Was habt ihr mit mir vor? Ich bin keiner Erbarmmung gewärthig, dan diese verrathene Seele ist des Unglücks, des Betrugs, der Schmertzen und Bekümmernuß so gewohnt, daß Sie sich vor keiner weitern Plage fürchtet! Aber warum schickt mir das Glück anjetzo durch eine Feder, einen neuen und unverhofften Sturm auf den Halß? O Feder! O Pappier! O Buchstaben! Die ihr mit eurer Wunderbahrlichkeit meine Seele durchdringet, könnt ihr mich den nicht gantz ertödten? Will dieses Leben noch kein Ende haben? Will die Hoffnung nicht aufhören mir zu schmeÿcheln? Ich bin keiner Linderung gewärthig, weil ich in den Unglück gantz verhärtet bin. Was vor ein Zufall ermüdet meine Glieder, und beginnet meine Augen zuzuschließen? Ist es eine Kranckheit, oder Begierde des Schlaffes? Gebt euch ein wenig zu Ruhe ihr überflüßigen Gedancken, und stürtzet meine Seele nicht in Verzweÿflung. O Hand! O Feder! O Doris! O Schlaff, Leben und Todt!
","['Ihr', 'Augen', ',', 'die', 'ihr', 'meine', 'begrabene', 'Liebste', 'beweinet', ',', 'sehet', 'ihr', 'nicht', 'lebendige', 'Zeugen', 'der', 'Liebe', 'von', 'meiner', 'wieder', 'erstandenen', 'Doris', '?', 'Wo', 'schwermen', 'meine', 'Gedancken', 'herum', '!', 'Meine', 'Seele', 'fanget', 'an', 'zu', 'rasen', ';', 'Diese', 'Kenzeichen', 'ihrer', 'Hand', 'seÿnd', 'gleichwohl', 'meinen', 'Augen', 'genugsam', 'kundig', '.', 'O', 'ihr', 'himmlische', 'Zeichen', ',', 'Merckmahle', 'getreuer', 'Liebe', ',', 'ihr', 'Erweckerinnen', 'einer', 'neuen', 'Hoffnung', '.', 'Was', 'habt', 'ihr', 'mit', 'mir', 'vor', '?', 'Ich', 'bin', 'keiner', 'Erbarmmung', 'gewärthig', ',', 'dan', 'diese', 'verrathene', 'Seele', 'ist', 'des', 'Unglücks', ',', 'des', 'Betrugs', ',', 'der', 'Schmertzen', 'und', 'Bekümmernuß', 'so', 'gewohnt', ',', 'daß', 'Sie', 'sich', 'vor', 'keiner', 'weitern', 'Plage', 'fürchtet', '!', 'Aber', 'warum', 'schickt', 'mir', 'das', 'Glück', 'anjetzo', 'durch', 'eine', 'Feder', ',', 'einen', 'neuen', 'und', 'unverhofften', 'Sturm', 'auf', 'den', 'Halß', '?', 'O', 'Feder', '!', 'O', 'Pappier', '!', 'O', 'Buchstaben', '!', 'Die', 'ihr', 'mit', 'eurer', 'Wunderbahrlichkeit', 'meine', 'Seele', 'durchdringet', ',', 'könnt', 'ihr', 'mich', 'den', 'nicht', 'gantz', 'ertödten', '?', 'Will', 'dieses', 'Leben', 'noch', 'kein', 'Ende', 'haben', '?', 'Will', 'die', 'Hoffnung', 'nicht', 'aufhören', 'mir', 'zu', 'schmeÿcheln', '?', 'Ich', 'bin', 'keiner', 'Linderung', 'gewärthig', ',', 'weil', 'ich', 'in', 'den', 'Unglück', 'gantz', 'verhärtet', 'bin', '.', 'Was', 'vor', 'ein', 'Zufall', 'ermüdet', 'meine', 'Glieder', ',', 'und', 'beginnet', 'meine', 'Augen', 'zuzuschließen', '?', 'Ist', 'es', 'eine', 'Kranckheit', ',', 'oder', 'Begierde', 'des', 'Schlaffes', '?', 'Gebt', 'euch', 'ein', 'wenig', 'zu', 'Ruhe', 'ihr', 'überflüßigen', 'Gedancken', ',', 'und', 'stürtzet', 'meine', 'Seele', 'nicht', 'in', 'Verzweÿflung', '.', 'O', 'Hand', '!', 'O', 'Feder', '!', 'O', 'Doris', '!', 'O', 'Schlaff', ',', 'Leben', 'und', 'Todt', '!']",
421,orontes,,,,,LSch,positiv,60546,CATMA_71D9E836-8A5F-4D55-A9FC-B8FB27A9B81B,69,Emotionen der Zuneigung,positiv,60152,Liebe,"Ihr Augen, die ihr meine begrabene Liebste beweinet, sehet ihr nicht lebendige Zeugen der Liebe von meiner wieder erstandenen Doris? Wo schwermen meine Gedancken herum! Meine Seele fanget an zu rasen; Diese Kenzeichen ihrer Hand seÿnd gleichwohl meinen Augen genugsam kundig. O ihr himmlische Zeichen, Merckmahle getreuer Liebe, ihr Erweckerinnen einer neuen Hoffnung. Was habt ihr mit mir vor?","['Ihr', 'Augen', ',', 'die', 'ihr', 'meine', 'begrabene', 'Liebste', 'beweinet', ',', 'sehet', 'ihr', 'nicht', 'lebendige', 'Zeugen', 'der', 'Liebe', 'von', 'meiner', 'wieder', 'erstandenen', 'Doris', '?', 'Wo', 'schwermen', 'meine', 'Gedancken', 'herum', '!', 'Meine', 'Seele', 'fanget', 'an', 'zu', 'rasen', ';', 'Diese', 'Kenzeichen', 'ihrer', 'Hand', 'seÿnd', 'gleichwohl', 'meinen', 'Augen', 'genugsam', 'kundig', '.', 'O', 'ihr', 'himmlische', 'Zeichen', ',', 'Merckmahle', 'getreuer', 'Liebe', ',', 'ihr', 'Erweckerinnen', 'einer', 'neuen', 'Hoffnung', '.', 'Was', 'habt', 'ihr', 'mit', 'mir', 'vor', '?']",
422,,,,,,LSch,negativ,62250,CATMA_2635ECEE-C5DA-4F1D-B68E-A5320A569301,145,Emotionen der Ablehnung,negativ,61504,Ärger,"Orontes winselt und klaget Tag und Nacht, und an statt der Braut hat er seine Gesellschafft mit den Todten, nach der Welt fragt er nicht, daß Reich versorget er Nicht, er bereitet ihm sein eigen Verterben. Ich glaube er vermeint  wir sollen alle mit ihm zu Grunde gehen. Alle Gesetze seÿnd abgeschafft, und wer das Übel verbeßern will, dem seÿnd seine Besoldung verbeßert; nehmlich, man giebt ihm seinen Besold, einen guten Tag, ein gutes Jahr und einen Wegweiser auf den Lande. In summa, Orontes weinet Tag und Nacht, ist niemahls auf das Reich bedacht, man erwartet des Beÿlagers, man hoffet auf seine Erben, und in solcher Beschwehrung hat das Reich keine Ruhe, die Braut heulet und schreÿt, weil Orontes eine solche umbarmhertzige Bestia ist.","['Orontes', 'winselt', 'und', 'klaget', 'Tag', 'und', 'Nacht', ',', 'und', 'an', 'statt', 'der', 'Braut', 'hat', 'er', 'seine', 'Gesellschafft', 'mit', 'den', 'Todten', ',', 'nach', 'der', 'Welt', 'fragt', 'er', 'nicht', ',', 'daß', 'Reich', 'versorget', 'er', 'Nicht', ',', 'er', 'bereitet', 'ihm', 'sein', 'eigen', 'Verterben', '.', 'Ich', 'glaube', 'er', 'vermeint', 'wir', 'sollen', 'alle', 'mit', 'ihm', 'zu', 'Grunde', 'gehen', '.', 'Alle', 'Gesetze', 'seÿnd', 'abgeschafft', ',', 'und', 'wer', 'das', 'Übel', 'verbeßern', 'will', ',', 'dem', 'seÿnd', 'seine', 'Besoldung', 'verbeßert', ';', 'nehmlich', ',', 'man', 'giebt', 'ihm', 'seinen', 'Besold', ',', 'einen', 'guten', 'Tag', ',', 'ein', 'gutes', 'Jahr', 'und', 'einen', 'Wegweiser', 'auf', 'den', 'Lande', '.', 'In', 'summa', ',', 'Orontes', 'weinet', 'Tag', 'und', 'Nacht', ',', 'ist', 'niemahls', 'auf', 'das', 'Reich', 'bedacht', ',', 'man', 'erwartet', 'des', 'Beÿlagers', ',', 'man', 'hoffet', 'auf', 'seine', 'Erben', ',', 'und', 'in', 'solcher', 'Beschwehrung', 'hat', 'das', 'Reich', 'keine', 'Ruhe', ',', 'die', 'Braut', 'heulet', 'und', 'schreÿt', ',', 'weil', 'Orontes', 'eine', 'solche', 'umbarmhertzige', 'Bestia', 'ist', '.']",
423,,golo,,,,LSch,negativ,62168,CATMA_27B9E140-AB78-41B5-A6C0-CC4231A3A8E1,131,Emotionen des Leids,negativ,61504,Leid,"Orontes winselt und klaget Tag und Nacht, und an statt der Braut hat er seine Gesellschafft mit den Todten, nach der Welt fragt er nicht, daß Reich versorget er Nicht, er bereitet ihm sein eigen Verterben. Ich glaube er vermeint  wir sollen alle mit ihm zu Grunde gehen. Alle Gesetze seÿnd abgeschafft, und wer das Übel verbeßern will, dem seÿnd seine Besoldung verbeßert; nehmlich, man giebt ihm seinen Besold, einen guten Tag, ein gutes Jahr und einen Wegweiser auf den Lande. In summa, Orontes weinet Tag und Nacht, ist niemahls auf das Reich bedacht, man erwartet des Beÿlagers, man hoffet auf seine Erben, und in solcher Beschwehrung hat das Reich keine Ruhe,","['Orontes', 'winselt', 'und', 'klaget', 'Tag', 'und', 'Nacht', ',', 'und', 'an', 'statt', 'der', 'Braut', 'hat', 'er', 'seine', 'Gesellschafft', 'mit', 'den', 'Todten', ',', 'nach', 'der', 'Welt', 'fragt', 'er', 'nicht', ',', 'daß', 'Reich', 'versorget', 'er', 'Nicht', ',', 'er', 'bereitet', 'ihm', 'sein', 'eigen', 'Verterben', '.', 'Ich', 'glaube', 'er', 'vermeint', 'wir', 'sollen', 'alle', 'mit', 'ihm', 'zu', 'Grunde', 'gehen', '.', 'Alle', 'Gesetze', 'seÿnd', 'abgeschafft', ',', 'und', 'wer', 'das', 'Übel', 'verbeßern', 'will', ',', 'dem', 'seÿnd', 'seine', 'Besoldung', 'verbeßert', ';', 'nehmlich', ',', 'man', 'giebt', 'ihm', 'seinen', 'Besold', ',', 'einen', 'guten', 'Tag', ',', 'ein', 'gutes', 'Jahr', 'und', 'einen', 'Wegweiser', 'auf', 'den', 'Lande', '.', 'In', 'summa', ',', 'Orontes', 'weinet', 'Tag', 'und', 'Nacht', ',', 'ist', 'niemahls', 'auf', 'das', 'Reich', 'bedacht', ',', 'man', 'erwartet', 'des', 'Beÿlagers', ',', 'man', 'hoffet', 'auf', 'seine', 'Erben', ',', 'und', 'in', 'solcher', 'Beschwehrung', 'hat', 'das', 'Reich', 'keine', 'Ruhe', ',']",
424,,golo,,,,LSch,negativ,62250,CATMA_26853DE6-4AAD-4B63-A1D1-2C36F2E3543D,14,Emotionen des Leids,negativ,62169,Leid,"die Braut heulet und schreÿt, weil Orontes eine solche umbarmhertzige Bestia ist.","['die', 'Braut', 'heulet', 'und', 'schreÿt', ',', 'weil', 'Orontes', 'eine', 'solche', 'umbarmhertzige', 'Bestia', 'ist', '.']",
425,,,,,,LSch,negativ,62426,CATMA_AF64E912-F3A6-4C87-A3B2-192100416285,38,Emotionen der Angst,negativ,62251,Angst,"Ach! Mich Elenden, was sehe ich? Wenn er das Ende von meinen Reden gehöret hatt, so ist mir die Gallere gewiß, oder noch etwas ärgeres. Ach verzeÿhet mir mein schöner Orontes.","['Ach', '!', 'Mich', 'Elenden', ',', 'was', 'sehe', 'ich', '?', 'Wenn', 'er', 'das', 'Ende', 'von', 'meinen', 'Reden', 'gehöret', 'hatt', ',', 'so', 'ist', 'mir', 'die', 'Gallere', 'gewiß', ',', 'oder', 'noch', 'etwas', 'ärgeres', '.', 'Ach', 'verzeÿhet', 'mir', 'mein', 'schöner', 'Orontes', '.']",
426,,,,,,LSch,positiv,62426,CATMA_52ED95AB-6629-4956-9C58-6C1F78E83F8F,7,Emotionen der Zuneigung,positiv,62387,Verehrung,Ach verzeÿhet mir mein schöner Orontes.,"['Ach', 'verzeÿhet', 'mir', 'mein', 'schöner', 'Orontes', '.']",
427,,,,,,LSch,negativ,62652,CATMA_233B91B6-5AD1-4DDA-92F1-995675208D6E,30,Emotionen der Angst,negativ,62495,Angst,"Ich empfinde einen Göttlichen Geruch, und sehe etwas erschröckliches. Adio König. Adio Gespenst, ich muß gehen, ehe ich dem Teuffel selbst zu sehen bekomme.
","['Ich', 'empfinde', 'einen', 'Göttlichen', 'Geruch', ',', 'und', 'sehe', 'etwas', 'erschröckliches', '.', 'Adio', 'König', '.', 'Adio', 'Gespenst', ',', 'ich', 'muß', 'gehen', ',', 'ehe', 'ich', 'dem', 'Teuffel', 'selbst', 'zu', 'sehen', 'bekomme', '.']",
428,,parisatis,,,,LSch,negativ,62823,CATMA_A0F85F5D-13CD-4428-91E2-560C440443E6,18,Emotionen des Leids,negativ,62704,Leid,"Unüberwindlicher Sohn, deßen Augen und Gemüth das spiehlende Glück mit einen finstern Nebel des Zweÿffels überschattet,","['Unüberwindlicher', 'Sohn', ',', 'deßen', 'Augen', 'und', 'Gemüth', 'das', 'spiehlende', 'Glück', 'mit', 'einen', 'finstern', 'Nebel', 'des', 'Zweÿffels', 'überschattet', ',']",
429,,parisatis,,,,LSch,positiv,63105,CATMA_748A0F4F-5909-4911-841D-8F3F81ABE5A8,25,Emotionen der Freude,positiv,62956,Freude,"Die keusche Liebes Brunst zu deiner verlangten Braut wird Nicea zu einer Dienerin deines Scepters machen, die Früchte der Liebe werden dich erfreuen,","['Die', 'keusche', 'Liebes', 'Brunst', 'zu', 'deiner', 'verlangten', 'Braut', 'wird', 'Nicea', 'zu', 'einer', 'Dienerin', 'deines', 'Scepters', 'machen', ',', 'die', 'Früchte', 'der', 'Liebe', 'werden', 'dich', 'erfreuen', ',']",
430,,parisatis,,,,LSch,positiv,63218,CATMA_3015D9AD-1EEA-449A-BF29-FE1A9B8447C4,50,Emotionen der Zuneigung,positiv,62956,Liebe,"Die keusche Liebes Brunst zu deiner verlangten Braut wird Nicea zu einer Dienerin deines Scepters machen, die Früchte der Liebe werden dich erfreuen, aber nim vor allen Dingen in Acht die Treue, die du deinen Vater, und den Eÿd, den du der Doris geschwohren hast","['Die', 'keusche', 'Liebes', 'Brunst', 'zu', 'deiner', 'verlangten', 'Braut', 'wird', 'Nicea', 'zu', 'einer', 'Dienerin', 'deines', 'Scepters', 'machen', ',', 'die', 'Früchte', 'der', 'Liebe', 'werden', 'dich', 'erfreuen', ',', 'aber', 'nim', 'vor', 'allen', 'Dingen', 'in', 'Acht', 'die', 'Treue', ',', 'die', 'du', 'deinen', 'Vater', ',', 'und', 'den', 'Eÿd', ',', 'den', 'du', 'der', 'Doris', 'geschwohren', 'hast']",
431,,,,,,LSch,negativ,64254,CATMA_BE80E790-EA4D-4E19-8706-F83472989FBC,192,Emotionen des Leids,negativ,63234,Leid,"Die Treue deinen Vater, und den Eÿd der Doris? Ich schlaffe ja nicht, nein, ich schlaffe nicht; wunderbahre und neue Zufälle hat mir erst verkündiget der bekante Thon aus dem Munde meiner Mutter. Die Treue deinen Vater, und den Eÿd der Doris? Was vor ein Geheimnüß ist dahinter verborgen? Was vor ein seltzammes Rätzel bestürtzet meine Seele? Wann Doris nicht mehr lebt, was vor ein Eÿd verbindet mich dan an Sie? Lebt sie aber noch, und ich halte derjenigen mein Versprechen, die ich so sehr geliebet habe, wo bleibet hernach die Threue, die ich meinen Vater geschwohren? Kehre wieder zurücke du Freundlicher Schatten, und offenbahre mir ohne Verwirrung den Rathschluß des Himmels, thue den Zweÿfelsknoten von deiner Meinung hinweg, dan wer das Licht des Himmels fürchtet, fürchtet keinen Schatten.  Wohin bistu verschwunden, ach liebste Parisatis, anbethenswürdige Mutter? Komme wieder und tröste mich, erledige meine Seele von ihrer Qvaal, bistu ein Gespenst, ich nahe dir dennoch, bistu ein Schatten, ich folge dir.
","['Die', 'Treue', 'deinen', 'Vater', ',', 'und', 'den', 'Eÿd', 'der', 'Doris', '?', 'Ich', 'schlaffe', 'ja', 'nicht', ',', 'nein', ',', 'ich', 'schlaffe', 'nicht', ';', 'wunderbahre', 'und', 'neue', 'Zufälle', 'hat', 'mir', 'erst', 'verkündiget', 'der', 'bekante', 'Thon', 'aus', 'dem', 'Munde', 'meiner', 'Mutter', '.', 'Die', 'Treue', 'deinen', 'Vater', ',', 'und', 'den', 'Eÿd', 'der', 'Doris', '?', 'Was', 'vor', 'ein', 'Geheimnüß', 'ist', 'dahinter', 'verborgen', '?', 'Was', 'vor', 'ein', 'seltzammes', 'Rätzel', 'bestürtzet', 'meine', 'Seele', '?', 'Wann', 'Doris', 'nicht', 'mehr', 'lebt', ',', 'was', 'vor', 'ein', 'Eÿd', 'verbindet', 'mich', 'dan', 'an', 'Sie', '?', 'Lebt', 'sie', 'aber', 'noch', ',', 'und', 'ich', 'halte', 'derjenigen', 'mein', 'Versprechen', ',', 'die', 'ich', 'so', 'sehr', 'geliebet', 'habe', ',', 'wo', 'bleibet', 'hernach', 'die', 'Threue', ',', 'die', 'ich', 'meinen', 'Vater', 'geschwohren', '?', 'Kehre', 'wieder', 'zurücke', 'du', 'Freundlicher', 'Schatten', ',', 'und', 'offenbahre', 'mir', 'ohne', 'Verwirrung', 'den', 'Rathschluß', 'des', 'Himmels', ',', 'thue', 'den', 'Zweÿfelsknoten', 'von', 'deiner', 'Meinung', 'hinweg', ',', 'dan', 'wer', 'das', 'Licht', 'des', 'Himmels', 'fürchtet', ',', 'fürchtet', 'keinen', 'Schatten', '.', 'Wohin', 'bistu', 'verschwunden', ',', 'ach', 'liebste', 'Parisatis', ',', 'anbethenswürdige', 'Mutter', '?', 'Komme', 'wieder', 'und', 'tröste', 'mich', ',', 'erledige', 'meine', 'Seele', 'von', 'ihrer', 'Qvaal', ',', 'bistu', 'ein', 'Gespenst', ',', 'ich', 'nahe', 'dir', 'dennoch', ',', 'bistu', 'ein', 'Schatten', ',', 'ich', 'folge', 'dir', '.']",
432,,,,,,LSch,positiv,63740,CATMA_637CFB02-2AF5-444E-AB2C-592CA337CF8F,18,Emotionen der Zuneigung,positiv,63648,Liebe,"Lebt sie aber noch, und ich halte derjenigen mein Versprechen, die ich so sehr geliebet habe","['Lebt', 'sie', 'aber', 'noch', ',', 'und', 'ich', 'halte', 'derjenigen', 'mein', 'Versprechen', ',', 'die', 'ich', 'so', 'sehr', 'geliebet', 'habe']",
433,,,,,,LSch,positiv,64254,CATMA_6D9FA589-F733-4A63-8C53-68BF7DF72520,41,Emotionen der Zuneigung,positiv,64035,Liebe,"Wohin bistu verschwunden, ach liebste Parisatis, anbethenswürdige Mutter? Komme wieder und tröste mich, erledige meine Seele von ihrer Qvaal, bistu ein Gespenst, ich nahe dir dennoch, bistu ein Schatten, ich folge dir.
","['Wohin', 'bistu', 'verschwunden', ',', 'ach', 'liebste', 'Parisatis', ',', 'anbethenswürdige', 'Mutter', '?', 'Komme', 'wieder', 'und', 'tröste', 'mich', ',', 'erledige', 'meine', 'Seele', 'von', 'ihrer', 'Qvaal', ',', 'bistu', 'ein', 'Gespenst', ',', 'ich', 'nahe', 'dir', 'dennoch', ',', 'bistu', 'ein', 'Schatten', ',', 'ich', 'folge', 'dir', '.']",
434,,arsinoe,,,,LSch,negativ,64364,CATMA_C91E2220-6B16-428E-B66E-89FC9E32CDC7,12,Emotionen der Ablehnung,negativ,64294,Ärger,So hat dich der undanckbahre mit solchen rauhen Worten hinweg gejaget?,"['So', 'hat', 'dich', 'der', 'undanckbahre', 'mit', 'solchen', 'rauhen', 'Worten', 'hinweg', 'gejaget', '?']",
435,,,,,,LSch,negativ,64514,CATMA_2943A712-A48C-4F8B-BA44-88F82FCF41FA,28,Emotionen der Ablehnung,negativ,64373,Ärger,"Er gab mir einen stummen Abschied, mit so einen zornigen Gesichte, alß ob er mich mit den Augen durchstechen wolte. Sagte aber weiter nichts.","['Er', 'gab', 'mir', 'einen', 'stummen', 'Abschied', ',', 'mit', 'so', 'einen', 'zornigen', 'Gesichte', ',', 'alß', 'ob', 'er', 'mich', 'mit', 'den', 'Augen', 'durchstechen', 'wolte', '.', 'Sagte', 'aber', 'weiter', 'nichts', '.']",
436,,,,,,LSch,negativ,64797,CATMA_56B591A7-0C36-41AA-B3C1-2A0E3B3A684D,52,Emotionen der Angst,negativ,64525,Verzweiflung,"Muß ich unter so vielen Ungemach, in dem mich mein Liebhaber nicht achtet, noch darzu von ihm verspottet werden? Ich bin eine Königin ohne Reich, eine Braut ohne Bräutigam, und habe keine andere Hofnung als den Todt. Verfolge, verzweÿfelnde Arsinoë, dein bitteres Klagen!
","['Muß', 'ich', 'unter', 'so', 'vielen', 'Ungemach', ',', 'in', 'dem', 'mich', 'mein', 'Liebhaber', 'nicht', 'achtet', ',', 'noch', 'darzu', 'von', 'ihm', 'verspottet', 'werden', '?', 'Ich', 'bin', 'eine', 'Königin', 'ohne', 'Reich', ',', 'eine', 'Braut', 'ohne', 'Bräutigam', ',', 'und', 'habe', 'keine', 'andere', 'Hofnung', 'als', 'den', 'Todt', '.', 'Verfolge', ',', 'verzweÿfelnde', 'Arsinoë', ',', 'dein', 'bitteres', 'Klagen', '!']",
437,,,,,,LSch,positiv,64637,CATMA_3E78CD02-69A6-4FDF-9A8B-667BADFFAA22,22,Emotionen der Freude,positiv,64525,Schadenfreude,"Muß ich unter so vielen Ungemach, in dem mich mein Liebhaber nicht achtet, noch darzu von ihm verspottet werden?","['Muß', 'ich', 'unter', 'so', 'vielen', 'Ungemach', ',', 'in', 'dem', 'mich', 'mein', 'Liebhaber', 'nicht', 'achtet', ',', 'noch', 'darzu', 'von', 'ihm', 'verspottet', 'werden', '?']",
438,,doris,,,,LSch,negativ,64855,CATMA_061022F5-3438-4D5D-B38B-A359D49BA28E,8,Emotionen der Angst,negativ,64805,Verzweiflung,"Verlaßet liebreiche Arsinoë, euer bitteres Klagen.","['Verlaßet', 'liebreiche', 'Arsinoë', ',', 'euer', 'bitteres', 'Klagen', '.']",
439,arsinoe,,,,,LSch,negativ,64969,CATMA_BF8ABF7E-E2A5-422C-A2A5-712A8DB5517D,16,Emotionen der Angst,negativ,64866,Verzweiflung,"Welch ein unglückseeliger Liebes Stern, der den Lauf meines tödtlichen Jammers niehmahls verändern kan.","['Welch', 'ein', 'unglückseeliger', 'Liebes', 'Stern', ',', 'der', 'den', 'Lauf', 'meines', 'tödtlichen', 'Jammers', 'niehmahls', 'verändern', 'kan', '.']",
440,arsinoe,doris,,,,LSch,negativ,65040,CATMA_B35764DF-4D52-43CA-ADF0-AABA7089F402,10,Emotionen der Angst,negativ,64978,Verzweiflung,Der dem Lauf eures kläglichen Jammers ehestens verändern wird.,"['Der', 'dem', 'Lauf', 'eures', 'kläglichen', 'Jammers', 'ehestens', 'verändern', 'wird', '.']",
441,,,,,,LSch,negativ,65714,CATMA_8E8F1BE8-DB6C-446D-BBA9-5A3967996593,124,Emotionen der Ablehnung,negativ,65051,Abscheu,"Undanckbahrer Orontes, du Monstrum der Untreu, du Furie aus den Abgrund der Höllen, weil du mit Schmach und ungerechter Verachtung, meine getreue Liebe verachtest und verlachest, so gieb mir meine Treue zurück, oder benim mir das Leben. Erhebe nur deine Barbarische Falschheit biß an den Himmel; dan die Weibes Bilder zu betriegen, ist ein Ruhm eines Tÿrannen, und nicht eines Königes. Ich wil sterben du meÿneidiger, und hernach in Gesellschafft der Furien wieder aus der Höllen kommen dich zu verfolgen, wegen der höllischen Pein, die du meiner Seelen verursachest; solstu an allen Enden, weil du mich nicht zur Braut begehrest, eine ewige Feindin an mir haben.","['Undanckbahrer', 'Orontes', ',', 'du', 'Monstrum', 'der', 'Untreu', ',', 'du', 'Furie', 'aus', 'den', 'Abgrund', 'der', 'Höllen', ',', 'weil', 'du', 'mit', 'Schmach', 'und', 'ungerechter', 'Verachtung', ',', 'meine', 'getreue', 'Liebe', 'verachtest', 'und', 'verlachest', ',', 'so', 'gieb', 'mir', 'meine', 'Treue', 'zurück', ',', 'oder', 'benim', 'mir', 'das', 'Leben', '.', 'Erhebe', 'nur', 'deine', 'Barbarische', 'Falschheit', 'biß', 'an', 'den', 'Himmel', ';', 'dan', 'die', 'Weibes', 'Bilder', 'zu', 'betriegen', ',', 'ist', 'ein', 'Ruhm', 'eines', 'Tÿrannen', ',', 'und', 'nicht', 'eines', 'Königes', '.', 'Ich', 'wil', 'sterben', 'du', 'meÿneidiger', ',', 'und', 'hernach', 'in', 'Gesellschafft', 'der', 'Furien', 'wieder', 'aus', 'der', 'Höllen', 'kommen', 'dich', 'zu', 'verfolgen', ',', 'wegen', 'der', 'höllischen', 'Pein', ',', 'die', 'du', 'meiner', 'Seelen', 'verursachest', ';', 'solstu', 'an', 'allen', 'Enden', ',', 'weil', 'du', 'mich', 'nicht', 'zur', 'Braut', 'begehrest', ',', 'eine', 'ewige', 'Feindin', 'an', 'mir', 'haben', '.']","['Liebe', 'nur auf Sprachebene']"
