,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
362,irene,,,,,VH,positiv,78606,CATMA_D93EEAFF-E445-4129-8C0B-C551EC793D2D_0,19,Emotionen der Zuneigung,positiv,78496,Liebe,"Ewre maÿestättische stürn ô könig ist ein Trohn, auf welchen allein meine liebe sich suchet zu verherrlichen.
","['Ewre', 'maÿestättische', 'stürn', 'ô', 'könig', 'ist', 'ein', 'Trohn', ',', 'auf', 'welchen', 'allein', 'meine', 'liebe', 'sich', 'suchet', 'zu', 'verherrlichen', '.']",
363,irene,,,,,VH,positiv,78830,CATMA_D93EEAFF-E445-4129-8C0B-C551EC793D2D_1,17,Emotionen der Zuneigung,positiv,78731,Liebe,"Ewre purpurwangen seind ein rosen feld, an welchen meine liebe alle ihre Vergnügungs weide fündet.
","['Ewre', 'purpurwangen', 'seind', 'ein', 'rosen', 'feld', ',', 'an', 'welchen', 'meine', 'liebe', 'alle', 'ihre', 'Vergnügungs', 'weide', 'fündet', '.']",
364,,,,,,VH,negativ,79433,CATMA_B53176B8-5258-4FDF-8A52-BB3A5BFE9B4D_0,11,Emotionen des Leids,negativ,79382,Leid,"Die lieb würd Tödten dich in der du bist ersoffen.
","['Die', 'lieb', 'würd', 'Tödten', 'dich', 'in', 'der', 'du', 'bist', 'ersoffen', '.']",
365,,,,,,VH,negativ,79556,CATMA_B53176B8-5258-4FDF-8A52-BB3A5BFE9B4D_1,10,Emotionen des Leids,negativ,79509,Leid,"Ja man wird deinen leib in kurzen sarchen ein.
","['Ja', 'man', 'wird', 'deinen', 'leib', 'in', 'kurzen', 'sarchen', 'ein', '.']",
366,,,,,,VH,negativ,79495,CATMA_28C00DC0-E775-40C3-8C6E-26300D74E194_0,15,Emotionen der Angst,negativ,79442,Angst,"Wie, waß? wer redt mit mir? soll ich des Todes sein?
","['Wie', ',', 'waß', '?', 'wer', 'redt', 'mit', 'mir', '?', 'soll', 'ich', 'des', 'Todes', 'sein', '?']",
367,,,,,,VH,negativ,79673,CATMA_28C00DC0-E775-40C3-8C6E-26300D74E194_1,21,Emotionen der Angst,negativ,79576,Angst,"Wer trowet mir den Todt? der ich dem Todt vnd Leben
Auf erden als ein Gott geseze pfleg zugeben.
","['Wer', 'trowet', 'mir', 'den', 'Todt', '?', 'der', 'ich', 'dem', 'Todt', 'vnd', 'Leben', 'Auf', 'erden', 'als', 'ein', 'Gott', 'geseze', 'pfleg', 'zugeben', '.']",
368,,,,,,VH,negativ,80146,CATMA_E6082F93-7403-42C7-90EC-656673B150C6_0,21,Emotionen der Angst,negativ,80046,Angst,"Ich förchte weder Todt, noch Himmel, erd noch Hölle.
Ich heg in disen leib ein sterbens=lose Seele.
","['Ich', 'förchte', 'weder', 'Todt', ',', 'noch', 'Himmel', ',', 'erd', 'noch', 'Hölle', '.', 'Ich', 'heg', 'in', 'disen', 'leib', 'ein', 'sterbens=lose', 'Seele', '.']",
369,,,,,,VH,negativ,80491,CATMA_E6082F93-7403-42C7-90EC-656673B150C6_1,26,Emotionen der Angst,negativ,80340,Angst,"Sein Trohen war vmbsonst, ich bin wie vor, entbunden
Von aller sterbens=forcht, nur lebens=Süssigkeit
Vnd keine Todten=gall ist heut für mich bereit. 
","['Sein', 'Trohen', 'war', 'vmbsonst', ',', 'ich', 'bin', 'wie', 'vor', ',', 'entbunden', 'Von', 'aller', 'sterbens=forcht', ',', 'nur', 'lebens=Süssigkeit', 'Vnd', 'keine', 'Todten=gall', 'ist', 'heut', 'für', 'mich', 'bereit', '.']",
370,,,,,,VH,negativ,81128,CATMA_B8C42E84-833E-4D46-B795-E42D16EC50CD,24,Emotionen der Ablehnung,negativ,81002,Abscheu,"Ich werde seine gegen warth hinfüro so hoch fliehen, als ich selbe bishero gesuchet hab, vnd zwar mehr aus hasse seiner person","['Ich', 'werde', 'seine', 'gegen', 'warth', 'hinfüro', 'so', 'hoch', 'fliehen', ',', 'als', 'ich', 'selbe', 'bishero', 'gesuchet', 'hab', ',', 'vnd', 'zwar', 'mehr', 'aus', 'hasse', 'seiner', 'person']",
371,,,,,,VH,positiv,81612,CATMA_0398BCB0-72B4-43F3-9EC9-1C0FF019EA8A,18,Emotionen der Zuneigung,positiv,81495,Freundschaft,"Maximus als ein Mitwisser aller Vnserer geheimnusen kan hier verbleiben, dan seine Verschwiegenheit ist Vns bekanth.
","['Maximus', 'als', 'ein', 'Mitwisser', 'aller', 'Vnserer', 'geheimnusen', 'kan', 'hier', 'verbleiben', ',', 'dan', 'seine', 'Verschwiegenheit', 'ist', 'Vns', 'bekanth', '.']",
372,,,,,,VH,positiv,81849,CATMA_BD69A5AE-1326-4FAF-A43D-9940A510FC83,15,Emotionen der Zuneigung,positiv,81763,Liebe,"Er verlanget auch zu keinen andern als diesen ende ewre schwester zu seiner gemahlin.
","['Er', 'verlanget', 'auch', 'zu', 'keinen', 'andern', 'als', 'diesen', 'ende', 'ewre', 'schwester', 'zu', 'seiner', 'gemahlin', '.']",
373,,,honoria,,,VH,positiv,82047,CATMA_5052D445-14CE-4A2B-9EB1-276D5CB4D995,25,Emotionen der Zuneigung,positiv,81915,Liebe,"Aus des Tÿrannen eÿgnen mund, welcher mir eÿdlich betewret, das er mehr auß Staatt Vrsachen, als aus liebe dieses beÿlager vornehme.","['Aus', 'des', 'Tÿrannen', 'eÿgnen', 'mund', ',', 'welcher', 'mir', 'eÿdlich', 'betewret', ',', 'das', 'er', 'mehr', 'auß', 'Staatt', 'Vrsachen', ',', 'als', 'aus', 'liebe', 'dieses', 'beÿlager', 'vornehme', '.']",
374,,,,,,VH,positiv,82204,CATMA_3F768127-EFBE-4E32-A32B-977CFCA06059,24,Emotionen der Freude,positiv,82064,Freude,"O vnersättlicher Blueth=hund, es soll dein betrug mit gegen betrug vernichtet werden. Nach dem ihr ô schöne dieses geheimnuß mit entdeckhet,","['O', 'vnersättlicher', 'Blueth=hund', ',', 'es', 'soll', 'dein', 'betrug', 'mit', 'gegen', 'betrug', 'vernichtet', 'werden', '.', 'Nach', 'dem', 'ihr', 'ô', 'schöne', 'dieses', 'geheimnuß', 'mit', 'entdeckhet', ',']",
375,,,,,,VH,positiv,82285,CATMA_D31908AE-412E-48CF-853B-0F06B9E7E4A4,16,Emotionen der Zuneigung,positiv,82205,Freundschaft,"so ist es billich, das ich zur danckhbahrkeit auch ein anderes euch offen bahre.","['so', 'ist', 'es', 'billich', ',', 'das', 'ich', 'zur', 'danckhbahrkeit', 'auch', 'ein', 'anderes', 'euch', 'offen', 'bahre', '.']",
376,,,,,,VH,positiv,82530,CATMA_1B457355-3E6A-4AB9-8AE6-3F480286C3B9,10,Emotionen der Freude,positiv,82486,Freude,"O glickh, so bin ich dan schon halb gerochen","['O', 'glickh', ',', 'so', 'bin', 'ich', 'dan', 'schon', 'halb', 'gerochen']",
377,,,,,,VH,positiv,82751,CATMA_029872CF-9BE3-4EE9-83B3-AEEE84F8699F,14,Emotionen der Zuneigung,positiv,82679,Freundschaft,"Ihr ô kaÿser vnd ich seind verbunden, deß Tÿrannen Vnter Gang zusuchen, ","['Ihr', 'ô', 'kaÿser', 'vnd', 'ich', 'seind', 'verbunden', ',', 'deß', 'Tÿrannen', 'Vnter', 'Gang', 'zusuchen', ',']",
378,valentinianus,,,,,VH,negativ,83123,CATMA_75850D27-A6DD-468B-B19F-6496DC3CD497,35,Emotionen der Ablehnung,negativ,82913,Abscheu,"Auf dan zur rache, man suche diesen erschröcklichen Basilisckhen durch sein eÿgnes gifft zu Tödten, vnd in das Todtenneze selbst zu uerstrickhen, welches sein betrug auff gespannet andere darein zu verwicklen.
","['Auf', 'dan', 'zur', 'rache', ',', 'man', 'suche', 'diesen', 'erschröcklichen', 'Basilisckhen', 'durch', 'sein', 'eÿgnes', 'gifft', 'zu', 'Tödten', ',', 'vnd', 'in', 'das', 'Todtenneze', 'selbst', 'zu', 'uerstrickhen', ',', 'welches', 'sein', 'betrug', 'auff', 'gespannet', 'andere', 'darein', 'zu', 'verwicklen', '.']",
379,,,,,,VH,negativ,83428,CATMA_20B866D2-A3D0-42BE-9F91-066827571175_0,49,Emotionen der Ablehnung,negativ,83134,Abscheu,"Meine rache soll nicht schlaffen ein mitel aus zusinnen, wie man die welt dieser lasterseuche befreÿen könne, offt hat in gefährlichen ratschlägen die list eines weibsbildes dennen klugsünnigsten männern es beuor gethan. Ich gehe aller meiner wiz auf zu bietten, vmb meine rachgür zuuergnügen.
","['Meine', 'rache', 'soll', 'nicht', 'schlaffen', 'ein', 'mitel', 'aus', 'zusinnen', ',', 'wie', 'man', 'die', 'welt', 'dieser', 'lasterseuche', 'befreÿen', 'könne', ',', 'offt', 'hat', 'in', 'gefährlichen', 'ratschlägen', 'die', 'list', 'eines', 'weibsbildes', 'dennen', 'klugsünnigsten', 'männern', 'es', 'beuor', 'gethan', '.', 'Ich', 'gehe', 'aller', 'meiner', 'wiz', 'auf', 'zu', 'bietten', ',', 'vmb', 'meine', 'rachgür', 'zuuergnügen', '.']",
380,,,,,,VH,negativ,83675,CATMA_20B866D2-A3D0-42BE-9F91-066827571175_1,18,Emotionen der Ablehnung,negativ,83575,Abscheu,"Er solle erfahren, waß der Haß eines rachgürigen weibsbildes vermöge, deren liebe er verachtet hat.
","['Er', 'solle', 'erfahren', ',', 'waß', 'der', 'Haß', 'eines', 'rachgürigen', 'weibsbildes', 'vermöge', ',', 'deren', 'liebe', 'er', 'verachtet', 'hat', '.']",
381,,,,,,VH,negativ,83832,CATMA_C1427E01-F6D0-41DB-8398-41F076E539A5,26,Emotionen der Angst,negativ,83691,Angst,"Aber sehet zu, das die kühnheit beÿ euch die vorsichtigkeit nicht überwege, damit wür nicht selbst fallen an statt einen andern zu stürtzen.
","['Aber', 'sehet', 'zu', ',', 'das', 'die', 'kühnheit', 'beÿ', 'euch', 'die', 'vorsichtigkeit', 'nicht', 'überwege', ',', 'damit', 'wür', 'nicht', 'selbst', 'fallen', 'an', 'statt', 'einen', 'andern', 'zu', 'stürtzen', '.']",
382,,,,,,VH,negativ,84331,CATMA_2B101F28-17CC-4196-8DDD-310D7B0EF551,7,Emotionen der Ablehnung,negativ,84287,Abscheu,Man mus die gall der Tödlichen feindschafft ,"['Man', 'mus', 'die', 'gall', 'der', 'Tödlichen', 'feindschafft']",
383,,,,,,VH,positiv,84397,CATMA_D730804C-ED9D-4B44-BDF4-364D416C564D,6,Emotionen der Zuneigung,positiv,84352,Freundschaft,mit den Hönig einer verstellten freindschafft,"['mit', 'den', 'Hönig', 'einer', 'verstellten', 'freindschafft']",
384,,,,,,VH,negativ,84512,CATMA_D24810C3-87D9-480A-815B-73E2BD7DB7CD,4,Emotionen der Ablehnung,negativ,84491,Ärger,"Lasse mich böswicht.
","['Lasse', 'mich', 'böswicht', '.']",
385,,,,,,VH,positiv,84835,CATMA_D95ED87E-B7A6-4BED-B50C-92ADBE8E946E,21,Emotionen der Freude,positiv,84720,Freude,"aber ô sterne, sehe ich nicht hier den kaÿser meinen bruder - lasset mich euch vmbfangen kaÿserlicher Herr bruder.
","['aber', 'ô', 'sterne', ',', 'sehe', 'ich', 'nicht', 'hier', 'den', 'kaÿser', 'meinen', 'bruder', '-', 'lasset', 'mich', 'euch', 'vmbfangen', 'kaÿserlicher', 'Herr', 'bruder', '.']",
386,,,,,,VH,negativ,85032,CATMA_C1A8F35F-1D42-4674-B3FD-9351543E663F,7,Emotionen der Ablehnung,negativ,84991,Abscheu,"Zuruckh vermessene ich kenne dich nicht.
","['Zuruckh', 'vermessene', 'ich', 'kenne', 'dich', 'nicht', '.']",
387,,,,,,VH,negativ,85428,CATMA_F1F93F11-BEEE-4BDF-948F-BB1461703C47,41,Emotionen der Ablehnung,negativ,85162,Abscheu,"Nein du Greuel des kaÿserlichen Stammen hauses. Die ienige ist meine schwester nicht, welche die gräntze aller Tugend vnd erbahrkeit uberschritten vnd wider mein wissen mit einen frembdling eine schimpfliche vnd ihrer ehre höchst nachtheillige Flucht ergriffen hat.
","['Nein', 'du', 'Greuel', 'des', 'kaÿserlichen', 'Stammen', 'hauses', '.', 'Die', 'ienige', 'ist', 'meine', 'schwester', 'nicht', ',', 'welche', 'die', 'gräntze', 'aller', 'Tugend', 'vnd', 'erbahrkeit', 'uberschritten', 'vnd', 'wider', 'mein', 'wissen', 'mit', 'einen', 'frembdling', 'eine', 'schimpfliche', 'vnd', 'ihrer', 'ehre', 'höchst', 'nachtheillige', 'Flucht', 'ergriffen', 'hat', '.']",
388,,,,,,VH,positiv,85802,CATMA_17AC7FBE-E6C6-456A-A10C-FB9FF3E7CB5E,11,Emotionen der Zuneigung,positiv,85745,Liebe,"Die liebe ô kaÿser hat zu diesen fehler mich verleittet.
","['Die', 'liebe', 'ô', 'kaÿser', 'hat', 'zu', 'diesen', 'fehler', 'mich', 'verleittet', '.']",
389,valentinianus,,,,,VH,negativ,86060,CATMA_50C7371C-2204-4731-B654-25CA4E258AE3,22,Emotionen der Ablehnung,negativ,85943,Abscheu,"Schweige Lasterhaffte, vnd wofern du dein Leben liebest,  lasse dich nicht gelüsten zu melden, das du Honoria seÿest,","['Schweige', 'Lasterhaffte', ',', 'vnd', 'wofern', 'du', 'dein', 'Leben', 'liebest', ',', 'lasse', 'dich', 'nicht', 'gelüsten', 'zu', 'melden', ',', 'das', 'du', 'Honoria', 'seÿest', ',']",
390,,,,,,VH,negativ,86545,CATMA_D68B980E-A2B1-40C4-849C-AA3EEEF7F55D,72,Emotionen des Leids,negativ,86127,Leid,"Meineÿdiger Torismondo, aus liebe gegen dier hab ich meine kaÿserliche würde vnd hochheit verlassen, mein leben vnd ehransehen in gefahr gesezet, der gnad des kaÿsers mich verlüstig gemacht, vnd du ô vnmenschlicher aÿdt schwüre vnsterblicher, nach dem du mit hand vnd mundt vnd hertzen schon an eine andere verbunden, erkünest dich durch falsche aÿdschwüre ewiger trew mich zu betrügen, zu entführen vnd zu Ehelichen.
","['Meineÿdiger', 'Torismondo', ',', 'aus', 'liebe', 'gegen', 'dier', 'hab', 'ich', 'meine', 'kaÿserliche', 'würde', 'vnd', 'hochheit', 'verlassen', ',', 'mein', 'leben', 'vnd', 'ehransehen', 'in', 'gefahr', 'gesezet', ',', 'der', 'gnad', 'des', 'kaÿsers', 'mich', 'verlüstig', 'gemacht', ',', 'vnd', 'du', 'ô', 'vnmenschlicher', 'aÿdt', 'schwüre', 'vnsterblicher', ',', 'nach', 'dem', 'du', 'mit', 'hand', 'vnd', 'mundt', 'vnd', 'hertzen', 'schon', 'an', 'eine', 'andere', 'verbunden', ',', 'erkünest', 'dich', 'durch', 'falsche', 'aÿdschwüre', 'ewiger', 'trew', 'mich', 'zu', 'betrügen', ',', 'zu', 'entführen', 'vnd', 'zu', 'Ehelichen', '.']",
391,,,,,,VH,positiv,86318,CATMA_6C699F33-16AB-4287-BF2E-A3EBBA080651,32,Emotionen der Zuneigung,positiv,86127,Liebe,"Meineÿdiger Torismondo, aus liebe gegen dier hab ich meine kaÿserliche würde vnd hochheit verlassen, mein leben vnd ehransehen in gefahr gesezet, der gnad des kaÿsers mich verlüstig gemacht, ","['Meineÿdiger', 'Torismondo', ',', 'aus', 'liebe', 'gegen', 'dier', 'hab', 'ich', 'meine', 'kaÿserliche', 'würde', 'vnd', 'hochheit', 'verlassen', ',', 'mein', 'leben', 'vnd', 'ehransehen', 'in', 'gefahr', 'gesezet', ',', 'der', 'gnad', 'des', 'kaÿsers', 'mich', 'verlüstig', 'gemacht', ',']",
392,liso,,,,,VH,positiv,86700,CATMA_BB18B222-71C8-4DCA-AA88-1442AFB813F7,26,Emotionen der Freude,positiv,86552,Schadenfreude,"Sie würd villeicht auch manchen ehrlichen Kerl betrogen haben, schadt derowegen nichts, ob sie schon auch ein mahl einer hinter das licht geführet.
","['Sie', 'würd', 'villeicht', 'auch', 'manchen', 'ehrlichen', 'Kerl', 'betrogen', 'haben', ',', 'schadt', 'derowegen', 'nichts', ',', 'ob', 'sie', 'schon', 'auch', 'ein', 'mahl', 'einer', 'hinter', 'das', 'licht', 'geführet', '.']",
393,,,,,,VH,negativ,86782,CATMA_D2F99557-CD0C-4A11-B369-8EAF9F20E3FE,13,Emotionen des Leids,negativ,86710,Leid,"O grausamer, deine Vntrew wird entlich die mörderin meines Lebens sein.
","['O', 'grausamer', ',', 'deine', 'Vntrew', 'wird', 'entlich', 'die', 'mörderin', 'meines', 'Lebens', 'sein', '.']",
394,,,,,,VH,positiv,87083,CATMA_EBC33ACC-C05A-4884-8A98-C84C27F26A36,68,Emotionen der Zuneigung,positiv,86789,Lust,"Das mächt mich lüsten, wan ich ein weibsbild wäre das ich wegen eines Kerls, der mich nicht haben mächt, sterben wolte. Gäbe er mir den Korb, so gäb ich ihm wider. Es seindt Vnser ia noch mehr auf der welt, sehet mich an, wan ich euch gefalle, so saget nur ia, beÿ mir ist schon alles richtig.
","['Das', 'mächt', 'mich', 'lüsten', ',', 'wan', 'ich', 'ein', 'weibsbild', 'wäre', 'das', 'ich', 'wegen', 'eines', 'Kerls', ',', 'der', 'mich', 'nicht', 'haben', 'mächt', ',', 'sterben', 'wolte', '.', 'Gäbe', 'er', 'mir', 'den', 'Korb', ',', 'so', 'gäb', 'ich', 'ihm', 'wider', '.', 'Es', 'seindt', 'Vnser', 'ia', 'noch', 'mehr', 'auf', 'der', 'welt', ',', 'sehet', 'mich', 'an', ',', 'wan', 'ich', 'euch', 'gefalle', ',', 'so', 'saget', 'nur', 'ia', ',', 'beÿ', 'mir', 'ist', 'schon', 'alles', 'richtig', '.']",
395,,,,,,VH,negativ,87135,CATMA_62D3FAFF-2C1D-462D-A099-F0832DEE5D6A_0,8,Emotionen der Ablehnung,negativ,87093,Ärger,"Wie einfalt meinest du mich zu ehelichen?
","['Wie', 'einfalt', 'meinest', 'du', 'mich', 'zu', 'ehelichen', '?']",
396,,,,,,VH,negativ,87277,CATMA_62D3FAFF-2C1D-462D-A099-F0832DEE5D6A_1,8,Emotionen der Ablehnung,negativ,87241,Ärger,"Was solt ich wohl mit dir anfangen?
","['Was', 'solt', 'ich', 'wohl', 'mit', 'dir', 'anfangen', '?']",
397,,,,,,VH,negativ,87357,CATMA_62D3FAFF-2C1D-462D-A099-F0832DEE5D6A_2,6,Emotionen der Ablehnung,negativ,87336,Ärger,"Du bist ia ein Narr.
","['Du', 'bist', 'ia', 'ein', 'Narr', '.']",
398,,,,,,VH,negativ,87606,CATMA_62D3FAFF-2C1D-462D-A099-F0832DEE5D6A_3,22,Emotionen der Ablehnung,negativ,87479,Ärger,"Darffstu dich wohl erkünen deine liebe auf eine Princessin zu erhöhen, da du doch ein gemeiner vnd verächtlicher Soldath bist.
","['Darffstu', 'dich', 'wohl', 'erkünen', 'deine', 'liebe', 'auf', 'eine', 'Princessin', 'zu', 'erhöhen', ',', 'da', 'du', 'doch', 'ein', 'gemeiner', 'vnd', 'verächtlicher', 'Soldath', 'bist', '.']",
399,,,,,,VH,positiv,87231,CATMA_D7F2EA46-5259-4213-B4CE-59001059F449_0,17,Emotionen der Zuneigung,positiv,87142,Lust,"Warumb nicht, ich sehe ia gleich wohl einen praffen Kerl gleicher als einer offen gabel.
","['Warumb', 'nicht', ',', 'ich', 'sehe', 'ia', 'gleich', 'wohl', 'einen', 'praffen', 'Kerl', 'gleicher', 'als', 'einer', 'offen', 'gabel', '.']",
400,,,,,,VH,positiv,87326,CATMA_D7F2EA46-5259-4213-B4CE-59001059F449_1,10,Emotionen der Zuneigung,positiv,87284,Lust,"In das beth legen, vnd beÿ mir schlaffen.
","['In', 'das', 'beth', 'legen', ',', 'vnd', 'beÿ', 'mir', 'schlaffen', '.']",
401,,,,,,VH,positiv,87469,CATMA_D7F2EA46-5259-4213-B4CE-59001059F449_2,21,Emotionen der Zuneigung,positiv,87364,Lust,"So kombt ein paar narren zusammen, dan die liebe ist so selten ohne narrheit als ein bettler ohne lause.
","['So', 'kombt', 'ein', 'paar', 'narren', 'zusammen', ',', 'dan', 'die', 'liebe', 'ist', 'so', 'selten', 'ohne', 'narrheit', 'als', 'ein', 'bettler', 'ohne', 'lause', '.']",
402,,,,,,VH,positiv,87695,CATMA_D7F2EA46-5259-4213-B4CE-59001059F449_3,17,Emotionen der Zuneigung,positiv,87613,Lust,"Wüst ihr nicht das Sprichworth, ein mann von stroh ist ein weibs von golte werth.
","['Wüst', 'ihr', 'nicht', 'das', 'Sprichworth', ',', 'ein', 'mann', 'von', 'stroh', 'ist', 'ein', 'weibs', 'von', 'golte', 'werth', '.']",
403,,,,,,VH,positiv,87908,CATMA_D7F2EA46-5259-4213-B4CE-59001059F449_4,28,Emotionen der Zuneigung,positiv,87778,Lust,"Nein, nein man muß die wörter, vnd die meinung des Authors nicht verändern, sagt mir mit kurtzen, wolt ihr mich haben oder nicht?
","['Nein', ',', 'nein', 'man', 'muß', 'die', 'wörter', ',', 'vnd', 'die', 'meinung', 'des', 'Authors', 'nicht', 'verändern', ',', 'sagt', 'mir', 'mit', 'kurtzen', ',', 'wolt', 'ihr', 'mich', 'haben', 'oder', 'nicht', '?']",
404,,,,,,VH,positiv,88039,CATMA_C8CBFB22-EDED-459D-B061-B1B6C209FF4A,23,Emotionen der Zuneigung,positiv,87931,Liebe,"So will ich euch auch nicht, hie mit ist die liebe zwischen Vnß auffgehoben, ihr dörfft so stolz nicht sein,","['So', 'will', 'ich', 'euch', 'auch', 'nicht', ',', 'hie', 'mit', 'ist', 'die', 'liebe', 'zwischen', 'Vnß', 'auffgehoben', ',', 'ihr', 'dörfft', 'so', 'stolz', 'nicht', 'sein', ',']",
405,,,,,,VH,positiv,88427,CATMA_7251FA68-F909-4048-9B1B-2BA3EE17E0E3_0,28,Emotionen der Zuneigung,positiv,88296,Lust,"Aber was hab ich sagen wollen, wan ihr mich ia nicht heÿrathen wollet, so gebt mir zum wenigsten einen kuß, oder ich werd kranckh.
","['Aber', 'was', 'hab', 'ich', 'sagen', 'wollen', ',', 'wan', 'ihr', 'mich', 'ia', 'nicht', 'heÿrathen', 'wollet', ',', 'so', 'gebt', 'mir', 'zum', 'wenigsten', 'einen', 'kuß', ',', 'oder', 'ich', 'werd', 'kranckh', '.']",
406,,,,,,VH,positiv,88620,CATMA_7251FA68-F909-4048-9B1B-2BA3EE17E0E3_1,30,Emotionen der Zuneigung,positiv,88496,Lust,"Vnd was ist es dan, ein kuß fleckht ia nicht, vnd es wird auch nicht der erste sein, den ihr ausgebet, mein küst mich doch.
","['Vnd', 'was', 'ist', 'es', 'dan', ',', 'ein', 'kuß', 'fleckht', 'ia', 'nicht', ',', 'vnd', 'es', 'wird', 'auch', 'nicht', 'der', 'erste', 'sein', ',', 'den', 'ihr', 'ausgebet', ',', 'mein', 'küst', 'mich', 'doch', '.']",
407,,,,,,VH,negativ,88489,CATMA_062EB684-8C35-453C-8AB2-F584DD301917_0,9,Emotionen der Ablehnung,negativ,88437,Ärger,"Wie böswicht darffstu ein solches von mir begehren?
","['Wie', 'böswicht', 'darffstu', 'ein', 'solches', 'von', 'mir', 'begehren', '?']",
408,,,,,,VH,negativ,88683,CATMA_062EB684-8C35-453C-8AB2-F584DD301917_1,8,Emotionen der Ablehnung,negativ,88630,Ärger,"Dieses Vnuerschämbter empfange an statt eines kuses.
","['Dieses', 'Vnuerschämbter', 'empfange', 'an', 'statt', 'eines', 'kuses', '.']",
409,honoria,,liso,,,VH,negativ,89169,CATMA_6DA0BA67-77A7-4EE8-B7CA-4128912607F9,10,Emotionen der Ablehnung,negativ,89112,Ärger,"So seÿ ein andersmahl nicht so vnuerschämbt in begehren.
","['So', 'seÿ', 'ein', 'andersmahl', 'nicht', 'so', 'vnuerschämbt', 'in', 'begehren', '.']",
410,honoria,,,,,VH,negativ,89599,CATMA_2A744CE3-D361-4EBC-9869-57E6BC3045FC,5,Emotionen der Angst,negativ,89578,Angst,"Bleibe Liso, warthe.
","['Bleibe', 'Liso', ',', 'warthe', '.']",
411,,,,,,VH,negativ,90420,CATMA_9F9B890F-0661-43CD-B094-0EE8EB98E0FD,12,Emotionen der Angst,negativ,90351,Angst,"Vermelde mich nur nicht absonderlich beÿ dem Attila vnd dem Orontes.
","['Vermelde', 'mich', 'nur', 'nicht', 'absonderlich', 'beÿ', 'dem', 'Attila', 'vnd', 'dem', 'Orontes', '.']",
412,,,,,,VH,positiv,90610,CATMA_9CCE8A8D-C2D9-464E-8BBC-D856EE5DC1EF,37,Emotionen der Freude,positiv,90427,Freude,"So lang ich gelt hab, bekombt mich weder Attila noch Orontes noch iemand anderer zu sehen es seÿ dan, das sie mich beÿ Marcatanter suchen. Adieu indessen, es gehet auffs sauffen loß.
","['So', 'lang', 'ich', 'gelt', 'hab', ',', 'bekombt', 'mich', 'weder', 'Attila', 'noch', 'Orontes', 'noch', 'iemand', 'anderer', 'zu', 'sehen', 'es', 'seÿ', 'dan', ',', 'das', 'sie', 'mich', 'beÿ', 'Marcatanter', 'suchen', '.', 'Adieu', 'indessen', ',', 'es', 'gehet', 'auffs', 'sauffen', 'loß', '.']",
413,,,,,,VH,positiv,91071,CATMA_98145AA5-4CCF-496A-AF57-FBCF8B8ECAE7,29,Emotionen der Zuneigung,positiv,90891,Liebe,"So habt ihr dann ô helden mütige gemahlin bloß mich auß des Tigerhafften Attila wüttrichs klauen zu befrewen einen euren leben vnd ewrer ehre so gefährlichen rathschlus ergriffen?
","['So', 'habt', 'ihr', 'dann', 'ô', 'helden', 'mütige', 'gemahlin', 'bloß', 'mich', 'auß', 'des', 'Tigerhafften', 'Attila', 'wüttrichs', 'klauen', 'zu', 'befrewen', 'einen', 'euren', 'leben', 'vnd', 'ewrer', 'ehre', 'so', 'gefährlichen', 'rathschlus', 'ergriffen', '?']",
414,,,,,,VH,positiv,91249,CATMA_D579FF13-4440-4AD2-AA6C-D82FFED93B5A,33,Emotionen der Zuneigung,positiv,91079,Liebe,"Der liebet nicht In brinstig, welcher einige gefahr, sie seÿ auch so groß als sie wolle, schewet, vmb ewer Leben zu erhalten wolte ich das meinige Tausendmahl aufopffern.","['Der', 'liebet', 'nicht', 'In', 'brinstig', ',', 'welcher', 'einige', 'gefahr', ',', 'sie', 'seÿ', 'auch', 'so', 'groß', 'als', 'sie', 'wolle', ',', 'schewet', ',', 'vmb', 'ewer', 'Leben', 'zu', 'erhalten', 'wolte', 'ich', 'das', 'meinige', 'Tausendmahl', 'aufopffern', '.']",
415,,,,,,VH,positiv,91279,CATMA_91FA3D54-CEED-4898-9BB7-B0C215191938,6,Emotionen der Freude,positiv,91250,Freude,"Ich stelle mich vergnüget an,","['Ich', 'stelle', 'mich', 'vergnüget', 'an', ',']",
416,,,,,,VH,negativ,91324,CATMA_DAD2CB9D-2966-4CC8-B30D-3A7AA285CE48,8,Emotionen des Leids,negativ,91280,Leid,"da ich vor eÿffersucht doch schier vergehe.
","['da', 'ich', 'vor', 'eÿffersucht', 'doch', 'schier', 'vergehe', '.']",
417,theodoricus,,,,,VH,positiv,91370,CATMA_F0BD2757-C69C-42C0-9FE4-5BAE80CDFB72,4,Emotionen der Zuneigung,positiv,91347,Liebe,"O grosmütige gemahlin!
","['O', 'grosmütige', 'gemahlin', '!']",
418,irene,,,,,VH,positiv,91401,CATMA_0152ECF9-E045-476F-950A-FE7DC16CEA68,4,Emotionen der Zuneigung,positiv,91378,Liebe,"O angebettener gemahl!
","['O', 'angebettener', 'gemahl', '!']",
