,start,end,id,tag_type_id,tag_type_speech,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,path,text,base_polarity,main_emotion_class,tag_type,Drama
649,142968,143093,CATMA_11150B25-75F1-468F-97F3-80A1303ED020,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"So gewiß, als ich lebe, ist es mein Ernst. Er ist unwürdig, noch einen Augenblick von
              Ihnen geliebt zu werden.
",positiv,Emotionen der Zuneigung,Liebe,ZaertlichenSchwestern
650,143104,143135,CATMA_2C5F5016-A10B-4C65-9817-1AAB0A2E0B74,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Und ich werde ihn ewig lieben.
",positiv,Emotionen der Zuneigung,Liebe,ZaertlichenSchwestern
654,143371,144010,CATMA_3D31DEC4-EDC2-4FA6-89A4-C4BD210B2106,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Geben Sie mir die Waffen wider Sie nicht in die Hand. Ich habe Sie und meinen
              Liebhaber für aufrichtig gehalten. Ich will mich betrogen haben. Aber wen soll ich
              zuerst hassen? Ist Ihnen etwas an meiner Freundschaft gelegen: so schweigen Sie. Sie
              verändern mein ganzes Herz. Sie haben mir und meinem Hause viel Wohltaten erwiesen;
              aber dadurch haben Sie kein Recht erlangt, mit mir eigennützig zu handeln. Wäre es
              Ihrem Charakter nicht gemäßer, mich tugendhaft zu erhalten, als daß Sie mich
              niederträchtig machen wollen? Warum reden Sie denn nur heute so?
",negativ,Emotionen der Ablehnung,Ärger,ZaertlichenSchwestern
656,144183,144249,CATMA_01D37D99-C6EA-4934-AACB-0894241F6640,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Das ist schrecklich. Haben Sie diese auch auf Ihre Seite gezogen?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
657,144257,144505,CATMA_59E628FD-A2CC-473B-8475-F840E9CA8D37,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ja, sie sind auf meiner Seite, sowohl als Ihr Herr Vater. Und ehe ich zugebe, daß ein
              Niederträchtiger Ihr Mann wird, ehe will ich mich der größten Gefahr aussetzen. Sie
              sind viel zu edel, viel zu liebenswürdig für ihn.
",positiv,Emotionen der Zuneigung,Verehrung,ZaertlichenSchwestern
658,144516,144874,CATMA_E9A250F8-C9E9-43D9-9CEE-B079D41C3772,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Wollen Sie mir denn etwa selbst Ihr Herz anbieten? Muß er nur darum ein Betrüger
              sein, weil ich in Ihren Augen so liebenswürdig bin? Und Sie glauben, daß sich ein
              edles Herz auf diese Art gewinnen läßt? Nunmehr muß ich entweder nicht tugendhaft sein
              oder Sie hassen. Und bald werde ich Sie nicht mehr ansehn können.
",negativ,Emotionen der Ablehnung,Ärger,ZaertlichenSchwestern
660,145240,145463,CATMA_219080E8-4B43-49A7-B80D-75C6EFD0224E,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Das ist ein neuer Kunstgriff. Mein Herr, Ihre List, wenn es eine ist, und sie ist es,
              sei verwünscht! Wie? Er, den ich wie mich liebe? ... Sie wollen sich an seine Stelle
              setzen? Ist es möglich?
",negativ,Emotionen der Ablehnung,Ärger,ZaertlichenSchwestern
661,145471,146014,CATMA_1F630BAB-9391-4C22-96C3-CB3DFBC0186C,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Dieser Vorwurf ist der bitterste; aber auch den will ich verschmerzen. Es ist wahr,
              daß ich Sie ungemein hochachte; aber ich habe ein sicheres Mittel, Ihnen diesen
              grausamen Gedanken von meiner Niederträchtigkeit zu benehmen. Ich will Ihnen
              versprechen, Ihr Haus nicht mehr zu betreten, solange ich lebe. Und wenn ich durch
              diese Entdeckung Ihre Liebe zu gewinnen suche: so strafe mich der Himmel auf das
              entsetzlichste. Nach diesem Schwure schäme ich mich, mehr zu reden.
",negativ,Emotionen des Leids,Leid,ZaertlichenSchwestern
663,146049,146066,CATMA_59FBB644-F78A-4AED-B203-7F0814FEFDD7,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.945+0200,-11957866.0,/TEI/text/body/div/div/stage,"Lottchen allein.
",Emotionale Bewegtheit,Emotionen der Angst,Verzweiflung,ZaertlichenSchwestern
664,146066,146313,CATMA_CD585A69-1020-4FE6-8032-2BD6101D2D7A,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/p,"Gott, was ist das? ... Er soll mir untreu sein? ... Nimmermehr! Nein! Der Vormund sei
            ein Betrüger und nicht er. ... Du, redliches Herz! Du, mein Freund, um dich will man
            mich bringen? Warum beweist er deine Untreue nicht?
",negativ,Emotionen der Angst,Verzweiflung,ZaertlichenSchwestern
666,146362,146544,CATMA_97D2B670-4D27-4F34-8731-D82E8CAAB6EA,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Kommen Sie mir zu Hülfe. Und wenn sie mein Unglück auch alle wollen: so sind doch Sie
              zu großmütig dazu. Was geht mit meinem Bräutigam vor? Sagen Sie mir's aufrichtig.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
668,146584,146792,CATMA_1996B467-6605-4324-BB1E-C48F4AE4E66E,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.945+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Auch Sie sind mein Feind geworden? Hat Sie mein Liebhaber beleidiget: so handeln Sie
              doch wenigstens so großmütig und sagen mir nichts von der Rache, die Sie an ihm nehmen
              wollen.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
670,146849,146969,CATMA_3B9121AC-F30B-4AE0-A984-9E48A382E936,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Aber klein genug zur Undankbarkeit? Hat Ihnen mein Geliebter nicht heute den
              redlichsten Dienst erwiesen?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
671,146977,147117,CATMA_9658FB76-05D0-44F8-B3B9-4E0269238318,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Wollte der Himmel, er hätte mir ihn nicht erwiesen: so würden Sie glücklicher, und er
              würde nur ein verborgner Verräter sein.
",negativ,Emotionen der Ablehnung,Abscheu,ZaertlichenSchwestern
672,147128,147234,CATMA_4C3F5791-DD0C-4381-AF5D-9C8127004B95,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Betrüger! Verräter! Sind das die Namen meines Freundes, den ich zwei Jahre kenne und
              liebe?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
673,147242,147740,CATMA_51962CA9-D6B6-4E65-A427-183D77FA7A88,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Wenn ich die Aufrichtigkeit weniger liebte: so würde ich mit mehr Mäßigung vor Ihnen
              reden. Aber mein Eifer gibt mir für Ihren Liebhaber keinen andern Namen ein. Sie,
              meine Schwester, sind Ihres Herzens wegen würdig, angebetet zu werden, und eben
              deswegen ist der Mensch, der bei Ihrer Zärtlichkeit und bei den sichtbarsten Beweisen
              der aufrichtigsten Liebe sich noch die Untreue kann einfallen lassen, eine
              abscheuliche Seele.
",negativ,Emotionen der Ablehnung,Abscheu,ZaertlichenSchwestern
674,147751,148378,CATMA_3D364BB5-306C-41E0-863B-1F32EF9B6EC0,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Eine abscheuliche Seele? Wohlan; nun fordere ich Beweise. Heftiger.

              Doch weder Ihr Vormund, noch Sie, noch meine Schwester, noch mein Vater selbst werden
              ihm meine Liebe entziehn können. Und ich nehme keinen Beweis an als sein eigen
              Geständnis. Ich bin so sehr von seiner Tugend überzeugt, daß ich weiß, daß er auch den
              Gedanken der Untreue nicht in sich würde haben aufsteigen lassen, ohne mir ihn selbst
              zu entdecken. Und ich würde ihn wegen seiner gewissenhaften Zärtlichkeit nur desto
              mehr lieben, wenn ich ihn anders mehr lieben könnte.
",positiv,Emotionen der Zuneigung,Ärger,ZaertlichenSchwestern
675,147809,147819,CATMA_89BD2994-0518-419F-A535-21D3FEE89693,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.946+0200,-11957866.0,/TEI/text/body/div/div/sp/p/stage,"Heftiger.
",negativ,Emotionen der Ablehnung,Ärger,ZaertlichenSchwestern
676,148386,148629,CATMA_EEC0D806-42DC-4662-A4AC-1F258DA04E0F,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ich sage es Ihnen, wenn Sie mir nicht trauen: so gebe ich Ihnen das Herz meiner Braut
              wieder zurück. Ihnen bin ich's schuldig; aber ich mag nicht die größte Wohltat von
              Ihnen genießen und zugleich Ihr Unglück sehn.
",negativ,Emotionen des Leids,Leid,ZaertlichenSchwestern
677,148640,149121,CATMA_8F6A8E6A-0949-42C0-8DB5-A303411E7529,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Sie müssen mich für sehr wankelmütig halten, wenn Sie glauben, daß ich durch bloße
              Beschuldigungen mich in der Liebe irren lasse. Haben Sie oder ich mehr Gelegenheit
              gehabt, das Herz meines Bräutigams zu kennen? Wenn Sie recht haben, warum werfen Sie
              ihm seine Untreue abwesend vor? Rufen Sie  ihn hieher. Alsdann sagen Sie
              mir seine Verbrechen. Er ist edler gesinnet als wir alle. Und ich will ihn nun
              lieben.
",negativ,Emotionen der Ablehnung,Ärger,ZaertlichenSchwestern
680,149228,149565,CATMA_0BF97A8C-F455-4887-B4B3-A9E531E4321E,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Er geht? Er untersteht sich, ihn zu rufen? Nun fängt mein Herz an zu zittern.
                Sie sieht Julchen. Kläglich.
 Meine Schwester, bist du auch da? Hast
              du mich noch lieb? Lottchen umarmt sie.
 Willst du mir die traurigste
              Nachricht bringen: O nein! Warum schweigst du? Warum kommt er nicht selbst?
",negativ,Emotionen der Angst,Verzweiflung,ZaertlichenSchwestern
681,149322,149351,CATMA_5B7BC644-2F70-4673-A2C4-A7B4091B5582,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.946+0200,-11957866.0,/TEI/text/body/div/div/sp/p/stage,"Sie sieht Julchen. Kläglich.
",negativ,Emotionen der Angst,Verzweiflung,ZaertlichenSchwestern
682,149424,149445,CATMA_EA693126-BEB8-4EED-91E4-CEDA8BD90B36,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.946+0200,-11957866.0,/TEI/text/body/div/div/sp/p/stage,"Lottchen umarmt sie.
",negativ,Emotionen der Angst,Verzweiflung,ZaertlichenSchwestern
683,149575,149635,CATMA_9E2EF85A-D052-497E-9ECF-C391FA5D4D3E,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ich bitte dich, höre auf, einen Menschen zu lieben, der ...
",positiv,Emotionen der Zuneigung,Liebe,ZaertlichenSchwestern
684,149646,150042,CATMA_E62C21C8-88D6-47A0-89ED-3DB534BD4D79,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Er soll schuldig sein; aber muß er gleich meiner Liebe unwürdig sein? Nein, meine
              liebe Schwester. Ach nein, er ist gewiß zu entschuldigen. Willst du ihn nicht
              verteidigen? Vergißt du schon, was er heute zu deiner Ruhe beigetragen hat? Warum
              sollte er mir untreu sein, da ich Vermögen habe? Warum ward er's nicht, da ich noch
              keines hatte?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
685,150052,150263,CATMA_8FFC3AD2-A9A9-45D1-AA19-3CBD2C782653,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Er ward es zu der Zeit, da er in den Gedanken stund, daß ich die Erbin des Testaments
              wäre. Ach! liebe Schwester, wie glücklich wollt ich sein, wenn ich dich nicht
              hintergangen sähe!
",negativ,Emotionen des Leids,Mitleid,ZaertlichenSchwestern
686,150274,150314,CATMA_1E744D8D-D485-48D6-A38F-4E4EBF172994,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"So ist es gewiß? Hart.
 Nein! sage ich.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
687,150291,150297,CATMA_806A15DB-9148-4D21-9249-F059B072F110,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.946+0200,-11957866.0,/TEI/text/body/div/div/sp/p/stage,"Hart.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
688,150324,150912,CATMA_7B2D81AD-3FB5-4C0C-8EBB-B7BC90009852,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ich habe lange mit mir gestritten. Ich habe ihn in meinem Herzen, vor meinem
              Bräutigam, vor seinem Vormunde und vor unserm Vater entschuldiget. Ich würde sie aus
              Liebe zu dir noch alle für betrogne Zeugen halten. Aber es ist nicht mehr möglich. Er
              selbst hat sich hier an dieser Stelle angeklagt, als du ihn nach dem empfangenen Brief
              verlassen hattest. Er war allein. Die Unruhe und sein Verbrechen redten aus ihm. Er
              hörte mich nicht kommen. O hätt' er doch ewig geschwiegen! ... Ach, meine
              Schwester!
",negativ,Emotionen des Leids,Leid,ZaertlichenSchwestern
689,150923,151347,CATMA_0436B85F-0BF8-4240-BD0A-169994EC39A5,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Meine Schwester, was sagst du mir? Er hat sich selbst angeklagt? Er ist untreu? Aber
              wie könnte ich ihn noch lieben, wenn er's wäre? Nein, ich liebe ihn, und er liebt mich
              gewiß. Ich habe ihm ja die größten Beweise der aufrichtigsten Neigung gegeben ...
                Zornig.
 Aber was quält ihr mich mit dem entsetzlichsten Verdachte?
              Was hat er denn getan? Nichts hat er getan.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
690,151221,151229,CATMA_713F57A5-C503-4B1E-83E8-1FAA9B866B12,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.946+0200,-11957866.0,/TEI/text/body/div/div/sp/p/stage,"Zornig.
",negativ,Emotionen der Ablehnung,Ärger,ZaertlichenSchwestern
691,151357,151757,CATMA_E2A16823-22E8-4FC4-B1B4-D19DE8E5FEB1,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Er hat mich auf eine betrügerische Art der Liebe zu meinem Bräutigam entreißen und
              sich an seine Stelle setzen  wollen. Er hat meinen Vater überreden
              wollen, als ob ich ihn selbst liebte, und als wenn du hingegen den Herrn Damis
              liebtest. Er hat ihm geraten, die Verlobung noch acht Tage aufzuschieben. Er hat sogar
              um mich bei ihm angehalten.
",negativ,Emotionen des Leids,Leid,ZaertlichenSchwestern
692,151768,151878,CATMA_00FDA6AE-2EDC-43C1-B526-46B0C9AA9697,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Wie? Hat er nicht noch vor wenig Augenblicken mich um mein Herz gebeten? Ihr haßt ihn
              und mich.
",negativ,Emotionen der Ablehnung,Ärger,ZaertlichenSchwestern
694,151973,152602,CATMA_8BE00AF3-0707-4097-B83F-91D4B5B83ECD,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Also richtet sich sein Herz nach dem Testamente und nicht nach meiner Liebe? Ich
              Betrogene! Doch es ist unbillig, ihn zu verdammen. Ich muß ihn selbst hören. Auch die
              edelsten Herzen sind nicht von Fehlern frei, die sie doch bald bereuen.
                Kläglich.
 Liebste Schwester, verdient er keine Vergebung? Mach ihn
              doch unschuldig. Ich will ihn nicht besitzen. Ich will ihn zu meiner Qual meiden. Ich
              will ihm die ganze Erbschaft überlassen, wenn ich nur die Zufriedenheit habe, daß er
              ein redliches Herz hat. O Liebe! ist das der Lohn für die Treue?
",negativ,Emotionen des Leids,Leid,ZaertlichenSchwestern
695,152256,152266,CATMA_C8F242B3-06D5-4847-9840-3D21782AD320,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.946+0200,-11957866.0,/TEI/text/body/div/div/sp/p/stage,"Kläglich.
",negativ,Emotionen des Leids,Leid,ZaertlichenSchwestern
697,152658,152820,CATMA_F4239090-62D5-4BC9-BE7C-DA8EC7EAD24D,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Soll ich nunmehr so glücklich sein, Ihr Ja zu erhalten? Der Herr Vater hat mir seine
              Einwilligung gegeben. Sie lieben mich doch, großmütige Schöne?
",positiv,Emotionen der Zuneigung,Liebe,ZaertlichenSchwestern
698,152831,152862,CATMA_416D3D2B-B681-4AC4-9315-27EED0560BAF,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Und Sie lieben mich doch auch?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
699,152873,153026,CATMA_0DF64892-B8A0-4190-ACE3-9E143782865C,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Sie kennen mein Herz seit etlichen Jahren, und Sie wissen gewiß, daß mein größter und
              liebster Wunsch durch Ihre Liebe erfüllt worden ist.
",positiv,Emotionen der Zuneigung,Liebe,ZaertlichenSchwestern
700,153037,153089,CATMA_687D8A37-E764-49CB-BD23-EE91B6A3D70A,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Aber ... meine Schwester ... Warum erschrecken Sie?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
701,153100,153342,CATMA_B5422A69-AA02-4A14-AC39-3929A51C2EC3,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ich erschrecke, daß Sie sich nicht besinnen, daß Sie mir diese List selbst zugemutet
              haben. Sollte ich nicht durch eine verstellte Liebe Julchens Herz versuchen? Reden
              Sie, Mamsell Julchen, entschuldigen Sie mich.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
703,153687,154581,CATMA_BEAE1949-E8EE-4A40-B15F-3029DEC3B031,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ich soll untreu sein? ... Ich Er gerät in Unordnung.
 Ich soll der
              aufrichtigsten Seele untreu sein? Wer? Ich? Gegen Ihren Herrn Vater soll ich etwas
              gesprochen haben? Was sind  das für schreckliche Geheimnisse? ... Sie
              sehn mich ängstlich an, meine Schöne? Wie? Sie lieben mich nicht? Sie lassen sich
              durch meine Widerlegungen nicht bewegen? ... Sie hören meine Gründe nicht an? ... Bin
              ich nicht unschuldig? ... Wer sind meine Feinde? ... Ich berufe mich auf mein Herz,
              auf die Liebe, auf den Himmel. ... Doch auch mich zu entschuldigen, könnte ein Zeichen
              des Verdachtes sein. ... Nein, meine Schöne, Sie müssen mir ohne Schwüre glauben. Ich
              will Sie, ich will meine Ruhe, mein Leben verlieren, wenn ich Ihnen untreu gewesen
              bin. Wollen Sie mir noch nicht glauben?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
704,153717,153740,CATMA_547BA51E-D90E-4162-85A8-F824177F3B3C,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.946+0200,-11957866.0,/TEI/text/body/div/div/sp/p/stage,"Er gerät in Unordnung.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
706,154630,154642,CATMA_144D5F98-954C-4295-B862-1F778CA03742,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.946+0200,-11957866.0,/TEI/text/body/div/div/sp/stage,"mit Tränen.
",negativ,Emotionen des Leids,Mitleid,ZaertlichenSchwestern
707,154642,154666,CATMA_C9C02447-7EC6-4B04-854C-7CDFB25456D2,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Er ist wohl unschuldig.
",negativ,Emotionen des Leids,Mitleid,ZaertlichenSchwestern
708,154677,155036,CATMA_0CC43DB1-6F79-4B10-B5B9-4E65C779ECE9,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.946+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ja, das bin ich. Ich liebe Sie. Ich bete Sie an und suche meine Wohlfahrt in Ihrer
              Zufriedenheit. Wollen Sie jene vergrößern: so stellen Sie diese wieder her, und lassen
              Sie den Verdacht fahren, den ich in der Welt niemanden vergeben kann als Ihnen. Soll
              ich das Glück noch erlangen, Sie als die Meinige zu besitzen?
",positiv,Emotionen der Zuneigung,Liebe,ZaertlichenSchwestern
709,155046,155073,CATMA_C8D28BC9-AB8B-48A6-84C7-0E107BB6AB9B,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.947+0200,-11957866.0,/TEI/text/body/div/div/sp/stage,"sie sieht ihn kläglich an.
",negativ,Emotionen des Leids,Mitleid,ZaertlichenSchwestern
710,155073,155107,CATMA_E389CD9A-2E6A-4C2C-983A-F105C72124DB,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Mich? ... als die Ihrige? ... Ja!
",negativ,Emotionen des Leids,Mitleid,ZaertlichenSchwestern
711,155117,155134,CATMA_9BFB776E-B3B8-4C5D-9971-DAB29EB0AAB1,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Meine Schwester!
",Emotionale Bewegtheit,Emotionen der Angst,Angst,ZaertlichenSchwestern
712,155145,155282,CATMA_487F998D-3F3F-4D69-AEA9-A40E1BA92991,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Schweig. Herr Siegmund, ich möchte nur noch ein Wort mit meinem Papa sprechen,
              alsdann wollen wir unsere Feinde beschämen.
",negativ,Emotionen des Leids,Mitleid,ZaertlichenSchwestern
716,155641,156456,CATMA_1E8D0077-697B-4198-BD9D-1EE856174EAB,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Nun, meine Kinder, wenn euch nichts weiter aufhält: so sähe ich's gern, wenn ihr die
              Ringe wechseltet, damit wir uns alsdann Paar und Paar zu Tische setzen können. Ei,
              Lottchen, wer hätte heute früh gedacht, daß du auf den Abend mit einem Rittergute zu
              Bette gehen würdest! Der Himmel hat es wohl gemacht. Julchen kriegt einen reichen und
              wackern Mann, weil sie wenig hat. Und du, weil du viel hast, machst einen armen Mann
              glücklich. Das ist schön. Dein Siegmund wird schon erkenntlich für deine Treue sein.
              Er kann einem durch seine Worte recht das Herz aus dem Leibe reden. Der
              ehrliche Mann! Wievielmal hat er mir nicht die Hand geküßt! Wie kindlich hat er mich
              nicht um meine Einwilligung gebeten!
",positiv,Emotionen der Freude,Freude,ZaertlichenSchwestern
