 ,file,author,title0,title1,title2,date,date_written,date_print,date_premiere,when_0_textgrid,when_1_textgrid,notAfter_0_textgrid,notBefore_0_textgrid,notAfter_1_textgrid,notBefore_1_textgrid,genretitle,genre classification,subgenre,Entstehung,Erstdruck,Sortierdatum,Uraufaufführung,UAOrt,UABühne,UATruppe,Dramatis_Personae,act_count,scene_count,l_count,lg_count,p_count
368,GerDracor/goethe-erwin-und-elmire.xml,"Goethe, Johann Wolfgang",Erwin und Elmire,Ein Schauspiel mit Gesang,"Johann Wolfgang von Goethe: Berliner Ausgabe. Herausgegeben von Siegfried Seidel:
 Poetische Werke [Band 1–16]; Kunsttheoretische Schriften und Übersetzungen [Band
 17–22], Berlin: Aufbau, 1960 ff.",1775,,1775,1775,,,,,,,Singspiel,S,,1774/75,1775,1775,,Frankfurt,,Marchand,no,0,1,247,47,195
,TextGrid/-Eulenspiegel.xml,"Nestroy, Johann",Eulenspiegel,"Johann Nestroy: Gesammelte Werke. Ausgabe in sechs Bänden, Wien: Verlag von Anton Schroll & Co., 1962.",,1801,,,,1962,,1862,1801,,,Posse mit Gesang in 4 Akten,K,,,1841,1801,,,,,,,,,,
454,GerDracor/richter-eumenides-duester.xml,"Stahlpanzer, Anton Richter Ludwig",Eumenides Düster,Trauerspiel nach Adolph Müllner's Weise,"Eumenides Düster. Trauerspiel nach Adolph Müllner's Weise von Ludwig Stahlpanzer.
 Braunschweig: Vieweg 1828.",1819,,1819,,,,,,,,Trauerspiel,T,,,1819,1819,,,,,,,,,,
167,GerDracor/chezy-euryanthe.xml,"Chézy, Helmina von",Euryanthe,Romantische Oper in drei Aufzügen,"Carl Maria von Weber: Euryanthe. Romantische Oper in drei Aufzügen, Dichtung von
 Helmine von Chezy, hg. v. Carl Friedrich Wittmann, Leipzig: Reclam, [o.J.].",1823,,,1823,,,,,,,Oper,S,,,,1823,25.10.1823,Wien,Kärntnertor-Theater,,no,3,25,1046,229,0
248,GerDracor/gessner-evander-und-alcimna.xml,"Gessner, Salomon",Evander und Alcimna,Ein Schæferspiel,"S[alomon] Gessner: Schriften. Zürich: Orell, Geßner und Comp., 1762
 [Faksimiledruck: Hildesheim und New York: Georg Olms Verlag, 1976].",1762,1762,1762,,,,,,,,Schäferspiel,S,,1762,1762,1762,,,,,no,3,19,44,10,305
,TextGrid/-Faust.xml,"Grillparzer, Franz",Faust,"Grillparzer, Franz: Faust. In: Grillparzers Werke. Zehnter Teil, Dramatische Pläne und Studien, Satiren. Herausgegeben von Stefan Hock. Berlin, Leipzig, u.a.: Deutsches Verlagshaus Bong & Co. 1911, S. 150–153.",,1791,,,,1911,,1872,1791,,,Dramatisches Gedicht,T,,1803,1803,1803,,,,,no,0,0,49,3,4
426,GerDracor/goethe-faust-eine-tragoedie.xml,"Goethe, Johann Wolfgang",Faust,Eine Tragödie,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",1819,,1808,1819,,,,,,,Tragödie,T,,1797-1806,1808,1808,19.01.1829,Braunschweig,,,,,,,,
23,GerDracor/bernard-faust.xml,"Bernard, Josef Carl",Faust,Große romantische Oper in drei Akten,"Louis Spohr: Faust. Große romantische Oper in 3 Akten von J.C. Bernard, Leipzig:
 Breitkopf & Härtel, [o. J.].",1816,,,1816,,,,,,,,T,,,,1816,01.09.1816,Prag,,,,,,,,
525,GerDracor/voss-faust.xml,"Voß, Julius von",Faust,Trauerspiel mit Gesang und Tanz,"Voß, Julius von: Faust. Trauerspiel mit Gesang und Tanz, Herausgegeben von Georg
 Ellinger, Berlin: Gebrüder Paetel, 1890 [Berliner Neudrucke. Herausgegeben von Ludwig
 Geiger, B.A. Wagner und Georg Ellinger, Zweite Serie, Zweiter Band].",1823,,1823,,,,,,,,Trauerspiel,T,,,1823,1823,,,,,no,5,77,1613,356,39
,TextGrid/-Faust.2.xml,"Braun von Braunthal, Karl Johann",Faust,"Braun von Braunthal, [Karl Johann]: Faust. Eine Tragödie, Leipzig: F.A. Brockhaus, 1835.",,1802,,,,1835,,1835,1802,,,Eine Tragödie,T,,,1835,1825,,,,,,,,,,
327,GerDracor/goethe-faust-in-urspruenglicher-gestalt.xml,"Goethe, Johann Wolfgang",Faust [in ursprünglicher Gestalt],"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",,1918,,1887,1918,,,,,,,Drama,T,,1772-75,1887,1775,,,,,no,0,20,1556,235,146
243,GerDracor/goethe-faust-der-tragoedie-zweiter-teil.xml,"Goethe, Johann Wolfgang",Faust. Der Tragödie zweiter Teil,In fünf Akten,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",1856,,1832,1856,,,,,,,Tragödie,T,,1825-1831,1832,1832,04.04.1854,Hamburg,,,no,5,28,7583,1095,0
59,GerDracor/klingemann-faust.xml,"Klingemann, August",Faust. Ein Trauerspiel in fünf Acten,Ein Trauerspiel in fünf Acten,"Klingemann, August: Faust. Ein Trauerspiel in fünf Acten. Leipzig und Altenburg:
 F. A. Brockhaus 1815 [Nachdruck Wildberg: Belser Wissenschaftlicher Dienst,
 1996].",1812,,1815,1812,,,,,,,,T,,,,1815,1815,,,,,,,,,
,"TextGrid/-Faustine,_der_weibliche_Faust.xml","Schäfer, Wilhelm","Faustine, der weibliche Faust","Schäfer, Wilhelm: Faustine, der weibliche Faust. Tragödie in sechs Aufzügen nebst einem Vorspiel und Prolog, Zürich: Buchdruckerei Emil Cotti's Wittwe, 1898.",,1781,,,,1898,,1831,1781,,,Tragödie in sechs Aufzügen nebst Vorspiel und Prolog,T,,,1898,1781,,,,,,,,,,
,TextGrid/-Fausts_Leben_dramatisiert.xml,"Müller, Friedrich (Maler Müller)",Fausts Leben dramatisiert,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",,1776,,,,1971,,1778,1776,,,Drama,S,,1776-78,1776,1776,,,,,no,0,0,448,27,305
58,GerDracor/sonnleithner-fidelio.xml,"Treitschke, Georg Friedrich; Sonnleithner, Joseph",Fidelio,Oper in zwei Aufzügen,"Ludwig van Beethoven: Fidelio. Oper in zwei Aufzügen, hg. v. Wilhelm Zentner,
 Stuttgart: Reclam, 1970.",1805,,,1805,,,,,,,Oper,S,,,1805,1805,20.11.1805,Wien,Theater an der Wien,,,,,,,
282,GerDracor/iffland-figaro-in-deutschland.xml,"Iffland, August Wilhelm",Figaro in Deutschland,Ein Lustspiel in fünf Aufzügen,"Theater von Aug. Wilh. Iffland. Erste vollständige Ausgabe. Vierter Band. Wien:
 Klang 1843. S. 123–290.",1790,,1790,,,,,,,,Lustspiel,K,,,1790,1790,,,,,no,5,95,0,0,2024
,TextGrid/-Geburt_Christi.xml,"Klaj, Johann",Geburt Christi,"Oratorium, Festspiel. Herausgegeben von Prof. Willi Flemming, Leipzig: Philipp Reclam jun., 1933 [Deutsche Literatur, Sammlung literarische Kunst- und Kulturdenkmäler in Entwicklungsreihen, Reihe Barock Band 6].",,1616,,,,1933,,1656,1616,,,Redeoratorium,S,,,1650,1650,,,,,no,4,0,738,94,357
33,GerDracor/maler-mueller-golo-und-genovefa.xml,"Müller, Friedrich",Golo und Genovefa,Ein Schauspiel in fünf Aufzügen,"Friedrich Müller (Maler Müller): Werke. Heidelberg: Mohr und Zimmer, 1811
 [Faksimiledruck herausgegeben von Arthur Henkel, Heidelberg: Verlag Lambert Schneider,
 1982].",1811,,1811,,,,,,,,Schauspiel,S,,1775,1811,1811,,,,,no,5,52,261,45,1867
65,GerDracor/goethe-goetter-helden-und-wieland.xml,"Goethe, Johann Wolfgang","Götter, Helden und Wieland",Eine Farce,"Johann Wolfgang von Goethe: Berliner Ausgabe. Herausgegeben von Siegfried Seidel:
 Poetische Werke [Band 1–16]; Kunsttheoretische Schriften und Übersetzungen [Band
 17–22], Berlin: Aufbau, 1960 ff.",1773,1773,1774,,,,,,,,Farce,K,,1773,1774,1774,,,,,no,0,1,0,0,141
276,GerDracor/goethe-goetz-von-berlichingen-mit-der-eisernen-hand.xml,"Goethe, Johann Wolfgang",Götz von Berlichingen mit der eisernen Hand,Ein Schauspiel,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",1774,,1773,1774,,,,,,,Schauspiel,S,,1771,1773,1773,12.04. 1774 (2. Fassung),Berlin,Kochsche Truppe,,no,5,55,41,3,1435
428,GerDracor/kotzebue-graf-benjowsky.xml,"Kotzebue, August von","Graf Benjowsky, oder: die Verschwörung auf Kamtschatka",Ein Schauspiel in fünf Aufzügen,"August von Kotzebue: Graf Benjowsky, oder: die Verschwörung auf Kamtschatka. Ein
 Schauspiel in fünf Aufzügen. In: Theater von August von Kotzebue. Vierter Band.
 Leipzig und Wien: Kummer und Klang 1840. S. 73–204.",1794,,1795,1794,,,,,,,Schauspiel ,S,,,1785,1785,,,,,,,,,,
,TextGrid/-Graf_Ehrenfried.xml,"Reuter, Christian",Graf Ehrenfried,"Christian Reuter: Werke in einem Band. Herausgegeben von den nationalen Forschungs- und Gedenkstätten der klassischen deutschen Literatur in Weimar, ausgewählt und eingeleitet von Günter Jäckel, Weimar: Volksverlag, 1962.",,1962,,,,1962,,,,,,Lustspiel,K,,,1700,1700,,,,,yes,3,0,952,17,362
213,GerDracor/arnim-halle.xml,"Arnim, Achim von",Halle,Ein Studentenspiel in drei Aufzügen,"Achim von Arnim: Sämmtliche Werke. Berlin: Expedition des Arnimschen Verlags,
 1846.",1811,,1811,,,,,,,,Drama,S,,1809,1811,1811,,,,,no,3,49,906,156,1179
534,GerDracor/schink-hanswurst-von-salzburg-mit-dem-hoelzernen-gat.xml,"Schink, Johann Friedrich",Hanswurst von Salzburg mit dem hölzernen Gat,Historisch Schauspiel in drei Aufzügen,"Johann Friedrich Schink: Marionettentheater. Herausgegeben von K.W. Herrmann,
 Heidelberg: Verlag von Richard Weissbach, 1925 [Stachelschriften, herausgegeben von
 G.A. Bogeng, neuere Reihe Band 2].",1778,,1778,,,,,,,,Farce,K,,,1778,1778,,,,,no,3,29,2080,181,2
314,GerDracor/klopstock-hermanns-schlacht.xml,"Klopstock, Friedrich Gottlieb",Hermanns Schlacht,Ein Bardiet für die Schaubühne,"Friedrich Gottlieb Klopstock: Sämmtliche Werke. Leipzig: Verlag von Georg Joachim
 Göschen, 1844.",1769,,1769,,,,,,,,Drama,S,,1766,1769,1769,,,,,no,0,14,650,164,695
163,GerDracor/grabbe-herzog-theodor-von-gothland.xml,"Grabbe, Christian Dietrich",Herzog Theodor von Gothland,Eine Tragödie in fünf Akten,"Christian Dietrich Grabbe: Werke und Briefe. Historisch-kritische Gesamtausgabe
 in sechs Bänden. Herausgegeben von der Akademie der Wissenschaften in Göttingen,
 bearb. von Alfred Bergmann, Emsdetten (Westf.): Lechte, 1960–1970.",1892,,1827,1892,,,,,,,Tragödie,T,,1818-22,1827,1827,07.02.1892,Wien,Deutsches Volkstheater,,no,5,17,6988,1362,0
,TextGrid/-Horribilicribrifax.xml,"Gryphius, Andreas",Horribilicribrifax,"Andreas Gryphius: Horribilicribrifax Teutsch. Herausgegeben von Gerhard Dünnhaupt, Stuttgart: Philipp Reclam jun., 1976 [Universalbibliothek Nr. 688].",,1647,,,,1976,,1650,1647,,,Scherzspiel,K,,1648,1663,1663,08.10.1674,Altenburg,Schultheater,,yes,5,0,596,3,385
,TextGrid/-Ibrahim.xml,"Lohenstein, Daniel Casper von",Ibrahim,"Daniel Casper von Lohenstein: Türkische Trauerspiele. Herausgegeben von Klaus Günther Just, Stuttgart: Hiersemann Verlag, 1953.",,1649,,,,1953,1649,,,,,Trauerspiel,T,,1649-1650,1653,1653,1650,Breslau,,,yes,5,0,1922,268,357
,TextGrid/-Ibrahim_Sultan.xml,"Lohenstein, Daniel Casper von",Ibrahim Sultan,"Daniel Casper von Lohenstein: Türkische Trauerspiele. Herausgegeben von Klaus Günther Just, Stuttgart: Hiersemann Verlag, 1953.",,1635,,,,1953,,1683,1635,,,Trauerspiel,T,,,1673,1673,,,,,yes,5,0,3765,411,222
159,GerDracor/brandes-ino.xml,"Brandes, Johann Christian",Ino,Ein Melodrama,"Johann Friedrich Reichardt: Ino. Ein Melodrama von Herrn Brandes, in: Melodramen,
 Nr. 4, Pilsen: [o. V.], 1791, S. 75–107.",1777,1777,1779,1779,,,,,,,Melodrama,S,,,,1779,07.10.1779,Schauspielhaus,Leipzig,,no,0,11,52,12,185
294,GerDracor/goethe-iphigenie-auf-tauris.xml,"Goethe, Johann Wolfgang",Iphigenie auf Tauris,Ein Schauspiel,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",1800,,1787,1800,,,,,,,Schauspiel,T,,1779,1787,1787,06.04.1779,Weimar,Hoftheater,,no,5,20,2202,208,0
,TextGrid/-Irenaromachia.xml,"Rist, Johann",Irenaromachia,"Johann Rist: Sämtliche Werke. Herausgegeben von Eberhard Mannack, Berlin und New York: Walter de Gruyter, 1972.",,1607,,,,1972,,1667,1607,,,Tragikomödie,TK,,,1630,1630,,,,,yes,3,0,180,0,432
57,GerDracor/arnim-jerusalem.xml,"Arnim, Achim von",Jerusalem,Ein Pilgerabenteuer,"Achim von Arnim: Sämmtliche Werke. Berlin: Expedition des Arnimschen Verlags,
 1846.",1811,,1811,,,,,,,,Drama,S,,1809,1811,1811,,,,,no,0,13,866,99,784
443,GerDracor/gehe-jessonda.xml,"Gehe, Eduard Heinrich",Jessonda,Oper in drei Aufzügen,"Louis Spohr: Jessonda. Oper in drei Aufzügen von E. Gehe, [Dresden]: [o. V.], [o.
 J.].",1828,,,1828,,,,,,,Oper,,,,,1828,28.07.1828,Kassel,Hoftheater,,no,3,0,945,195,0
377,GerDracor/weidmann-johann-faust.xml,"Weidmann, Paul",Johann Faust,Ein Allegorisches Drama von fünf Aufzügen,"Weidmann, Paul: Johann Faust. Ein allegorisches Drama von fünf Aufzügen, Prag:
 Joseph Emanuel Diesbach auf dem Altstädter Kleinen Ring in Nro. 225, 1775.",1775,,1775,,,,,,,,Drama,S,,,1775,1775,1775,Königliches Theater Prag,,,no,5,37,24,4,459
94,GerDracor/weissenthurn-johann-herzog-von-finnland.xml,"Weißenthurn, Johanna von","Johann, Herzog von Finnland","Schauspiel in fünf Aufzügen, nach der Geschichte, mit den nöthigen
 theatralischen Änderungen","Johanna Franul von Weißenthurn: Neue Schauspiele. Band 1–2, Wien: Kaulfuss &
 Armbruster, 1817; Band 13., Wien: J. B. Wallishausser, 1834.",1811,,1817,1811,,,,,,,Schauspiel,S,,,1817,1817,01.10.1811,Wien,Burgtheater,,no,5,38,0,0,933
128,GerDracor/schlegel-jon.xml,"Schlegel, August Wilhelm",Jon,Schauspiel in fünf Aufzügen,"August Wilhelm von Schlegel: Ausgewählte Werke. Herausgegeben von Dr. Eberhard
 Sauer, Berlin: Dom-Verlag, 1922.",1802,,1803,1802,,,,,,,Schauspiel,S,,,1803,1803,02.01.1802,Weimar,Hoftheater,,no,5,23,2380,214,0
,TextGrid/-Judith.xml,"Opitz, Martin",Judith,"Judith-Dramen des 16./17. Jahrhunderts. Herausgegeben von Dr. Martin Sommerfeld, Berlin: Junker und Dünnhaupt Verlag, 1933.",,1597,,,,1933,,1639,1597,,,Schauspiel,S,,,1635,1635,,,,,yes,3,15,621,93,4
285,GerDracor/sturz-julie.xml,"Sturz, Helfrich Peter",Julie,Ein Trauerspiel in fünf Aufzügen,"Peter Helfrich Sturz: Schriften. Leipzig: Weidmanns Erben und Reich, 1779–1782
 [Nachdruck: München: Wilhelm Fink Verlag, 1971].",1767,,1767,,,,,,,,Trauerspiel,T,,,1767,1767,1768,Berlin,Durch Kochsche Truppe,,no,5,49,0,0,372
422,GerDracor/leisewitz-julius-von-tarent.xml,"Leisewitz, Johann Anton",Julius von Tarent,Ein Trauerspiel,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",1776,,1776,1776,,,,,,,Trauerspiel,T,,1774,1776,1776,19.06.1776,Berlin,Döbbelinsche Truppe,,no,5,36,0,0,508
390,GerDracor/schiller-kabale-und-liebe.xml,"Schiller, Friedrich",Kabale und Liebe,Ein bürgerliches Trauerspiel in fünf Aufzügen,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1784,,1784,1784,,,,,,,Trauerspiel,T,,1782,1784,1784,13.04.1784,Frankfurt a. M.,,,no,5,37,0,0,934
516,GerDracor/grabbe-kaiser-friedrich-barbarossa.xml,"Grabbe, Christian Dietrich",Kaiser Friedrich Barbarossa,Eine Tragödie in fünf Akten,"Christian Dietrich Grabbe: Werke und Briefe. Historisch-kritische Gesamtausgabe
 in sechs Bänden. Herausgegeben von der Akademie der Wissenschaften in Göttingen,
 bearb. von Alfred Bergmann, Emsdetten (Westf.): Lechte, 1960–1970.",1829,1829,1829,1875,,,,,,,Tragödie,T,,,1829,1829,,,,,,,,,,
32,GerDracor/grabbe-kaiser-heinrich-der-sechste.xml,"Grabbe, Christian Dietrich",Kaiser Heinrich der Sechste,Eine Tragödie in fünf Akten,"Christian Dietrich Grabbe: Werke und Briefe. Historisch-kritische Gesamtausgabe
 in sechs Bänden. Herausgegeben von der Akademie der Wissenschaften in Göttingen,
 bearb. von Alfred Bergmann, Emsdetten (Westf.): Lechte, 1960–1970.",1829,1829,1830,1875,,,,,,,Tragödie,T,,,1830,1830,,,,,,,,,,
116,GerDracor/tieck-karl-von-berneck.xml,"Tieck, Ludwig",Karl von Berneck,Trauerspiel in fünf Aufzügen,"Ludwig Tieck: Karl von Berneck. Trauerspiel in fünf Aufzügen. In: Ludwig Tieck's
 Schriften. Eilfter Band. Berlin: Reimer 1829. S. 1–144.",1797,,1797,,,,,,,,Trauspiel,T,,,1795,1795,,,,,,,,,,
160,GerDracor/wieland-klementina-von-porretta.xml,"Wieland, Christoph Martin",Klementina von Porretta,Ein Drama aus Richardsons Geschichte Sir Karl Grandisons gezogen,"Christoph Martin Wieland: Sämmtliche Werke. Supplemente Band 5, Leipzig: Georg
 Joachim Göschen, 1798. [Nachdruck herausgegeben von der »Hamburger Stiftung zur
 Förderung von Wissenschaft und Kultur«, Hamburg, 1984].",1759,1759,1760,,,,,,,,Drama,S,,1759,1760,1760,,,,,no,5,63,0,0,374
207,GerDracor/grillparzer-koenig-ottokars-glueck-und-ende.xml,"Grillparzer, Franz",König Ottokars Glück und Ende,Trauerspiel in fünf Aufzügen,"Franz Grillparzer: Sämtliche Werke. Ausgewählte Briefe, Gespräche, Berichte.
 Herausgegeben von Peter Frank und Karl Pörnbacher, München: Hanser,
 [1960–1965].",1823,1823,1825,1825,,,,,,,Trauerspiel,T,,1823,1825,1825,19.02.1825,Wien,,,no,5,0,3424,533,0
,TextGrid/-Koenig_Wentzel.xml,"Weise, Christian",König Wentzel,"Christian Weise: Sämtliche Werke. Herausgegeben von John D. Lindberg, Berlin und New York: Walter de Gruyter, 1971 ff.",,1642,,,,1971,,1708,1642,,,Tragikomödie,TK,,,1700,1700,30.10.1686,Zittau,Schulbühne des Zittauer Gymnasiums,,yes,5,0,905,0,614
533,GerDracor/muellner-koenig-yngurd.xml,"Müllner, Adolph",König Yngurd,Trauerspiel in fünf Akten,"Adolph Müllner: Dramatische Werke. Braunschweig: Friedrich Vieweg, 1828.",1817,,1817,1817,,,,,,,Trauerspiel,T,,,1817,1817,09.06.1817,Wien,,,no,5,47,3598,641,0
307,GerDracor/raupach-kritik-und-antikritik.xml,"Raupach, Ernst",Kritik und Antikritik,Lustspiel in vier Akten,"Ernst Raupach: Dramatische Werke komischer Gattung. Hamburg: Hoffmann und Campe,
 1829.",1825,,1827,1825,,,,,,,Lustspiel,K,,,1827,1827,19.04.1825,Berlin,Hoftheater,,no,4,45,124,28,709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,GerDracor/wieland-lady-johanna-gray.xml,"Wieland, Christoph Martin",Lady Johanna Gray oder Der Triumf der Religion,Ein Trauerspiel,"Christoph Martin Wieland: Sämmtliche Werke. Supplemente Band 4, Leipzig: Georg
 Joachim Göschen, 1798. [Nachdruck herausgegeben von der »Hamburger Stiftung zur
 Förderung von Wissenschaft und Kultur«, Hamburg, 1984].",1758,,1758,1758,,,,,,,Trauerspiel,T,,1758,1758,1758,20.07.1758,Winterthur,Ackermannsche Truppe,,,,,,,
340,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Tieck, Ludwig",Leben und Tod der heiligen Genoveva,Ein Trauerspiel,"Ludwig Tieck: Werke in vier Bänden. Nach dem Text der »Schriften« von 1828–1854,
 unter Berücksichtigung der Erstdrucke. Herausgegeben von Marianne Thalmann, Band 1–4,
 München: Winkler, 1963.",1799,1799,1800,1807,,,,,,,Trauerspiel,T,,1799,1800,1800,Juni 1807,Salzburg,,,no,0,0,5676,866,246
,TextGrid/-Leo_Armenius.xml,"Gryphius, Andreas",Leo Armenius,"Andreas Gryphius: Werke in drei Bänden mit Ergänzungsband. Herausgegeben von Hermann Palm, Sonderausgabe mit Genehmigung des Verlages Anton Hiersemann (Stuttgart), Darmstadt: Wissenschaftliche Buchgesellschaft, 1961 [= Nachdruck der Ausgabe Tübingen 1878–1884]",,1646,,,,1961,1646,,,,,Trauerspiel,T,,1646,1650,1650,1651,Köln,,Joris Jolliphus,yes,5,0,2596,231,365
,TextGrid/-L_Honnete_Femme_oder_die_Ehrliche_Frau_zu_Plissine.xml,"Reuter, Christian",L'Honnête Femme oder die Ehrliche Frau zu Plißine,"Christian Reuter: Werke in einem Band. Herausgegeben von den nationalen Forschungs- und Gedenkstätten der klassischen deutschen Literatur in Weimar, ausgewählt und eingeleitet von Günter Jäckel, Weimar: Volksverlag, 1962.",,1962,,,,1962,,,,,,Lustspiel,K,,,1695,1695,24.10.37,Halle,Stadttheater,,yes,3,34,500,2,156
,TextGrid/-Liberata.xml,"Hallmann, Johann Christian",Liberata,"Johann Christian Hallmann: Sämtliche Werke. Herausgegeben von Gerhard Spellerberg, Berlin und New York: Walter de Gruyter, 1975.",,1640,,,,1975,,1716,1640,,,Trauerspiel,T,,,1700,1700,1699,Breslau,,,yes,5,0,2172,191,215
179,GerDracor/pfeil-lucie-woodvil.xml,"Pfeil, Johann Gottlob Benjamin",Lucie Woodvil,Ein bürgerliches Trauerspiel in fünf Handlungen,"Die Anfänge des bürgerlichen Trauerspiels in den fünfziger Jahren. Herausgegeben
 von Dr. F. Brüggemann, Leipzig: Verlag von Philipp Reclam jun., 1934 [Deutsche
 Literatur, Sammlung literarischer Kunst- und Kulturdenkmäler in Entwicklungsreihen.
 Reihe Aufklärung Band 18].",1756,,1756,1756,,,,,,,Trauerspiel,T,BT,,1756,1756,August 1756,Danzig,Ackermannsche Gesellschaft,,no,5,48,0,0,548
67,GerDracor/uhland-ludwig-der-bayer.xml,"Uhland, Ludwig",Ludwig der Bayer,Schauspiel in fünf Aufzügen,"Ludwig Uhland: Werke. Herausgegeben von Hartmut Fröschle und Walter Scheffler,
 Band 1–4, München: Winkler, 1980.",1826,,1819,1826,,,,,,,Schauspiel,S,,1817-18,1819,1819,1826,München,,,no,5,12,2115,290,0
247,GerDracor/kotzebue-maedchenfreundschaft.xml,"Kotzebue, August von","Mädchenfreundschaft, oder der türkische Gesandte",Ein Lustspiel in einem Akt,"August von Kotzebue: Mädchenfreundschaft, oder der türkische Gesandte. Ein
 Lustspiel in einem Akt. Wien: Wallishausser 1805.",1805,,1805,1805,,,,,,,Lustspiel,K,,,1805,1805,,,,,,,,,,
141,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Hafner, Philipp","Mägera, die förchterliche Hexe oder Das bezauberte Schloß des Herrn von Einhorn",Ein neues Zauberlustspiel,"Die Maschinenkomödie. Herausgegeben von Dr. Otto Rommel, Leipzig: Verlag von
 Philipp Reclam jun., 1935 [Deutsche Literatur, Sammlung literarischer Kunst- und
 Kulturdenkmäler in Entwicklungsreihen. Reihe Barock Band 1].",1764,,1764,,,,,,,,,K,,1762,1764,1764,1763,Wien,,,,,,,,
302,GerDracor/guenderode-magie-und-schicksal.xml,"Günderode, Karoline von",Magie und Schicksal,Drama in drei Akten,"Karoline von Günderode: Gesammelte Werke. Herausgegeben von Leopold Hirschberg.
 Band 1–3, Berlin-Wilmersdorf: Bibliophiler Verlag von O. Goldschmidt-Gabrielli,
 1920–1922.",1805,,1805,,,,,,,,Drama,S,,,1805,1805,,,,,no,3,0,1152,178,0
,TextGrid/-Manfred.xml,"Byron, George Gordon Lord",Manfred,"Lord Byrons Werke. 6 Bände in dreien, übers. v. Otto Gildemeister, Berlin: Verlag von G. Reimer, 1877.",,1788,,,,1877,,1824,1788,,,S,,,,1817,1817,,,,,yes,3,10,1454,200,2
526,GerDracor/schiller-maria-stuart.xml,"Schiller, Friedrich",Maria Stuart,Ein Trauerspiel,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1800,,1801,1800,,,,,,,Trauerspiel,T,,1799-80,1801,1801,14.06.1800,Weimar,Hoftheater,,no,5,52,4326,671,0
,TextGrid/-Mariamne.xml,"Hallmann, Johann Christian",Mariamne,"Johann Christian Hallmann: Sämtliche Werke. Herausgegeben von Gerhard Spellerberg, Berlin und New York: Walter de Gruyter, 1975.",,1640,,,,1975,,1716,1640,,,Trauerspiel,T,,,1670,1670,1669,Breslau,,,yes,5,0,3147,284,184
250,GerDracor/arnim-marino-caboga.xml,"Arnim, Achim von",Marino Caboga,Dramatische Erzählung in drei Handlungen,"Achim von Arnim: Sämtliche Romane und Erzählungen. Auf Grund der Erstdrucke
 herausgegeben von Walther Migge, Bde. 1–3, München: Carl Hanser Verlag,
 1962–1965.",1826,,1826,,,,,,,,Dramatische Erzählung,S,,,1826,1826,,,,,no,3,0,191,24,331
,TextGrid/-Masaniello.xml,"Weise, Christian",Masaniello,"Christian Weise: Masaniello. Herausgegeben von Fritz Martini, Stuttgart: Philipp Reclam jun., 1972 [Universalbibliothek Nr. 9327].",,1642,,,,1972,,1708,1642,,,Trauerspiel,T,,,1683,1683,11.02.1682,Zittau,Schulbühne des Zittauer Gymnasiums,,yes,5,0,922,4,835
338,GerDracor/gotter-medea.xml,"Gotter, Friedrich Wilhelm",Medea,"Georg Anton Benda: Medea. Verfaßt vom Herrn Gotter, Innsbruck: Wagners sel. Witwe
 und Erben, 1782.",,1775,,1782,1775,,,,,,,Libretto,T,,,,1775,01.05.1775,Kochs Theater,Leipzig,,,,,,,
