,Unnamed: 0,Emotionsbezug_falls_nötig,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
250,250,,,,,,,,,no_annotation,,,69,no_annotation,no_annotation,,no_annotation,"Wo Zierd und Gold sind gläsernes Gewehre /
Da brech ich durch mit Lantzen meiner Hand.
Mein Ziel-zweck steckt bey dem Gestirnten Beere /
Ich mache Perl und Diamant auß Sand.
Die Kronen sind mir Bohnen-gleiche Sachen /
Doch zünden sie erfrorne Seelen an.
Ich bin es / die gestirnte Jungfraun machen /
Auß Sclavinnen Princessen schaffen kan.
Der Werckzeug ist der Zunder süsser Flammen.
",
251,251,,,,,,,,,no_annotation,,,83,no_annotation,no_annotation,,no_annotation,"Laß / Göttin / mich den Seiden-Wurm vertilgen;
Der Seide zwar / doch nichts als Gräber spinnt /
Entferne dich von unser Göttin Lilgen!
Weil deine Kost nur Maul-Beer-Blätter sind.
Versuche nur an Ambren ihrem Kinde:
Ob ihr diß Gift / dein Bisam bringet ein;
Was sie für Lust am güldnen Pofist finde;
Ob Zepter ihr nicht faule Fauden seyn.
Ja wo man siht den Stern der Demuth stehen /
Muß Ehrensucht und Wollust untergehen.
",
252,252,,,,,,,,,no_annotation,,,90,no_annotation,no_annotation,,no_annotation,"Verspielt der Glimpf so holder Buhlerinnen /
So sol mein Blitz dir fahren durch den Sinn.
Dein Schnee sol bald befleckt seyn von den Spinnen /
Ja Kefer Koth schmiern an den Lilgen hin.
Verlasse dich nicht auf der Unschuld Schatten /
Die Kröte saugt auch auß Jasminen Jäscht.
Ich kan die Schmach mit reinster Tugend gatten /
Ja Ehr und Ruhm wird von mir außgelescht.
Hier hab ich schon den Pinsel dich zu schwärtzen;
Wo du mehr jagst die Wollust auß dem Hertzen.
",
253,253,,,,,,,,,no_annotation,,,34,no_annotation,no_annotation,,no_annotation,"Ein keuscher Geist / ein Schwanen-rein Gewissen
Bleibt weiß / wenn ihn Verleumbdung gleich bespritzt.
Laß Mißgunst Pech / Neid Unflat auf sie gissen /
Die Keuschheit weiß durch Hofnung sich beschützt.
",
254,254,,,,,,,,,no_annotation,,,37,no_annotation,no_annotation,,no_annotation,"
Die Hofnung ist ein Pflaster für die Schanden;
Ja endlich fällt Verläumbdung gar in Grauß.
Was sol ihr nun graun für gemahlten Flecken?
Die Sternen glühn / wenn sie die Nacht wil decken.
",
255,255,,,,,,,,,no_annotation,,,35,no_annotation,no_annotation,,no_annotation,"Wenn alle Pfeil' als stumpf zurücke prellen /
Kein Sturmwind ihr den Mastbaum brechen kan;
Sol meine Faust die stoltze Zeder fällen.
Ihr Hencker / setzt ihr glimme Zangen an!
J",
256,256,,,,,,,,,no_annotation,,,1,no_annotation,no_annotation,,no_annotation,"111


",
257,257,,,,,,,,,no_annotation,,,17,no_annotation,no_annotation,,no_annotation,"Was weiß dein Trotz für Blumen nun zu rühmen;
Wenn Mächtige dich mit Gewalt entblümen?
",
258,258,,,,,,,,,no_annotation,,,85,no_annotation,no_annotation,,no_annotation,"Der Hencker brennt der Keuschheit nur zu gutte.
Denn die Gedult verzuckert Gall und Gift.
Die Palmen blühn auß Erichs Tochter Blutte /
Wenn schon ihr Haupt des Machmets Sebel trift.
Ja Keuschheit siegt durch mich an Rost und Pfale /
Wird auch der Leib gleich mit Gewalt entehrt.
Wenn Keuschheit ist frey von dem Seelen-Mahle /
Hat Tyranney kein Haarbreit sie versehrt;
Der Blutthund zwar kan Ambrens Leib verderben;
Doch wird die Seel in Ambren Jungfrau sterben.
",
259,259,,,,,,,,,no_annotation,,,18,no_annotation,no_annotation,,no_annotation,"Die Mässigkeit. Die Vernunft. Die Großmüttigkeit. Die Demuth. Die Hofnung. Die Gedult.

",
260,260,,,,,,,,,no_annotation,,,11,no_annotation,no_annotation,,no_annotation,"Der Schau-Platz stellet für einen Lust-Garten.

Ibrahim. Mehemet.

",
261,261,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Was hat denn Kiosem bey uns zu bringen an?
",
262,262,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Der Fürst behertzige: daß sie die Mutter sey.
",
263,263,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Wer auß Verdacht verbricht / kan noch entschuldigt seyn.
",
264,264,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Wer muß zuweilen nicht auf diesem Eise gleiten?
",
265,265,,,,,,,,,no_annotation,,,11,no_annotation,no_annotation,,no_annotation,"Die Schätzung stehet zu dem / der den Schatz begehrt.
",
266,266,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Er eyfert' Irrthumb nur / den Vorsatz Ibrahim.
",
267,267,,,,,,,,,no_annotation,,,21,no_annotation,no_annotation,,no_annotation,"Ich gebe gerne nach: daß sie sich hoch verbrochen /
Daß mindre Schuld oft sey mit grösserm Ernst gerochen;
",
268,268,,,,,,,,,no_annotation,,,67,no_annotation,no_annotation,,no_annotation," Die Straffe weicht der Gütte.

Die Sonne theilt ihr Licht auch rauen Völckern mitte /
Die sie mit Fluch ansprün / wenn sie zu Golde geht;
Auch regnets Schwefel nicht stets / wo ein Sodom steht;
So wolle denn der Fürst hier auch mein Bitten segnen.
Die Wolcken / die manchmal Blitz / Hagel / Schloßen regnen /
Thaun doch meist Fruchtbarkeit. ",
269,269,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Ihr itzig Fehler wird forthin zur Lehr ihr dienen.
",
270,270,,,,,,,,,no_annotation,,,4,no_annotation,no_annotation,,no_annotation,So seys denn! ,
271,271,,,,,,,,,no_annotation,,,4,no_annotation,no_annotation,,no_annotation,"Ibrahim. Sechierpera.

",
272,272,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Des Kindes Wahnwitz wird sich mit der Kindheit legen.
",
273,273,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Sie rühmet seelig die / die selbter fähig sind.
",
274,274,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Sie wil sich Mutter nicht gefährter Kinder wissen.
",
275,275,,,,,,,,,no_annotation,,,17,no_annotation,no_annotation,,no_annotation,"Des Sultans Söhne sind ergrimmte Löwen ihr;
Die ihrer Kinder Fleisch in Stücke reissen würden.
",
276,276,,,,,,,,,no_annotation,,,34,no_annotation,no_annotation,,no_annotation,"Großmächtger Herr und Fürst. Holtz / das bald Feuer fängt
Hält lange Kohlen nicht. Der Hundsstern / welcher sängt
Laub / Graß und Blumen weg / hat wenig Frist zu brennen.
",
277,277,,,,,,,,,no_annotation,,,22,no_annotation,no_annotation,,no_annotation," Ich selber muß gestehn:
Auch schlechte Blumen sind den weiten Augen schön /
Das Wasser scheint Scarlat in fernen Regenbogen;
",
278,278,,,,,,,,,no_annotation,,,36,no_annotation,no_annotation,,no_annotation,"Des Menschen Vorwitz fällt oft auf nichts-werthe Dinge /
Begierde greifft so bald nach Mah und Distel-Blüth
Als Tulipen und Klee. Wenn man zu erst ersiht
Auch ein geringes Licht / verbländets das Gesichte.
",
279,279,,,,,,,,,no_annotation,,,40,no_annotation,no_annotation,,no_annotation,"Der Schauplatz verwandelt sich in der Sultaninnen Spatzier-Saal.

Fatima. Alima. Hagar. Kiosem. Sisigambis. des Ibrahims mit der Fatima und Alima erzeugte fünf Söhne / Machmet. Baiazeth. Murat. Orcan. Suleiman.

",
280,280,,,,,,,,,no_annotation,,,12,no_annotation,no_annotation,,no_annotation,"Gott gebe: daß ihr Stamm biß zu der Nachwelt blühe.
",
281,281,,,,,,,,,no_annotation,,,5,no_annotation,no_annotation,,no_annotation,"Hat beyden diß geträumt.
",
282,282,,,,,,,,,no_annotation,,,6,no_annotation,no_annotation,,no_annotation,"Diß und zu gleicher Zeit.
",
283,283,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Rieß das erboste Thier von ihnen eines nieder?
",
284,284,,,,,,,,,no_annotation,,,15,no_annotation,no_annotation,,no_annotation,"Die Sultanin gebehrde /
Wo keine Noth nicht ist / sich so kleinmüttig nicht.
",
285,285,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Daut Bassens Missethat116

 kan dich ein anders lehrn:
",
286,286,,,,,,,,,no_annotation,,,12,no_annotation,no_annotation,,no_annotation," Denn meist pflegt miß-zu rathen /
Was man auf Fürsten spinnt.
",
287,287,,,,,,,,,no_annotation,,,38,no_annotation,no_annotation,,no_annotation,"Nur Muth! der Tugend muß iedweder Zufall weichen.
Ein groß Gemüthe muß dem Meere sich vergleichen /
Das nicht die Saltz-Arth läßt und seine Gräntzen hält /
Worein gleich süsse Flutt auß tausend Flüssen fällt.
",
288,288,,,,,,,,,no_annotation,,,22,no_annotation,no_annotation,,no_annotation,"Ibrahim. Kiosem. Fatima. Alima. Hagar. Achmet. Valide Agasi. Die fünf Söhne. Schatradeler Agasi.

",
289,289,,,,,,,,,no_annotation,,,7,no_annotation,no_annotation,,no_annotation,"Was habt ihr hie zu schlüssen?
",
290,290,,,,,,,,,no_annotation,,,14,no_annotation,no_annotation,,no_annotation,"Schnur-stracks verfüget ihr
In eure Zimmer euch / nur laßt die Kinder hier.
",
291,291,,,,,,,,,no_annotation,,,15,no_annotation,no_annotation,,no_annotation,"Ein schlechter Sclav und Knecht
Fragt mehrmals seinen Herrn dem Herren selbst zu Gutte.
",
292,292,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Sind diese Kinder hier nicht unser mehr als euer?
",
293,293,,,,,,,,,no_annotation,,,11,no_annotation,no_annotation,,no_annotation,"Sagt: auß was Grund euch fället
Ein Argwohns-Schatten für?
",
294,294,,,,,,,,,no_annotation,,,3,no_annotation,no_annotation,,no_annotation,Wahr ists. ,
295,295,,,,,,,,,no_annotation,,,2,no_annotation,no_annotation,,no_annotation," ALIMA.
",
296,296,,,,,,,,,no_annotation,,,20,no_annotation,no_annotation,,no_annotation,"Thun wir / was unerhöhrt; Du selbst hast zugesehen /
Als Amurath den Halß dem Sohne ließ verdrehen.
",
297,297,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Durch vor verübten Mord hatt er den Tod verkerbt.
",
298,298,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Hat kein unschuldig Blutt nie deine Faust gefärbt?
",
299,299,,,,,,,,,no_annotation,,,18,no_annotation,no_annotation,,no_annotation,"Der eignen Kinder nie. Ja keinen andern Fürsten
Hat man gesehn nach Blutt gesammter Kinder dürsten.
",
300,300,,,,,,,,,no_annotation,,,8,no_annotation,no_annotation,,no_annotation,"Wer unter ihnen sol denn außgewehlet seyn?
",
301,301,,,,,,,,,no_annotation,,,1,no_annotation,no_annotation,,no_annotation,"120


",
302,302,,,,,,,,,no_annotation,,,2,no_annotation,no_annotation,,no_annotation," ALIMA.
",
303,303,,,,,,,,,no_annotation,,,13,no_annotation,no_annotation,,no_annotation,"Ihr Kinder / nun ists Zeit /
Daß ihr die Messer zückt.
",
304,304,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Wenn ihnen vor das Licht
Hier wird seyn außgelescht.
",
305,305,,,,,,,,,no_annotation,,,28,no_annotation,no_annotation,,no_annotation,"Wil sich der Fürst beschwern /
Der Albern zu gefalln mit Gott- und Menschen-Rache
Durch bluttgen Kinder-Mord? da ja wohl diese Sache
Noch andre Hülff annimmt.
",
306,306,,,,,,,,,no_annotation,,,7,no_annotation,no_annotation,,no_annotation,"Was weist denn du für Rath?
",
307,307,,,,,,,,,no_annotation,,,111,no_annotation,no_annotation,,no_annotation,"Man nehme mit Gewalt / was sie verweigert hat.
Der Fürst kan mit mehr Fug Gewalt auf Sclaven üben /
Daß: die in Gütte nicht wil / ihn auß Zwang muß lieben;
Als von des Oßmans Stamm all edle Zweig abhaun /
Den mit genauer Noth wir itzo blühend schaun.
Mit seiner Straffe bleibt der Nachwelt unvergessen /
Wie sich Cham Chivas ihm das Erbrecht zuzumeßen
Hoch frevelnd unterstand / als Oßmans Stamm nicht war
Von diesen Zweigen reich. Noch ärgere Gefahr
Und Herschsucht dörfte sich in seinem Reich erregen
Durch dieser Pfeiler Fall. So edle Zedern pflegen
In iedem Erdreich nicht bekleibend aufzugehn.
",
308,308,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Wer wird die Ambre sich zu rauben unterstehn?
",
309,309,,,,,,,,,no_annotation,,,11,no_annotation,no_annotation,,no_annotation,"Ich wil schnur-stracks sie auß dem Bad ins Zimmer schaffen.
",
310,310,,,,,,,,,no_annotation,,,13,no_annotation,no_annotation,,no_annotation,"
Der Schauplatz stellet für des Käysers geheimes Zimmer.

Sechierpera. Ibrahim.

",
311,311,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Wird beydes aber auch des Abgrunds Opfer werden?
",
312,312,,,,,,,,,no_annotation,,,21,no_annotation,no_annotation,,no_annotation,"Wird durch den ersten Pfeil stets iedes Ziel getroffen?

Die Ramme stößt den Pfal auf einmal nicht in Grund.
",
313,313,,,,,,,,,no_annotation,,,24,no_annotation,no_annotation,,no_annotation,"Itzt / nun der Fürst vom Glimpf auf Ernst und Grimm wil springen;
Reißt Er den vor von mir gebauten Grundstein ein /
",
314,314,,,,,,,,,no_annotation,,,12,no_annotation,no_annotation,,no_annotation,"Der grosse Sultan hat
Zwar unverschrenckte Macht in allen seinen Wercken:
",
315,315,,,,,,,,,no_annotation,,,8,no_annotation,no_annotation,,no_annotation,"Ibrahim. Ambre. Achmet. Sechierpera.

",
316,316,,,,,,,,,no_annotation,,,18,no_annotation,no_annotation,,no_annotation,"
Und meine Kindheit ist nicht fähig noch zur Zeit
Zu spielen auf dem Eis' erwehnter Uppigkeit.
",
317,317,,,,,,,,,no_annotation,,,47,no_annotation,no_annotation,,no_annotation," Die Magd ist thumm und blind /
Die sich zur Göttin macht. Zu hohe Würden sind
Die Speise voll von Glutt / die in den blöden Magen
Die Wärmbde vollends tilgt. Er lasse Purper tragen /
Die / derer groß Verdienst mehr Liebes-Zunder nehrt.
",
318,318,,,,,,,,,no_annotation,,,12,no_annotation,no_annotation,,no_annotation,"
Zumal da Fürsten stets als niemals-müde Sonnen
Zu neuen Sternen eiln. ",
319,319,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation," Wer schwätzt dir grame Lügen
Für süsse Wahrheit ein: ",
320,320,,,,,,,,,no_annotation,,,19,no_annotation,no_annotation,,no_annotation,"Die ist nicht keusch / die ihr schon läßt den Mund beflecken;
Die aber nicht bey Witz / ",
321,321,,,,,,,,,no_annotation,,,0,no_annotation,no_annotation,,no_annotation, ,
322,322,,,,,,,,,no_annotation,,,1,no_annotation,no_annotation,,no_annotation, I,
323,323,,,,,,,,,no_annotation,,,0,no_annotation,no_annotation,,no_annotation, ,
324,324,,,,,,,,,no_annotation,,,13,no_annotation,no_annotation,,no_annotation,"Der Schauplatz stellet für ein warmes Bad.

Reyen
Des badenden Frauen-Zimmers.

",
325,325,,,,,,,,,no_annotation,,,14,no_annotation,no_annotation,,no_annotation,"Die Keuschheit ist der Schatz der Welt /
Die Jungfrauschaft gantz unbefleckte Sonnen /
",
326,326,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"
Ein Wurm / der nur gläntzt bey der Nacht.
",
327,327,,,,,,,,,no_annotation,,,29,no_annotation,no_annotation,,no_annotation,"Wenn Eisen nicht und Schönheit wird gebrauchet /
Verlieren sie durch Rost den Werth;
Und Schätzen / die vergraben bleiben /
Kan niemand Ruhm und Preiß zuschreiben.
",
328,328,,,,,,,,,no_annotation,,,74,no_annotation,no_annotation,,no_annotation,"Die Jungfrauschaft ist von so edlen Steinen /
Die kein geil Auge schätzen kan.
Die Sternen / die am allermeisten scheinen /
Stehn in den Himmel oben an.
Der Sonne Gold / für der sich Stern' entröthen /
Heckt mehr / als des Saturnus Bley /
Geschwäntzte Stern123

 und schädliche Cometen.
Und Schönheit schläfft mehr Lastern bey /
Ja ihr' auch Schwanen-reinen Wangen
Gebehren Feuer / hecken Schlangen.
",
329,329,,,,,,,,,no_annotation,,,29,no_annotation,no_annotation,,no_annotation,"Ein Mund / der nie hat Wein und Milch geschmecket /
Kan leicht als bitter sie verschmehn.
Geht schaut: wie sie so Gold als Purper decket /
",
330,330,,,,,,,,,no_annotation,,,14,no_annotation,no_annotation,,no_annotation,"Wohl uns! die wir in rauen Schalen
Mit Perlen reiner Keuschheit pralen!
",
331,331,,,,,,,,,no_annotation,,,8,no_annotation,no_annotation,,no_annotation,"Denn werdet ihr recht schmecken und verstehen:
",
332,332,,,,,,,,,no_annotation,,,12,no_annotation,no_annotation,,no_annotation,"Die Jungfraun aber hier auf Erden
Solln's Paradises Schwanen werden.
",
333,333,,,,,,,,,no_annotation,,,20,no_annotation,no_annotation,,no_annotation,"Der Schau-Platz stellet für des Mufti Gemach.

Mufti. Mehemet. Bectas. Kiuperli. Kul-Kiahia. Mollah.

",
334,334,,,,,,,,,no_annotation,,,1,no_annotation,no_annotation,,no_annotation,"127


",
335,335,,,,,,,,,no_annotation,,,52,no_annotation,no_annotation,,no_annotation,"Dem Achmet muß zu erst sein Athem seyn verkürtzet.
Ein Schiff und Reichs-Haupt ist schon mehr als halb gestürtzet /
Wenn diß der Diener- wird und jenes Ancker-loß.
Der Britten Haupte fehlt nur noch der zehnde Stoß
Zum Schifbruch/ seit daß er den Pfeiler eingebüßet
Durch Strafforts treuen Kopf.
",
336,336,,,,,,,,,no_annotation,,,21,no_annotation,no_annotation,,no_annotation,"
Man sage mehrern Sold den Janitscharen zu;
Auf derer Willkühr steht des Sultans Fall und Ruh.
Ich wil /
",
337,337,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Herr / Achmet bringt gleich Ambren selbst zurücke.
",
338,338,,,,,,,,,no_annotation,,,6,no_annotation,no_annotation,,no_annotation,"Achmet. Mufti. Ambre.

",
339,339,,,,,,,,,no_annotation,,,18,no_annotation,no_annotation,,no_annotation,"Du sätzest weißlich ab vom ersten Aberwitze.
Doch späte Vorsicht ist nichts nach dem Fallen nütze.
",
340,340,,,,,,,,,no_annotation,,,12,no_annotation,no_annotation,,no_annotation,"
Ambre. Mufti. Mehemet. Bectas. Kiuperli. Kul-Kiahia.

",
341,341,,,,,,,,,no_annotation,,,49,no_annotation,no_annotation,,no_annotation,"Wie aber kan man mehr der Laster Flug erhöhn /
Den Blutthund in der Schand und in dem Grimme stärcken /
Als wenn die / die Gott sätzt zu Richtern seinen Wercken /
Ihm durch die Finger sehn? an sich durch eigne Hand
Sein Wütten üben auß? ",
342,342,,,,,,,,,no_annotation,,,7,no_annotation,no_annotation,,no_annotation,"Ach ja! du urtheilst recht!
",
343,343,,,,,,,,,no_annotation,,,0,no_annotation,no_annotation,,no_annotation, ,
344,344,,,,,,,,,no_annotation,,,51,no_annotation,no_annotation,,no_annotation,"Rom lehrt uns am Tarquin: daß / wenn man Schänder stürtzt /
Die unser Haupt gleich sind /Gott pflegt das Werck zu segnen.
Ich seh auß Ambrens Brust Lucretzens Bluttschaum regnen /
Ja eine Sündfluth kwelln / ein Rothes Meer entstehn
In dem der Pharao wird schrecklich untergehn.
",
345,345,,,,,,,,,no_annotation,,,15,no_annotation,no_annotation,,no_annotation," Ich wil mich stracks bemühn
Des Sultans Mutter selbst in unsern Bund zu zihn.
",
346,346,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Wird mit der Mutter sich diß sicher wagen lassen?
",
347,347,,,,,,,,,no_annotation,,,9,no_annotation,no_annotation,,no_annotation,"Er und die Mutter ist bereit versöhnt zusammen.
",
348,348,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Laß mich in diesem Stück umb unsern Vorschlag sorgen.
",
349,349,,,,,,,,,no_annotation,,,22,no_annotation,no_annotation,,no_annotation,"Des Abends Anschlag krön ein wohl außschlagend Morgen!
Der Schau-Platz verwandelt sich in Kiosems Gemach.

Amuratens Geist. Kiosem.

",
350,350,,,,,,,,,no_annotation,,,131,no_annotation,no_annotation,,no_annotation,"So baut sie nur auf Spiegel-glattes Eiß /
Wirft Ancker in den Trübsand / Grundstein in Moräste /
Wo sie vermeynt; sie steh itzt hoch und fäste.
Man mißt mit Bley des tieffen Meeres Grund /
Durch Glaß erforscht man's Himmels Heimligkeiten;
Kein Schau-Glaß nur / kein Bley-Maaß ist uns kund /
Die Nachwelt wird auch keines nicht bereiten /
Das der Menschlichen Gemüther tieffes Welt-Meer gründen kan;
Kein Compaß / der sichre Farth in der Höfe Strudeln zeiget /

Keine Kette / die die Räder des Gelückes hemmet an.
Keine Sonne gehet auf / die die Zeit nicht West-werts neiget;
Ja / Ibrahims Genad ist wie ein Rohr bewand /
Das den / der sich drauf lehnt / beschädigt in die Hand.
",
351,351,,,,,,,,,no_annotation,,,142,no_annotation,no_annotation,,no_annotation,"Wilst aber du auf deiner Wolthat Grund
Den Pfeiler deines Heils / und Hofnungs-Schlösser bauen?
Ein Zentner wigt Tyrannen kein halb Pfund /
Die Berge-grossen Dinst für Sonnenstaub anschauen.
Denn ihre Augen sind ein Schauglaß / das macht klein /
Weil frembde Wercke sie dadurch von hinten sehen;
Wenn aber sie für sich es recht und vorwerts drehen /
Scheint ihnen auch ein Floch ein Elefant zu seyn.
Ja mindert auch ihr Aug ihr nicht die Würde
Lascht sie Vergessenheit der Schwamm der Zeit nicht auß /
So stürmt und tilgt sie gar der Wolthats-stifter Hauß.
Weil Undanck hält für Dienstbarkeit und Bürde /

Sich Schuldner solcher Wolthat schauen.
Denn kleine Schuld spinnt Gunst / die grosse Feindschaft an;
Besonders ist kein Haar-breit nicht zu trauen;
Wenn keine Schätzbarkeit die Wolthat zahlen kan.
",
352,352,,,,,,,,,no_annotation,,,1,no_annotation,no_annotation,,no_annotation,"131


",
353,353,,,,,,,,,no_annotation,,,21,no_annotation,no_annotation,,no_annotation,"Auf! Mutter auf! sey für dein Heyl doch wache /
Weil sich dein Sohn in eine Natter kehrt /
",
354,354,,,,,,,,,no_annotation,,,1,no_annotation,no_annotation,,no_annotation,".
",
355,355,,,,,,,,,no_annotation,,,4,no_annotation,no_annotation,,no_annotation,"Kiosem. Mufti.

",
356,356,,,,,,,,,no_annotation,,,15,no_annotation,no_annotation,,no_annotation,"
Ja / weil mein Stranden sie nur trifft am Ufer an /
Nicht zweifelnd: ",
357,357,,,,,,,,,no_annotation,,,12,no_annotation,no_annotation,,no_annotation,"Der kaum von mir entwichen /
Als du ins Zimmer tratst.
",
358,358,,,,,,,,,no_annotation,,,90,no_annotation,no_annotation,,no_annotation,"Wahr ists: wenn / die erblichen /
Durchbrechen Sarch und Gruft / uns Warnung bringen bey;
So gläub ich: daß das Beil schon auf dem Nacken sey.
Und denn ists Wachens Zeit und auf sein Heil zu sinnen.
Der edle Mustafa134

 hätt allzu wohl entrinnen
Des Rustans List gekönnt; hätt er nicht außer Acht
Geschlagen; was ein Geist im Traum ihm zugebracht /
Sein Priester außgelegt. Im Fall Ihr nur zu rathen /
So komme sie selbst für des Sultans Mörderthaten.
",
359,359,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Zeig uns für die Gefahr ein sicher Mittel an.
",
360,360,,,,,,,,,no_annotation,,,12,no_annotation,no_annotation,,no_annotation,"Wer sicher geht / erdrückt den Wurm / der schaden kan.
",
361,361,,,,,,,,,no_annotation,,,8,no_annotation,no_annotation,,no_annotation,"Die eigne Wolfarth geht der Kinder-Liebe für.
",
362,362,,,,,,,,,no_annotation,,,8,no_annotation,no_annotation,,no_annotation,"Wie viel hat Suleiman nicht Kinderblutt verschüttet?
",
363,363,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"Er thät diß nicht so wohl als Roxelanens List.
",
364,364,,,,,,,,,no_annotation,,,19,no_annotation,no_annotation,,no_annotation,"Chach Abas Sohn hat nechst des Vatern Stahl geküßt /135


Der dritte Mahumed ließ Sohn und Mutter tödten.
",
365,365,,,,,,,,,no_annotation,,,38,no_annotation,no_annotation,,no_annotation,"Diß gibt ein Beyspiel mir: daß / die die Armen röthen
In Fürsten-Blutte wolln; der Rache falln ins Schwerdt.
Zu dem steht diß / wormit ein Vater schon verfährt /
Nicht holden Müttern an.
",
366,366,,,,,,,,,no_annotation,,,10,no_annotation,no_annotation,,no_annotation,"
Als welcher wider's Haupt des Vatern sich empört.
",
367,367,,,,,,,,,no_annotation,,,27,no_annotation,no_annotation,,no_annotation," Doch wil sie sich nicht achten /
So geb ich ihr das Heil der Enckel zu betrachten /
Die er selbsthändig schon zu schlachten hat begehrt.
",
368,368,,,,,,,,,no_annotation,,,13,no_annotation,no_annotation,,no_annotation,"
Die / und des Reiches Heil bind ich ihr auf die Seele.
",
369,369,,,,,,,,,no_annotation,,,49,no_annotation,no_annotation,,no_annotation,"Jedoch den Fall gesätzt: Ich pflichtete dir bey /
Würd unser Ohnmacht uns den Vorsatz nicht verkürtzen /
Stambuldens grossen Herrn / das Haupt der Welt zu stürtzen;
Weil sein beschirmend Heer iedweden Anschlag dämpfft /
Ja Stern und Himmel selbst fürs Heil der Fürsten kämpfft.
",
370,370,,,,,,,,,no_annotation,,,54,no_annotation,no_annotation,,no_annotation,"Die Sorge lasse mir. Das Heer der Janitscharen
Wird widern Ibrahim / wie sie befiehlt / verfahren.
Denn ich verschweig ihr nicht: daß mir ihr Aga schon
Und Bassa Mehemet / den Sultan von dem Thron
Zu stürtzen / angelobt; in welcher beyder Händen
Das Heft der Kriegs-Macht ist.
",
371,371,,,,,,,,,no_annotation,,,80,no_annotation,no_annotation,,no_annotation,"
Denn diese Wolcke zeucht meist in sich solchen Blitz /
Der selbst die Mutter trifft. Ja / wenn schon nebst dem Reiche

Ein Fürst den Halß einbißt / kommt auß der kalten Leiche
Verfaulten Todten-Asch ein Recher noch herfür.
Daut Bassens Untergang und Gebegi136

 mahlt dir
Ein frisches Beyspiel ab / wie Oßmans keck Ermorden
Vom Folger Mustafa so scharf gestraft sey worden /
Dem Oßmans Leiche doch die Staffel war zum Thron?
Jedoch euch darzuthun: ",
372,372,,,,,,,,,no_annotation,,,69,no_annotation,no_annotation,,no_annotation," /
Daß an den Kindern sie die Laster straf und schelte /
Wil eurem Schlusse sie so ferne stimmen ein:
Daß Ibrahim entsetzt vom Throne möge seyn
Doch: daß das Leben ihm zur Außbeut übrig bleibe /
Er seiner Jahre Rest ins Kerckers Nacht vertreibe /
In dem ihn Amurath vor schon gefangen hielt /
Und daß Printz Mahumeth der Tugend Ebenbild
Des Vaters Thron betret.
",
373,373,,,,,,,,,no_annotation,,,22,no_annotation,no_annotation,,no_annotation,"Jedoch des Werckes Grund ist diß: daß Achmet Grauß /
Und Machmet sey Visier / eh wir das Hauptwerck wagen.
",
374,374,,,,,,,,,no_annotation,,,21,no_annotation,no_annotation,,no_annotation,"Sey sicher! Klugen ist nicht nöthig viel zu sagen.
Reyen
Der Mord-Lust. Der Furien. Der List.

",
375,375,,,,,,,,,no_annotation,,,49,no_annotation,no_annotation,,no_annotation,"Ich bin der Mord / das Kind der Hellen /
Das Leichen heckt / und nur trinckt Blutt /
Das sich nur labt an Feuer-Kwellen.
Hört mich / ihr Mägde / nehmt die Glutt /
Eilt / schleiffet Schwerdter / schärffet Klingen /
Den grimmen Sultan umbzubringen!
",
