,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,year_genre,genre,subgenre,date
1274,1274,GerDracor/lessing-die-alte-jungfer.xml,zu Petern.,0,10,stage_direction,3,9,speech_part,,#von_schlag,427.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1276,1276,GerDracor/lessing-die-alte-jungfer.xml,zu Kräuseln.,0,12,stage_direction,3,9,speech_part,,#peter,428.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1280,1280,GerDracor/lessing-die-alte-jungfer.xml,zu Petern.,0,10,stage_direction,3,9,speech_part,,#von_schlag,431.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1284,1284,GerDracor/lessing-die-alte-jungfer.xml,reißt sich los und zu Kräuseln.,0,31,stage_direction,3,9,speech_part,,#peter,432.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1291,1291,GerDracor/lessing-die-alte-jungfer.xml,Er läuft fort.,0,14,stage_direction,3,9,inner_speech,,#herr_kraeusel,433.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1292,1292,GerDracor/lessing-die-alte-jungfer.xml,läuft ihm nach.,0,15,stage_direction,3,9,speech_part,,#peter,434.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1297,1297,GerDracor/lessing-die-alte-jungfer.xml,Jungfer Ohldin.,0,15,stage_direction,3,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1298,1298,GerDracor/lessing-die-alte-jungfer.xml,Lelio.,16,22,stage_direction,3,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1299,1299,GerDracor/lessing-die-alte-jungfer.xml,Lisette.,23,31,stage_direction,3,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1300,1300,GerDracor/lessing-die-alte-jungfer.xml,von Schlag.,32,43,stage_direction,3,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1301,1301,GerDracor/lessing-die-alte-jungfer.xml,Herr Oronte und Frau Oronte.,44,72,stage_direction,3,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1322,1322,GerDracor/lessing-die-alte-jungfer.xml,zieht den Lelio bei Seite.,0,26,stage_direction,3,10,speech_part,,#von_schlag,448.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1340,1340,GerDracor/lessing-die-alte-jungfer.xml,sachte.,0,7,stage_direction,3,10,speech_part,,#lisette,453.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1342,1342,GerDracor/lessing-die-alte-jungfer.xml,sachte.,0,7,stage_direction,3,10,speech_part,,#lelio,454.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
1362,1362,GerDracor/lessing-die-alte-jungfer.xml,Die Vorigen und Clitander.,0,26,stage_direction,3,11,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1748.0
0,0,GerDracor/hafner-der-furchtsame.xml,Gasse.,0,6,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
1,1,GerDracor/hafner-der-furchtsame.xml,Valere und Hanswurst.,7,28,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
2,2,GerDracor/hafner-der-furchtsame.xml,zu Hanswurst.,0,13,stage_direction,1,1,speech_part,,#valere,1.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
7,7,GerDracor/hafner-der-furchtsame.xml,"Ermuntert
                ihn.",0,30,stage_direction,1,1,inner_speech,,#valere,1.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
8,8,GerDracor/hafner-der-furchtsame.xml,"welcher immer im Gehen geschlaffen hat, und nunmehr erwacht.",0,60,stage_direction,1,1,speech_part,,#hanswurst,2.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
35,35,GerDracor/hafner-der-furchtsame.xml,Zieht einen Brief aus der Tasche.,0,33,stage_direction,1,1,inner_speech,,#valere,11.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
62,62,GerDracor/hafner-der-furchtsame.xml,nachdenkend.,0,12,stage_direction,1,1,speech_part,,#hanswurst,22.0,MALE,being moved,being moved,being moved,_1730_1770,K,,1764.0
72,72,GerDracor/hafner-der-furchtsame.xml,nachrechnend.,0,13,stage_direction,1,1,speech_part,,#hanswurst,26.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
77,77,GerDracor/hafner-der-furchtsame.xml,Zum Valere.,0,11,stage_direction,1,1,inner_speech,,#hanswurst,26.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
80,80,GerDracor/hafner-der-furchtsame.xml,gibt dem Hanswurst den Brief.,0,29,stage_direction,1,1,speech_part,,#valere,27.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
82,82,GerDracor/hafner-der-furchtsame.xml,"Valere bleibt in Gedanken
                stehen.",0,49,stage_direction,1,1,inner_speech,,#valere,27.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
84,84,GerDracor/hafner-der-furchtsame.xml,"Will in des Hasenkopfs Haus gehen, und da
                solches verschlossen ist, macht er eine zornige Mine, und will auf der andern Seite
                der Bühne abgehen.",0,176,stage_direction,1,1,inner_speech,,#hanswurst,28.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
85,85,GerDracor/hafner-der-furchtsame.xml,ruft den Hanswurst zurück.,0,26,stage_direction,1,1,speech_part,,#valere,29.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
95,95,GerDracor/hafner-der-furchtsame.xml,"klopft an des Hasenkopfs Haus, zu Valere.",0,41,stage_direction,1,1,speech_part,,#hanswurst,34.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
97,97,GerDracor/hafner-der-furchtsame.xml,"Der Hausmeister aus des Hasenkopfs Hause, und die Vorigen.",0,58,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
109,109,GerDracor/hafner-der-furchtsame.xml,zum Hanswurst.,0,14,stage_direction,1,2,speech_part,,#valere,40.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
111,111,GerDracor/hafner-der-furchtsame.xml,zu Valere.,0,10,stage_direction,1,2,speech_part,,#hanswurst,41.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
113,113,GerDracor/hafner-der-furchtsame.xml,laut zum Hausmeister.,0,21,stage_direction,1,2,speech_part,,#valere,42.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
119,119,GerDracor/hafner-der-furchtsame.xml,immermehr schreyend.,0,20,stage_direction,1,2,speech_part,,#valere,44.0,MALE,suffering,negative,emotions of suffering and empathy,_1730_1770,K,,1764.0
124,124,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,2,speech_part,,#valere,46.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
126,126,GerDracor/hafner-der-furchtsame.xml,Zum Hausmeister.,0,16,stage_direction,1,2,inner_speech,,#valere,46.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
141,141,GerDracor/hafner-der-furchtsame.xml,"ohne eine Antwort zu geben, bleibt immer in Gedanken stehen, nachdem zu
              Hanswurst.",0,96,stage_direction,1,2,speech_part,,#hausmeister,53.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
143,143,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,2,speech_part,,#hanswurst,54.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
145,145,GerDracor/hafner-der-furchtsame.xml,zu Hanswurst.,0,13,stage_direction,1,2,speech_part,,#hausmeister,55.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
149,149,GerDracor/hafner-der-furchtsame.xml,macht dem Hanswurst ein Compliment.,0,35,stage_direction,1,2,speech_part,,#hausmeister,57.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
152,152,GerDracor/hafner-der-furchtsame.xml,"nimmt den Hausmeister beym Ohr, und hält ihm den Brief vor das Gesicht.",0,71,stage_direction,1,2,speech_part,,#valere,58.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
160,160,GerDracor/hafner-der-furchtsame.xml,zu Valere.,0,10,stage_direction,1,2,speech_part,,#hanswurst,62.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
163,163,GerDracor/hafner-der-furchtsame.xml,"Zum
                Hausmeister.",0,32,stage_direction,1,2,inner_speech,,#valere,63.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
174,174,GerDracor/hafner-der-furchtsame.xml,schreyt überlaut.,0,17,stage_direction,1,2,speech_part,,#hanswurst,69.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
176,176,GerDracor/hafner-der-furchtsame.xml,Vor sich.,0,9,stage_direction,1,2,inner_speech,,#hanswurst,69.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
180,180,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,2,speech_part,,#valere,71.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
182,182,GerDracor/hafner-der-furchtsame.xml,Zum Hausmeister.,0,16,stage_direction,1,2,inner_speech,,#valere,71.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
191,191,GerDracor/hafner-der-furchtsame.xml,zum Hausmeister.,0,16,stage_direction,1,2,speech_part,,#valere,75.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
193,193,GerDracor/hafner-der-furchtsame.xml,zornig.,0,7,stage_direction,1,2,speech_part,,#hausmeister,76.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
198,198,GerDracor/hafner-der-furchtsame.xml,"Eine
                Weile still stehend, auf einmal wieder zornig.",0,67,stage_direction,1,2,inner_speech,,#hausmeister,76.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
204,204,GerDracor/hafner-der-furchtsame.xml,Lauft zornig in das Haus ab.,0,28,stage_direction,1,2,inner_speech,,#hausmeister,76.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
205,205,GerDracor/hafner-der-furchtsame.xml,"Valere, Hanswurst.",0,18,stage_direction,1,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
209,209,GerDracor/hafner-der-furchtsame.xml,Sieht in die Scen.,0,18,stage_direction,1,3,inner_speech,,#hanswurst,79.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
211,211,GerDracor/hafner-der-furchtsame.xml,sieht in die Scen.,0,18,stage_direction,1,3,speech_part,,#valere,80.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
214,214,GerDracor/hafner-der-furchtsame.xml,"Jaques ein Friseur, Valere und Hanswurst.",0,41,stage_direction,1,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
218,218,GerDracor/hafner-der-furchtsame.xml,Will eilends in des Hasenkopfs Haus.,0,36,stage_direction,1,4,inner_speech,,#friseur,82.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
219,219,GerDracor/hafner-der-furchtsame.xml,zieht den Friseur zurück.,0,25,stage_direction,1,4,speech_part,,#valere,83.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
234,234,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,4,speech_part,,#hanswurst,89.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
238,238,GerDracor/hafner-der-furchtsame.xml,Gibt dem Friseur Brief und Geld.,0,32,stage_direction,1,4,inner_speech,,#valere,90.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
240,240,GerDracor/hafner-der-furchtsame.xml,nimmt Brief und Geld.,0,21,stage_direction,1,4,speech_part,,#friseur,91.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
256,256,GerDracor/hafner-der-furchtsame.xml,Zu Valere.,0,10,stage_direction,1,4,inner_speech,,#friseur,98.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
260,260,GerDracor/hafner-der-furchtsame.xml,heimlich zu Valere.,0,19,stage_direction,1,4,speech_part,,#hanswurst,100.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
265,265,GerDracor/hafner-der-furchtsame.xml,Geht ab.,0,8,stage_direction,1,4,inner_speech,,#valere,103.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
269,269,GerDracor/hafner-der-furchtsame.xml,Geht ab.,0,8,stage_direction,1,4,inner_speech,,#hanswurst,105.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
270,270,GerDracor/hafner-der-furchtsame.xml,Der Friseur allein.,0,19,stage_direction,1,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
278,278,GerDracor/hafner-der-furchtsame.xml,Geht ab.,0,8,stage_direction,1,5,inner_speech,,#friseur,106.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
279,279,GerDracor/hafner-der-furchtsame.xml,Zimmer des Herrn von Hasenkopf mit einem Bethe und einigen Sessel.,0,66,stage_direction,1,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
280,280,GerDracor/hafner-der-furchtsame.xml,"Herr von Hasenkopf, welcher in einem Schlafrocke auf dem Bethe ligt, Henriette,
            welche schlafend auf einem Sessel sitzt, und Lisette, welche vor ihr, in der Hand das
            Frühstück haltend, steht.",0,215,stage_direction,1,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
281,281,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,6,speech_part,,#lisette,107.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
283,283,GerDracor/hafner-der-furchtsame.xml,"Zu Henrietten, die sie immer zupft.",0,35,stage_direction,1,6,inner_speech,,#lisette,107.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
286,286,GerDracor/hafner-der-furchtsame.xml,erwachend.,0,10,stage_direction,1,6,speech_part,,#henriette,108.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
291,291,GerDracor/hafner-der-furchtsame.xml,Nimmt und trinkt Chokolade.,0,27,stage_direction,1,6,inner_speech,,#henriette,108.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
301,301,GerDracor/hafner-der-furchtsame.xml,"welcher erwacht, und im Bethe aufsitzt, ängstig.",0,48,stage_direction,1,6,speech_part,,#hasenkopf,114.0,MALE,fear,negative,emotions of anxiety,_1730_1770,K,,1764.0
324,324,GerDracor/hafner-der-furchtsame.xml,"Steht vom Bethe
                auf.",0,36,stage_direction,1,6,inner_speech,,#hasenkopf,122.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
337,337,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,6,speech_part,,#lisette,125.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
339,339,GerDracor/hafner-der-furchtsame.xml,Geht ab.,0,8,stage_direction,1,6,inner_speech,,#lisette,125.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
340,340,GerDracor/hafner-der-furchtsame.xml,"Herr von Hasenkopf, Henriette.",0,30,stage_direction,1,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
341,341,GerDracor/hafner-der-furchtsame.xml,trocknet sich das Gesicht ab.,0,29,stage_direction,1,7,speech_part,,#hasenkopf,126.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
350,350,GerDracor/hafner-der-furchtsame.xml,"Herr von Heinzenfeld, Lisette und die Vorige.",0,45,stage_direction,1,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
353,353,GerDracor/hafner-der-furchtsame.xml,zu Lisette.,0,11,stage_direction,1,8,speech_part,,#henriette,131.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
355,355,GerDracor/hafner-der-furchtsame.xml,zu Henriette.,0,13,stage_direction,1,8,speech_part,,#lisette,132.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
357,357,GerDracor/hafner-der-furchtsame.xml,Laut.,0,5,stage_direction,1,8,inner_speech,,#lisette,132.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
365,365,GerDracor/hafner-der-furchtsame.xml,Küst dem Hasenkopf die Händ.,0,28,stage_direction,1,8,inner_speech,,#henriette,134.0,FEMALE,"admiration, reverence",positive,emotions of affection,_1730_1770,K,,1764.0
366,366,GerDracor/hafner-der-furchtsame.xml,zu Henriette.,0,13,stage_direction,1,8,speech_part,,#heinzenfeld,135.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
368,368,GerDracor/hafner-der-furchtsame.xml,"Will
                Henriette die Hand küssen.",0,47,stage_direction,1,8,inner_speech,,#heinzenfeld,135.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
369,369,GerDracor/hafner-der-furchtsame.xml,zieht die Hand zurück.,0,22,stage_direction,1,8,speech_part,,#henriette,136.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
372,372,GerDracor/hafner-der-furchtsame.xml,"Geht
                ab.",0,24,stage_direction,1,8,inner_speech,,#henriette,136.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
373,373,GerDracor/hafner-der-furchtsame.xml,heimlich zu Heinzenfeld.,0,24,stage_direction,1,8,speech_part,,#lisette,137.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
375,375,GerDracor/hafner-der-furchtsame.xml,Geht ab.,0,8,stage_direction,1,8,inner_speech,,#lisette,137.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
376,376,GerDracor/hafner-der-furchtsame.xml,Hasenkopf und Heinzenfeld.,0,26,stage_direction,1,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
377,377,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,9,speech_part,,#heinzenfeld,138.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
389,389,GerDracor/hafner-der-furchtsame.xml,zornig.,0,7,stage_direction,1,9,speech_part,,#hasenkopf,145.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
398,398,GerDracor/hafner-der-furchtsame.xml,aufgebracht.,0,12,stage_direction,1,9,speech_part,,#hasenkopf,147.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
405,405,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,9,speech_part,,#heinzenfeld,148.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
407,407,GerDracor/hafner-der-furchtsame.xml,Zu Hasenkopf.,0,13,stage_direction,1,9,inner_speech,,#heinzenfeld,148.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
409,409,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,9,speech_part,,#hasenkopf,149.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
411,411,GerDracor/hafner-der-furchtsame.xml,Zum Heinzenfeld.,0,16,stage_direction,1,9,inner_speech,,#hasenkopf,149.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
414,414,GerDracor/hafner-der-furchtsame.xml,spöttisch.,0,10,stage_direction,1,9,speech_part,,#hasenkopf,151.0,MALE,abhorrence,negative,emotions of rejection,_1730_1770,K,,1764.0
420,420,GerDracor/hafner-der-furchtsame.xml,zornig.,0,7,stage_direction,1,9,speech_part,,#hasenkopf,153.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
429,429,GerDracor/hafner-der-furchtsame.xml,Geht ab.,0,8,stage_direction,1,9,inner_speech,,#heinzenfeld,154.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
430,430,GerDracor/hafner-der-furchtsame.xml,Hasenkopf allein.,0,17,stage_direction,1,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
447,447,GerDracor/hafner-der-furchtsame.xml,Sehr aengstig.,0,14,stage_direction,1,10,inner_speech,,#hasenkopf,155.0,MALE,fear,negative,emotions of anxiety,_1730_1770,K,,1764.0
450,450,GerDracor/hafner-der-furchtsame.xml,Alcantor und der Vorige.,0,24,stage_direction,1,11,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
506,506,GerDracor/hafner-der-furchtsame.xml,vor sich.,0,9,stage_direction,1,11,speech_part,,#alcantor,176.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
508,508,GerDracor/hafner-der-furchtsame.xml,Zum Hasenkopf.,0,14,stage_direction,1,11,inner_speech,,#alcantor,176.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
518,518,GerDracor/hafner-der-furchtsame.xml,Lacht.,0,6,stage_direction,1,11,inner_speech,,#hasenkopf,179.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
527,527,GerDracor/hafner-der-furchtsame.xml,greift in den Sack.,0,19,stage_direction,1,11,speech_part,,#alcantor,184.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
530,530,GerDracor/hafner-der-furchtsame.xml,zornig.,0,7,stage_direction,1,11,speech_part,,#hasenkopf,185.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,,1764.0
533,533,GerDracor/hafner-der-furchtsame.xml,Geht ab.,0,8,stage_direction,1,11,inner_speech,,#hasenkopf,185.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
534,534,GerDracor/hafner-der-furchtsame.xml,Alcantor allein.,0,16,stage_direction,1,12,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
538,538,GerDracor/hafner-der-furchtsame.xml,"Jaques der Friseur, und Alcantor.",0,33,stage_direction,1,13,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
545,545,GerDracor/hafner-der-furchtsame.xml,gibt dem Alcantor einen Brief.,0,30,stage_direction,1,13,speech_part,,#friseur,189.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
553,553,GerDracor/hafner-der-furchtsame.xml,Gibt dem Friseur 2 Ducaten.,0,27,stage_direction,1,13,inner_speech,,#alcantor,192.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
556,556,GerDracor/hafner-der-furchtsame.xml,Geht ab.,0,8,stage_direction,1,13,inner_speech,,#friseur,193.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
557,557,GerDracor/hafner-der-furchtsame.xml,Alcantor allein.,0,16,stage_direction,1,14,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
560,560,GerDracor/hafner-der-furchtsame.xml,"Erbricht den Brief,
                und list.",0,45,stage_direction,1,14,inner_speech,,#alcantor,194.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
571,571,GerDracor/hafner-der-furchtsame.xml,"Geht ab in sein
                Haus.",0,37,stage_direction,1,14,inner_speech,,#alcantor,194.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
572,572,GerDracor/hafner-der-furchtsame.xml,Gasse.,0,6,stage_direction,2,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
573,573,GerDracor/hafner-der-furchtsame.xml,Alcantor aus seinem Hause.,7,33,stage_direction,2,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
578,578,GerDracor/hafner-der-furchtsame.xml,Hanswurst und Alcantor beyseite.,0,32,stage_direction,2,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
579,579,GerDracor/hafner-der-furchtsame.xml,"einen Brief in der Hand haltend, vor sich.",0,42,stage_direction,2,2,speech_part,,#hanswurst,196.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
586,586,GerDracor/hafner-der-furchtsame.xml,"Sieht in die
                Scen.",0,34,stage_direction,2,2,inner_speech,,#hanswurst,196.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
593,593,GerDracor/hafner-der-furchtsame.xml,"Lisette, Hanswurst, Alcantor auf der Seite.",0,43,stage_direction,2,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
594,594,GerDracor/hafner-der-furchtsame.xml,zu Hanswurst.,0,13,stage_direction,2,3,speech_part,,#lisette,197.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
612,612,GerDracor/hafner-der-furchtsame.xml,Zeigt ihr den Brief.,0,20,stage_direction,2,3,inner_speech,,#hanswurst,206.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
619,619,GerDracor/hafner-der-furchtsame.xml,"Hanswurst will der Lisette den Brief geben; Alcantor schleicht sich hervor, hält
              der Lisette seinen Brief vor, und nimmt mit der andern Hand des Hanswurst seinen weg,
              und schleicht in das Haus ab.",0,224,stage_direction,2,3,speech_part,,#lisette,209.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
620,620,GerDracor/hafner-der-furchtsame.xml,"in der Meynung, daß Lisette seinen Brief habe.",0,46,stage_direction,2,3,speech_part,,#hanswurst,210.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
622,622,GerDracor/hafner-der-furchtsame.xml,"in der Meinung, daß sie den rechten Brief habe.",0,47,stage_direction,2,3,speech_part,,#lisette,211.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
624,624,GerDracor/hafner-der-furchtsame.xml,Will den Brief öfnen.,0,21,stage_direction,2,3,inner_speech,,#lisette,211.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
625,625,GerDracor/hafner-der-furchtsame.xml,"verwehrt der Lisette den Brie, aufzumachen.",0,43,stage_direction,2,3,speech_part,,#hanswurst,212.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
636,636,GerDracor/hafner-der-furchtsame.xml,"Reißt den Brief auf, und list.",0,30,stage_direction,2,3,inner_speech,,#lisette,217.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,,1764.0
