,id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender,connected_emotion_id
3303,CATMA_012EF3E7-7893-4535-857A-71A99D382293_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,130778,130781,ER,FEMALE,CATMA_6E252F0E-3CDD-4F56-BA00-0A85367F9BE8
3304,CATMA_70A94D03-B307-411D-BDC1-B72115A9ED6A,Explizites_Target:_Charakter,target,Charakter,explicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,dich,1,130782,130786,ER,MALE,CATMA_6E252F0E-3CDD-4F56-BA00-0A85367F9BE8
3305,CATMA_92F5E961-464E-4873-ADCA-7F2A5579DA2C,Explizites_Target:_Charakter,target,Charakter,explicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,du,1,131185,131187,ER,MALE,CATMA_B3CE0A4E-DC83-4137-8EBB-1B4B6E5EFD92
3306,CATMA_B3CE0A4E-DC83-4137-8EBB-1B4B6E5EFD92,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Gott! Gott! und du selbst mußt das Siegel geben, die Werke der Hölle zu verwahren?",19,131169,131251,ER,FEMALE,
3307,CATMA_C1F8D536-8889-46C5-B00D-F5E2D3A2B158,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ferdinand von Walter,3,131340,131360,ER,MALE,CATMA_9CAB69ED-3F64-4822-8B99-448C4A7C8125_0
3308,CATMA_7DADA65F-185C-4019-BA8E-710A995814F3,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Marschall,1,131495,131504,ER,MALE,CATMA_9CAB69ED-3F64-4822-8B99-448C4A7C8125_1
3309,CATMA_2E9791E1-21C3-4300-835F-DC9BC0C6A7D1,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ich,1,131599,131602,ER,MALE,CATMA_834B5A61-D492-4D46-956B-7159F555C590
3310,CATMA_DC752317-452B-4535-8FC9-542660F7665B,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Marschall,1,131618,131627,ER,MALE,CATMA_834B5A61-D492-4D46-956B-7159F555C590
3311,CATMA_FE9E0896-C48C-4790-A7F1-47F4CF4B1497,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Der gnädige Herr,3,131703,131719,ER,MALE,CATMA_B161A69C-667D-439B-9AD5-B92B7EAB7154
3312,CATMA_B161A69C-667D-439B-9AD5-B92B7EAB7154,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Der gnädige Herr soll im Namen der ganzen Hölle daher kommen.,12,131703,131764,ER,MALE,
3313,CATMA_3B96AB2B-E7AC-4932-9A6F-76AE35B8CA94,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid, bald erstarrend,2,131858,131874,ER,MALE,
3314,CATMA_3B96AB2B-E7AC-4932-9A6F-76AE35B8CA94,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Objekt,single,negativ,negativ,Emotionen des Leids,Leid, bald erstarrend,2,131858,131874,ER,Nicht-Charakter,
3315,CATMA_22F76FF3-9675-4CDF-A881-4519A057B188,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger," bald wütend
            herumstürzend.
",4,131875,131915,ER,MALE,
3316,CATMA_22F76FF3-9675-4CDF-A881-4519A057B188,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Objekt,single,negativ,negativ,Emotionen der Ablehnung,Ärger," bald wütend
            herumstürzend.
",4,131875,131915,ER,Nicht-Charakter,
3317,CATMA_3BD47462-0A0C-461B-8829-1BFBB6E2461C,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Diese himmlische Hülle ,3,131952,131975,ER,FEMALE,CATMA_C9183BCB-EB69-474F-A419-83800DD11F1E
3318,CATMA_C9183BCB-EB69-474F-A419-83800DD11F1E,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Diese himmlische Hülle versteckt,4,131952,131984,ER,MALE,
3319,CATMA_1EE96F14-F192-4017-A6ED-5D84EEE289EF,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"kein so
            teuflisches Herz ",4,131985,132022,ER,MALE,
3320,CATMA_1EE96F14-F192-4017-A6ED-5D84EEE289EF,Gemeintes_Target:_Charakter,target,Charakter,implicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"kein so
            teuflisches Herz ",4,131985,132022,ER,FEMALE,
3321,CATMA_2240181F-B986-426B-AE92-98A16E084168_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,es ist ihre Hand,4,132221,132237,ER,Nicht-Charakter,CATMA_C07A7313-9463-4902-A896-CDD5D887B61E
3322,CATMA_38E5466D-3031-4158-B434-155C0AF3B4CA_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,132442,132445,ER,MALE,CATMA_C07A7313-9463-4902-A896-CDD5D887B61E
3323,CATMA_E8F05325-4844-41AE-B2FB-6FE1F1B5B235,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich,1,132605,132609,ER,MALE,CATMA_6ACFC76A-D4B0-464B-8614-7E55D8CF0D2E
3324,CATMA_6ACFC76A-D4B0-464B-8614-7E55D8CF0D2E,Gemeintes_Target:_Charakter,target,Charakter,implicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu," und
            bald, bald hätte selbst mich
 die himmlische Schminke betrogen!
",12,132564,132645,ER,FEMALE,
3325,CATMA_7DA85BA8-AAE1-43F5-87B5-78F64E90C169_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Er,1,132645,132647,ER,MALE,CATMA_68BCACA5-0A87-45CB-A8E8-DF873D1BCB71
3326,CATMA_B2F3FC25-48C7-4561-84A0-DE81A6B173BF,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid," nichts als Grimasse
? – Grimasse?",7,133135,133169,ER,Nicht-Charakter,CATMA_D9E3F332-93B1-4283-9821-2D020B990F17
3327,CATMA_D9E3F332-93B1-4283-9821-2D020B990F17,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,"Gott! Gott! und alles das nichts als Grimasse
? – Grimasse? ",14,133110,133170,ER,MALE,
3328,CATMA_BE0A2C3C-194F-4A07-A343-BFEE60224C48_0,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,die Falsche,2,133413,133424,ER,FEMALE,CATMA_F7A50253-CE7F-4026-A0FC-605797A1644D
3329,CATMA_F7A50253-CE7F-4026-A0FC-605797A1644D,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"O wenn die
            Lüge eine so haltbare Farbe hat, wie ging es zu, daß sich kein Teufel noch in das
            Himmelreich hineinlog?
Da ich ihr die Gefahr unsrer Liebe entdeckte, mit welch überzeugender Täuschung
            erblaßte die Falsche da! Mit welch siegender Würde schlug sie den frechen Hohn meines
            Vaters zu Boden, und in eben dem Augenblick fühlte das Weib sich doch schuldig – Was?
            hielt sie nicht selbst die Feuerprobe der Wahrheit aus – die Heuchlerin sinkt in
            Ohnmacht. Welche Sprache wirst du jetzt führen, Empfindung? Auch Koketten sinken in
            Ohnmacht. Womit wirst du dich rechtfertigen, Unschuld – Auch Metzen sinken in
            Ohnmacht.
",116,133172,133889,ER,MALE,
3330,CATMA_4ABAF0BC-B106-4D07-BA0E-ABB653ADB59A_0,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie,1,133889,133892,ER,FEMALE,CATMA_2EC5C8CF-F21F-4E8B-A358-E69D368BE265_0
3331,CATMA_E521FA02-1CFA-4B92-8484-7794A71D4DDE,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mir,1,133911,133914,ER,MALE,CATMA_2EC5C8CF-F21F-4E8B-A358-E69D368BE265_0
3332,CATMA_4ABAF0BC-B106-4D07-BA0E-ABB653ADB59A_3,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihr,1,134194,134197,ER,FEMALE,CATMA_2EC5C8CF-F21F-4E8B-A358-E69D368BE265_1
3333,CATMA_4ABAF0BC-B106-4D07-BA0E-ABB653ADB59A_4,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,as Mädchen,2,134324,134334,ER,FEMALE,CATMA_2EC5C8CF-F21F-4E8B-A358-E69D368BE265_2
3334,CATMA_4FF9E6A0-6957-4548-9BE0-732EF13C232E,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,sie,1,134354,134357,ER,FEMALE,CATMA_7F88F4ED-F994-4AEC-9AB1-CC2D4866BEF2
3335,CATMA_7F88F4ED-F994-4AEC-9AB1-CC2D4866BEF2,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Gott! da empfand sie nichts? Fühlte
            nichts, als ihren Anschlag gelungen? Nichts, als ihre Reize geschmeichelt? Tod und
            Rache! Nichts, als daß ich betrogen sei?
",34,134337,134521,ER,MALE,
3336,CATMA_40706562-F019-405E-B543-4D538377B69F_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,Sie,1,134602,134605,ER,MALE,CATMA_357CF0EB-8053-4904-9FBC-351B485FB2A1
3337,CATMA_357CF0EB-8053-4904-9FBC-351B485FB2A1,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,negativ,negativ,Emotionen der Angst,Angst,"ns Zimmer trippelnd.
Sie haben den Wunsch blicken lassen, mein Bester –
",14,134581,134653,ER,MALE,
3338,CATMA_B3901E52-C9B2-45BB-9CBA-137E91E6FEB5_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Marschall,1,134730,134739,ER,MALE,CATMA_A99B130F-2E19-441C-ABB7-34D39357C994
3339,CATMA_D46FB97A-1205-48D7-8D51-8F3D01088E1F_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,134828,134831,ER,MALE,CATMA_A99B130F-2E19-441C-ABB7-34D39357C994
3340,CATMA_CACA81B3-A39D-4E4C-B80F-E329B5A6BEE0_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,Sie,1,134996,134999,ER,MALE,CATMA_A4928987-9E76-45B7-BE06-3AEC4575E74B
3341,CATMA_DBE1442F-1372-4077-83F5-B6BAAB03B793,Explizite_Source:_Experiencer,source,Experiencer,explicit,hofmarschall,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,135011,135014,ER,MALE,CATMA_A4928987-9E76-45B7-BE06-3AEC4575E74B
3342,CATMA_F43BBA1A-EBA0-43AE-A8F6-C4608CBB36E4_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,135092,135095,ER,MALE,CATMA_75F2C915-8DA7-4344-BD7E-329912DADD67
3343,CATMA_6AF21C51-BD98-4C95-8191-8D528101CFE8,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,jener,1,135229,135234,ER,MALE,CATMA_75F2C915-8DA7-4344-BD7E-329912DADD67
3344,CATMA_DE4414FE-F027-413F-87E5-2C8E63CE8E82,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,negativ,negativ,Emotionen der Angst,Angst,"Verflucht!
",2,135382,135393,ER,MALE,
3345,CATMA_DE4414FE-F027-413F-87E5-2C8E63CE8E82,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,"Verflucht!
",2,135382,135393,ER,MALE,
3346,CATMA_FA60E9B6-F2D3-4B52-A051-135A9BCDF97B_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,positiv,positiv,Emotionen der Freude,Schadenfreude,Marschall,1,135444,135453,ER,MALE,CATMA_2FBED9A8-C4E4-4A0C-B0C2-891D5D3EB64F
3347,CATMA_05460EB2-D0AC-4DF8-BF87-8994ED7264CC_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Freude,Schadenfreude,mich,1,135476,135480,ER,MALE,CATMA_2FBED9A8-C4E4-4A0C-B0C2-891D5D3EB64F
3348,CATMA_04182AEE-F71A-4D87-A0CF-A0803BEC4170_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,Sie,1,135609,135612,ER,MALE,CATMA_873E05A6-5D56-4900-AFD0-349A01978666
3349,CATMA_873E05A6-5D56-4900-AFD0-349A01978666,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,negativ,negativ,Emotionen der Angst,Angst,"tritt bestürzt zurück.
Sie werden vernünftig sein, Bester",10,135586,135643,ER,MALE,
3350,CATMA_0C654AC1-46D0-41F1-BB74-244950757482_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Schelmen,1,135717,135725,ER,MALE,CATMA_51FFEE84-598A-453E-9711-43EC60EA930A
3351,CATMA_51FFEE84-598A-453E-9711-43EC60EA930A,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Mehr als zuviel, um einen Schelmen, wie du bist, in jene Welt zu schicken!",18,135691,135765,ER,MALE,
3352,CATMA_E3945D80-7632-40A3-B123-CBCF871C2718,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,136045,136048,ER,MALE,CATMA_AFE554E6-2338-40F3-92A5-BD3514F45C02
3353,CATMA_AFE554E6-2338-40F3-92A5-BD3514F45C02,Gemeintes_Target:_Charakter,target,Charakter,implicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Faß dieses End an, sag ich. ",8,136022,136050,ER,MALE,
3354,CATMA_BE56D834-E882-400E-99A6-8D1564F59C6E_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,du,1,136062,136064,ER,MALE,CATMA_7A9BCE7C-373F-4FB2-A7FA-80CA7C6DDA47
3355,CATMA_7A9BCE7C-373F-4FB2-A7FA-80CA7C6DDA47,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu," Sonst wirst du ja fehlschießen, Memme! – Wie sie zittert,
              die Memme! Du solltest Gott danken, Memme, daß du zum erstenmal etwas in deinen
              Hirnkasten kriegst",32,136049,136234,ER,MALE,
3356,CATMA_53DE1262-72E0-493D-B98F-7219DC49EA41,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,Baron,1,136393,136398,ER,MALE,CATMA_57D40188-5C11-4D80-8B00-B72D3C62E65F
3357,CATMA_57D40188-5C11-4D80-8B00-B72D3C62E65F,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,negativ,negativ,Emotionen der Angst,Angst,"Auf dem Zimmer, Baron?
",6,136377,136400,ER,MALE,
3358,CATMA_D4C30349-BB35-4C2F-A291-180ABA3BFB93,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,dir,1,136428,136431,ER,MALE,CATMA_2E7F8BA8-CAD2-4CAC-A7EF-3120B54CE97C
3359,CATMA_2E7F8BA8-CAD2-4CAC-A7EF-3120B54CE97C,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Als ob sich mit dir ein Gang vor den Wall verlohnte? ,12,136412,136465,ER,MALE,
3360,CATMA_4F87E0DD-A346-43D0-85C7-87342A2104AB,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,positiv,positiv,Emotionen der Freude,Schadenfreude,du,1,136564,136566,ER,MALE,CATMA_8AF49A43-6958-4354-A131-FF1F1590B4B9
3361,CATMA_8AF49A43-6958-4354-A131-FF1F1590B4B9,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,positiv,positiv,Emotionen der Freude,Schadenfreude,"Schatz, so knallts desto
              lauter, und das ist ja doch wohl das erste
 Geräusch, das du in der Welt
              machst –",24,136467,136601,ER,MALE,
3362,CATMA_8B9BA2E5-2481-4C60-BDEF-F93CBFBCB481_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Sie,1,136654,136657,ER,MALE,CATMA_E57B4B21-884B-444A-94DC-83F9A6E63F66
3363,CATMA_E57B4B21-884B-444A-94DC-83F9A6E63F66,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"wischt sich die Stirn.
Und Sie wollen Ihr kostbares Leben so aussetzen, junger hoffnungsvoller Mann?
",18,136627,136728,ER,MALE,
3364,CATMA_1E927C96-B3CC-43CE-9870-4A02D3A0E393_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,136755,136758,ER,MALE,CATMA_323960BF-05FB-4A56-8792-0AF406E5FB00
3365,CATMA_323960BF-05FB-4A56-8792-0AF406E5FB00,Gemeintes_Target:_Charakter,target,Charakter,implicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Schlag an, sag ich. Ich habe nichts mehr in dieser Welt zu tun.",16,136740,136803,ER,MALE,
3366,CATMA_4E1CC3B7-7167-4216-8336-F639079FBE33,Explizite_Source:_Experiencer,source,Experiencer,explicit,hofmarschall,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,ich,1,136824,136827,ER,MALE,CATMA_27657AEF-71D2-4FE3-A7AD-86F3ADCC3ABA
3367,CATMA_790A92ED-0D21-40DD-B8CA-78B02EA398AB,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Allervortrefflichster,1,136846,136867,ER,MALE,CATMA_27657AEF-71D2-4FE3-A7AD-86F3ADCC3ABA
3368,CATMA_185E4713-0CD7-4354-813F-8D47EA35879B,Explizite_Source:_Experiencer,source,Experiencer,explicit,hofmarschall,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,136824,136827,ER,MALE,CATMA_1BD3198E-3CF9-4DB5-8584-FCEF76192EBE
3369,CATMA_3F724590-94F2-4A31-869D-756000AC8CB8_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Du,1,136881,136883,ER,MALE,CATMA_20097852-A7D7-495E-9949-A9DE20A5B8B2
3370,CATMA_8F79A93C-BD97-44F3-9B26-3B71A595BCA3_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,137231,137234,ER,MALE,CATMA_20097852-A7D7-495E-9949-A9DE20A5B8B2
3371,CATMA_0F7CE266-1D15-4A5A-941E-F0A60E48BF14_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Sie,1,137495,137498,ER,MALE,CATMA_C06D051C-0F32-46BC-B344-2498F3CA7E60
3372,CATMA_C06D051C-0F32-46BC-B344-2498F3CA7E60,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,"Was Sie befehlen, Herr, wie Sie belieben",9,137491,137531,ER,MALE,
3373,CATMA_9DC6F46F-217F-4904-8BF5-29E152EB8203,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Objekt,single,negativ,negativ,Emotionen der Angst,Angst,Pistolen,1,137542,137550,ER,Nicht-Charakter,CATMA_5DA3B8FB-9525-43B4-BCE3-E42D0D8C4A3A
3374,CATMA_5DA3B8FB-9525-43B4-BCE3-E42D0D8C4A3A,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,negativ,negativ,Emotionen der Angst,Angst,"Nur die Pistolen weg!
",5,137534,137556,ER,MALE,
3375,CATMA_4DEE13E2-91FB-456E-A002-66E0BD440257_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,er,1,137572,137574,ER,MALE,CATMA_566A849B-84CF-46D3-AEFA-A858B31E506F
3376,CATMA_566A849B-84CF-46D3-AEFA-A858B31E506F,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Wie er dasteht, der Schmerzenssohn! – Dasteht, dem sechsten Schöpfungstag zum
              Schimpfe! Als wenn ihn ein Tübinger Buchhändler dem Allmächtigen nachgedruckt hätte! –
              Schande nur, ewig Schande für die Unze Gehirn, die so schlecht in diesem undankbaren
              Schädel wuchert. Diese einzige Unze hätte dem Pavian noch vollends zum Menschen
              geholfen, da sie jetzt nur einen Bruch von Vernunft macht – Und mit
                diesem
 ihr Herz zu teilen? – Ungeheuer! Unverantwortlich! – Einem Kerl,
              mehr gemacht, von Sünden zu entwöhnen als dazu anzureizen.
",97,137568,138184,ER,MALE,
3377,CATMA_6A4E65CC-6B92-4AE8-892A-883D02E42B23,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Er,1,138222,138224,ER,MALE,CATMA_D793AD36-23CD-4A0A-AF33-63E8B7639ABA
3378,CATMA_D793AD36-23CD-4A0A-AF33-63E8B7639ABA,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,O! Gott sei ewig Dank! Er wird witzig.,11,138199,138237,ER,MALE,
3379,CATMA_2219BDDD-49C5-457C-A975-ED3DD57C89F9_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,mir,1,138913,138916,ER,MALE,CATMA_FE11A7C0-99EB-4FA6-A746-3EAE471D12EA
3380,CATMA_52D9D002-5EAE-4FB2-9C02-861A57A950C3_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ungeziefer,1,138921,138931,ER,MALE,CATMA_FE11A7C0-99EB-4FA6-A746-3EAE471D12EA
3381,CATMA_6D247DE9-5F61-4E0A-B164-81256CEA673C,Explizite_Source:_Experiencer,source,Experiencer,explicit,hofmarschall,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,sich,1,139113,139117,ER,MALE,CATMA_A66C3A1F-E243-49E1-B47D-A69BE01B2C5E
3382,CATMA_122B5CD7-BDA3-431F-8471-4746FF320D04_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Bube,1,139257,139261,ER,MALE,CATMA_5B1A8AF2-9862-4AE9-992A-F1F71075A2B7
3383,CATMA_BBB62FB6-41BC-4F9C-9AA9-5D337DE570CC_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,139337,139340,ER,MALE,CATMA_5B1A8AF2-9862-4AE9-992A-F1F71075A2B7
3384,CATMA_01DE2912-8114-401A-86D2-BA663A422A71_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Marschall,1,139973,139982,ER,MALE,CATMA_AEECA1B2-4254-4BB0-8834-8888B0D0E184
3385,CATMA_BAE38EEE-9A92-4525-91AA-2322845DDC83,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ich,1,140057,140060,ER,MALE,CATMA_AEECA1B2-4254-4BB0-8834-8888B0D0E184
3386,CATMA_54180B13-35E4-4E84-A919-B62E7626EBEB_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,du,1,140237,140239,ER,MALE,CATMA_E8DD85EC-A8A5-4E92-A425-7D42FED8E930
3387,CATMA_C3F7B36B-9990-4F43-993C-159681C1B9C5,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,mich,1,140240,140244,ER,MALE,CATMA_E8DD85EC-A8A5-4E92-A425-7D42FED8E930
3388,CATMA_3909301C-21B8-4CC4-978F-6F4C9DD00C56_0,Explizites_Target:_Charakter,target,Charakter,explicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,dich,1,140512,140516,ER,MALE,CATMA_E3688A3B-EAE3-49BC-A71D-3C5BD855AAD5
3389,CATMA_1F63126F-39D5-474F-AB65-1B3FA39A5174,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ich,1,140560,140563,ER,MALE,CATMA_E3688A3B-EAE3-49BC-A71D-3C5BD855AAD5
3390,CATMA_66D7B08D-1FC3-48A4-9CD3-DFBA5F568F05_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Sie,1,140621,140624,ER,MALE,CATMA_7473D9C0-3956-4125-B163-EE02D2E5F017
3391,CATMA_7473D9C0-3956-4125-B163-EE02D2E5F017,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,hofmarschall,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Sie rasen. Sie hören nicht.,7,140621,140648,ER,MALE,
