,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class,year_genre
172,172,TextGrid/-Ibrahim.xml,Achmat.,65,72,stage_direction,1,0,speech_part,,,46.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
173,173,TextGrid/-Ibrahim.xml,Hali.,73,78,stage_direction,1,0,speech_part,,,46.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
174,174,TextGrid/-Ibrahim.xml,"
                                    Die Janitscharen.",0,54,stage_direction,1,0,speech_part,,,46.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
175,175,TextGrid/-Ibrahim.xml,Die Gefangenen.,55,70,stage_direction,1,0,speech_part,,,46.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
234,234,TextGrid/-Ibrahim.xml,"
                                    Achmat.",0,44,stage_direction,1,0,speech_part,,,71.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
235,235,TextGrid/-Ibrahim.xml,Hali Bassa.,45,56,stage_direction,1,0,speech_part,,,71.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
321,321,TextGrid/-Ibrahim.xml,"
                                 Der Schau-Platz verändert sich in den Keiserlichen Spatzir-Saal.",0,98,stage_direction,2,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
322,322,TextGrid/-Ibrahim.xml,"
                                 Solimann.",0,43,stage_direction,2,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
323,323,TextGrid/-Ibrahim.xml,"
                                 Soliman.",0,42,stage_direction,2,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
324,324,TextGrid/-Ibrahim.xml,Rustahn.,43,51,stage_direction,2,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
372,372,TextGrid/-Ibrahim.xml,"
                                    Solimann.",0,46,stage_direction,2,0,speech_part,,,19.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
373,373,TextGrid/-Ibrahim.xml,Roxelane.,47,56,stage_direction,2,0,speech_part,,,19.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
429,429,TextGrid/-Ibrahim.xml,"
                                    Solimann.",0,46,stage_direction,2,0,speech_part,,,48.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
491,491,TextGrid/-Ibrahim.xml,"
                                    Der Mensch.",0,48,stage_direction,2,0,speech_part,,,95.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
495,495,TextGrid/-Ibrahim.xml,"
                                 Der Schau-Platz verändert sich in der Isabelle Gefängnüs.",0,91,stage_direction,3,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
496,496,TextGrid/-Ibrahim.xml,"
                                 Isabelle.",0,43,stage_direction,3,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
497,497,TextGrid/-Ibrahim.xml,"
                                 Soliman.",0,42,stage_direction,3,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
498,498,TextGrid/-Ibrahim.xml,Isabelle.,43,52,stage_direction,3,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
571,571,TextGrid/-Ibrahim.xml,"
                                    
                                       
Der Schau-Platz verändert sich in den Keiserlichen Richt-Saal.",0,140,stage_direction,3,0,speech_part,,,60.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
572,572,TextGrid/-Ibrahim.xml,"
                                    Ibrahim.",0,45,stage_direction,3,0,speech_part,,,60.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
573,573,TextGrid/-Ibrahim.xml,Hali.,46,51,stage_direction,3,0,speech_part,,,60.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
574,574,TextGrid/-Ibrahim.xml,Achmatb.,52,60,stage_direction,3,0,speech_part,,,60.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
575,575,TextGrid/-Ibrahim.xml,Rustahn.,61,69,stage_direction,3,0,speech_part,,,60.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
576,576,TextGrid/-Ibrahim.xml,"
                                    Etliche andere Bassen / die Stummen.",0,73,stage_direction,3,0,speech_part,,,60.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
577,577,TextGrid/-Ibrahim.xml,"
                                    Der Aufzug zu der Todten-Mahlzeit.",0,71,stage_direction,3,0,speech_part,,,60.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
603,603,TextGrid/-Ibrahim.xml,"
                                    Die stille Mahlzeit.",0,57,stage_direction,3,0,speech_part,,,78.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
629,629,TextGrid/-Ibrahim.xml,"
                                    
                                       
Trompeten.",0,88,stage_direction,3,0,speech_part,,,79.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
630,630,TextGrid/-Ibrahim.xml,"
                                    Soliman.",0,45,stage_direction,3,0,speech_part,,,79.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
631,631,TextGrid/-Ibrahim.xml,Ibrahim.,46,54,stage_direction,3,0,speech_part,,,79.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
632,632,TextGrid/-Ibrahim.xml,Rustahn.,55,63,stage_direction,3,0,speech_part,,,79.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
633,633,TextGrid/-Ibrahim.xml,Die Bassen.,64,75,stage_direction,3,0,speech_part,,,79.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
634,634,TextGrid/-Ibrahim.xml,"
                                    Die Stummen.",0,49,stage_direction,3,0,speech_part,,,79.0,UNKNOWN,suffering,T,,1649.0,negative,emotions of suffering and empathy,_1650_1730
707,707,TextGrid/-Ibrahim.xml,"
                                 Der Schaw-Platz verändert sich in der Keiserin Zimmer.",0,88,stage_direction,4,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
708,708,TextGrid/-Ibrahim.xml,"
                                 Rustahn.",0,42,stage_direction,4,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
709,709,TextGrid/-Ibrahim.xml,Roxelane.,43,52,stage_direction,4,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
773,773,TextGrid/-Ibrahim.xml,"
                                    Der schau-platz verändert sich in des Solimans zimmer.",0,91,stage_direction,4,0,speech_part,,,42.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
774,774,TextGrid/-Ibrahim.xml,"
                                    Roxelane.",0,46,stage_direction,4,0,speech_part,,,42.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
775,775,TextGrid/-Ibrahim.xml,Achmat.,47,54,stage_direction,4,0,speech_part,,,42.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
776,776,TextGrid/-Ibrahim.xml,Soliman.,55,63,stage_direction,4,0,speech_part,,,42.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
777,777,TextGrid/-Ibrahim.xml,Hali.,64,69,stage_direction,4,0,speech_part,,,42.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
857,857,TextGrid/-Ibrahim.xml,"
                                    Der Schau-Platz verändert sich in der Keiserin Zimmer.",0,91,stage_direction,4,0,speech_part,,,95.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
858,858,TextGrid/-Ibrahim.xml,"
                                    Rusthan.",0,45,stage_direction,4,0,speech_part,,,95.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
859,859,TextGrid/-Ibrahim.xml,Mufti.,46,52,stage_direction,4,0,speech_part,,,95.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
860,860,TextGrid/-Ibrahim.xml,Roxelane.,53,62,stage_direction,4,0,speech_part,,,95.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
890,890,TextGrid/-Ibrahim.xml,"
                                    Der Schau-Platz verändert sich in des Solimanns geheimes Zimmer.",0,101,stage_direction,4,0,speech_part,,,108.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
891,891,TextGrid/-Ibrahim.xml,"
                                    Soliman.",0,45,stage_direction,4,0,speech_part,,,108.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
892,892,TextGrid/-Ibrahim.xml,Mufti.,46,52,stage_direction,4,0,speech_part,,,108.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
893,893,TextGrid/-Ibrahim.xml,Roxelane.,53,62,stage_direction,4,0,speech_part,,,108.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
894,894,TextGrid/-Ibrahim.xml,Rustahn.,63,71,stage_direction,4,0,speech_part,,,108.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
967,967,TextGrid/-Ibrahim.xml,"
                                 Der Schau-Platz ver-ändert sich in der Isabellen Zimmer.",0,90,stage_direction,5,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
968,968,TextGrid/-Ibrahim.xml,"
                                 Ibrahim.",0,42,stage_direction,5,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
969,969,TextGrid/-Ibrahim.xml,Isabelle.,43,52,stage_direction,5,0,pre_speech,,,,,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1004,1004,TextGrid/-Ibrahim.xml,"
                                    Rustahn.",0,45,stage_direction,5,0,speech_part,,,16.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1005,1005,TextGrid/-Ibrahim.xml,Ibrahim.,46,54,stage_direction,5,0,speech_part,,,16.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1006,1006,TextGrid/-Ibrahim.xml,Isabelle.,55,64,stage_direction,5,0,speech_part,,,16.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1007,1007,TextGrid/-Ibrahim.xml,Die Trabanten.,65,79,stage_direction,5,0,speech_part,,,16.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1037,1037,TextGrid/-Ibrahim.xml,"
                                    Der Schau-Platz verändert sich in des Keisers Schlaff-Gemach.",0,98,stage_direction,5,0,speech_part,,,36.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1038,1038,TextGrid/-Ibrahim.xml,"
                                    Soliman.",0,45,stage_direction,5,0,speech_part,,,36.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1039,1039,TextGrid/-Ibrahim.xml,Rustahn.,46,54,stage_direction,5,0,speech_part,,,36.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1040,1040,TextGrid/-Ibrahim.xml,Ibrahim.,55,63,stage_direction,5,0,speech_part,,,36.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1041,1041,TextGrid/-Ibrahim.xml,Die Trabanten.,64,78,stage_direction,5,0,speech_part,,,36.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1042,1042,TextGrid/-Ibrahim.xml,"
                                    Die Stummen.",0,49,stage_direction,5,0,speech_part,,,36.0,UNKNOWN,suffering,T,,1649.0,negative,emotions of suffering and empathy,_1650_1730
1043,1043,TextGrid/-Ibrahim.xml,Die Sänger.,50,61,stage_direction,5,0,speech_part,,,36.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1054,1054,TextGrid/-Ibrahim.xml,"
                                    Mustaffens Gespänste.",0,58,stage_direction,5,0,speech_part,,,37.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1055,1055,TextGrid/-Ibrahim.xml,Soliman auf dem Bette.,59,81,stage_direction,5,0,speech_part,,,37.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1056,1056,TextGrid/-Ibrahim.xml,"
                                    Das Gespenste.",0,51,stage_direction,5,0,speech_part,,,37.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1104,1104,TextGrid/-Ibrahim.xml,"
                                    Soliman.",0,45,stage_direction,5,0,speech_part,,,37.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1105,1105,TextGrid/-Ibrahim.xml,Rusthan.,46,54,stage_direction,5,0,speech_part,,,37.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1106,1106,TextGrid/-Ibrahim.xml,Achmat.,55,62,stage_direction,5,0,speech_part,,,37.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1107,1107,TextGrid/-Ibrahim.xml,Hali.,63,68,stage_direction,5,0,speech_part,,,37.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1149,1149,TextGrid/-Ibrahim.xml,"
                                    
                                       
Der Schau-Platz verwandelt sich in der Isabelle Gefängnüs.",0,136,stage_direction,5,0,speech_part,,,48.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1150,1150,TextGrid/-Ibrahim.xml,"
                                    Achmat.",0,44,stage_direction,5,0,speech_part,,,48.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1151,1151,TextGrid/-Ibrahim.xml,Isabelle.,45,54,stage_direction,5,0,speech_part,,,48.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
1219,1219,TextGrid/-Ibrahim.xml,"
                                    Ende.",0,42,stage_direction,5,0,speech_part,,,59.0,UNKNOWN,no_annotation,T,,1649.0,no_annotation,no_annotation,_1650_1730
0,0,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                 Kommen balt wider Jahn Panser, der SchiffPatron, Servus vnd noch ein stumme Person, klopffen beim Wirtshauß an; der SchiffPatron sagt.",0,168,stage_direction,1,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
1,1,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                 Er weist auff Jahnnen vnd sagt.",0,65,stage_direction,1,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
2,2,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,1.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
6,6,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Zu Servo sagt er.",0,54,stage_direction,1,0,speech_part,,,1.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
9,9,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,2.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
13,13,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,3.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
16,16,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Sie setzen sich zusammen.",0,62,stage_direction,1,0,speech_part,,,3.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
25,25,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,4.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
27,27,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Jahn fengt an zu singen nachfolgents Liedt, Im RosenThon.",0,94,stage_direction,1,0,speech_part,,,4.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
60,60,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    lacht vnd sagt.",0,52,stage_direction,1,0,speech_part,,,6.0,UNKNOWN,joy,,,,positive,emotions of pleasure,_1650_1730
63,63,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,7.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
65,65,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Der Patron singt ein Lied im nachfolgenden Thon, Wie man den dilla dey singt.",0,114,stage_direction,1,0,speech_part,,,7.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
87,87,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,8.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
90,90,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt zu Servo.",0,51,stage_direction,1,0,speech_part,,,9.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
92,92,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    
                                       
Servus singt nachfolgendes Liedt Im Thon: Leucht vns der Morgenstern.",0,147,stage_direction,1,0,speech_part,,,9.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
111,111,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,10.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
116,116,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,11.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
118,118,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Er fengt an zu singen Im Thon: O weh der jämmerlichen pein.",0,96,stage_direction,1,0,speech_part,,,11.0,UNKNOWN,suffering,,,,negative,emotions of suffering and empathy,_1650_1730
139,139,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,12.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
143,143,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,13.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
145,145,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Cellarius geht ab, Er kompt balt wider, bringet Instrumenta, ein Rost, ein Hafen mit kochlöffeln, Riebeisen, Geigen, vnd was man haben kan, machen eins zusammen, Juchtzen, Sauffen.",0,217,stage_direction,1,0,speech_part,,,13.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
146,146,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,Über ein weil geht der Wirth ab.,218,250,stage_direction,1,0,speech_part,,,13.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
147,147,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,14.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
152,152,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,15.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
154,154,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt zum Kelner.",0,53,stage_direction,1,0,speech_part,,,16.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
157,157,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,17.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
159,159,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Sie verwundern sich.",0,57,stage_direction,1,0,speech_part,,,17.0,UNKNOWN,being moved,,,,being moved,being moved,_1650_1730
160,160,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,18.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
165,165,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,19.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
167,167,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Sie gehn hin, binden dem Cellarius die augen zu, drehen jhn drey mal herumb.",0,113,stage_direction,1,0,speech_part,,,19.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
168,168,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,20.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
170,170,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Sie drehen sich alle ab.",0,61,stage_direction,1,0,speech_part,,,20.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
171,171,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,21.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
174,174,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Er dapt lang vmb, in dessen geht der Wirth ein vnd sagt.",0,93,stage_direction,1,0,speech_part,,,21.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
176,176,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    laufft auff jhn vnd sagt.",0,62,stage_direction,1,0,speech_part,,,22.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
181,181,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    reist das Tuch von augen vnd sagt.",0,71,stage_direction,1,0,speech_part,,,23.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
188,188,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Der Wirth schlegt jhn wol ab.",0,66,stage_direction,1,0,speech_part,,,23.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
189,189,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,24.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
192,192,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,1,0,speech_part,,,25.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
194,194,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Abgang jhr beder.",0,54,stage_direction,1,0,speech_part,,,25.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
195,195,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    geht ein vnd sagt zornig.",0,62,stage_direction,2,0,speech_part,,,1.0,UNKNOWN,anger,,,,negative,emotions of rejection,_1650_1730
207,207,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Er geht ab.",0,48,stage_direction,2,0,speech_part,,,1.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
208,208,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    geht allein ein, tregt das gestolen Kleidt vnd sagt.",0,89,stage_direction,2,0,speech_part,,,2.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
217,217,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    schüttelt den kopff vnd sagt.",0,66,stage_direction,2,0,speech_part,,,3.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
219,219,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,2,0,speech_part,,,4.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
222,222,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,2,0,speech_part,,,5.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
224,224,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Der Koch geht ab.",0,54,stage_direction,2,0,speech_part,,,5.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
225,225,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,2,0,speech_part,,,6.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
229,229,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    geht ein vnd ist zornig vnd sagt.",0,70,stage_direction,2,0,speech_part,,,7.0,UNKNOWN,anger,,,,negative,emotions of rejection,_1650_1730
231,231,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,2,0,speech_part,,,8.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
237,237,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,2,0,speech_part,,,9.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
240,240,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,2,0,speech_part,,,10.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
243,243,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    sagt.",0,42,stage_direction,2,0,speech_part,,,11.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
248,248,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    zuckt die faust vnd sagt.",0,62,stage_direction,2,0,speech_part,,,12.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
252,252,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"
                                    Er schlecht nach jhm.",0,58,stage_direction,2,0,speech_part,,,12.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
